elevation,system:index,name
48,1039,node1039
11,1040,node1040
54,1041,node1041
15,1042,node1042
46,1043,node1043
27,1044,node1044
12,1045,node1045
34,1046,node1046
6,1047,node1047
12,1048,node1048
63,1049,node1049
6,1050,node1050
16,1051,node1051
70,1052,node1052
7,1053,node1053
5,1054,node1054
81,1055,node1055
40,1056,node1056
47,1057,node1057
6,1058,node1058
8,1059,node1059
12,1060,node1060
60,1061,node1061
63,1062,node1062
19,1063,node1063
23,1064,node1064
7,1065,node1065
148,1066,node1066
4,1067,node1067
17,1068,node1068
29,1069,node1069
4,1070,node1070
34,1071,node1071
53,1072,node1072
11,1073,node1073
18,1074,node1074
19,1075,node1075
18,1076,node1076
2,1077,node1077
12,1078,node1078
53,1079,node1079
8,1080,node1080
95,1081,node1081
21,1082,node1082
15,1083,node1083
33,1084,node1084
8,1085,node1085
5,1086,node1086
18,1087,node1087
44,1088,node1088
62,1089,node1089
13,1090,node1090
43,1091,node1091
6,1092,node1092
61,1093,node1093
21,1094,node1094
11,1095,node1095
14,1096,node1096
14,1097,node1097
17,1098,node1098
16,1099,node1099
13,1100,node1100
16,1101,node1101
14,1102,node1102
15,1103,node1103
24,1104,node1104
60,1105,node1105
9,1106,node1106
49,1107,node1107
18,1108,node1108
11,1109,node1109
14,1110,node1110
29,1111,node1111
16,1112,node1112
13,1113,node1113
56,1114,node1114
45,1115,node1115
3,1116,node1116
29,1117,node1117
19,1118,node1118
8,1119,node1119
56,1120,node1120
27,1121,node1121
13,1122,node1122
50,1123,node1123
4,1124,node1124
27,1125,node1125
9,1126,node1126
6,1127,node1127
9,1128,node1128
4,1129,node1129
102,1130,node1130
52,1131,node1131
82,1132,node1132
56,1133,node1133
43,1134,node1134
35,1135,node1135
18,1136,node1136
51,1137,node1137
28,1138,node1138
10,1139,node1139
22,1140,node1140
42,1141,node1141
55,1142,node1142
14,1143,node1143
9,1144,node1144
22,1145,node1145
11,1146,node1146
57,1147,node1147
6,1148,node1148
108,1149,node1149
14,1150,node1150
4,1151,node1151
43,1152,node1152
0,1153,node1153
16,1154,node1154
13,1155,node1155
35,1156,node1156
2,1157,node1157
59,1158,node1158
21,1159,node1159
11,1160,node1160
11,1161,node1161
11,1162,node1162
11,1163,node1163
11,1164,node1164
11,1165,node1165
11,1166,node1166
11,1167,node1167
42,1168,node1168
5,1169,node1169
0,1170,node1170
0,1171,node1171
0,1172,node1172
0,1173,node1173
7,1174,node1174
22,1175,node1175
5,1176,node1176
7,1177,node1177
4,1178,node1178
11,1179,node1179
8,1180,node1180
7,1181,node1181
7,1182,node1182
29,1183,node1183
12,1184,node1184
13,1185,node1185
2,1186,node1186
7,1187,node1187
15,1188,node1188
16,1189,node1189
11,1190,node1190
67,1191,node1191
2,1192,node1192
7,1193,node1193
7,1194,node1194
11,1195,node1195
16,1196,node1196
35,1197,node1197
11,1198,node1198
0,1199,node1199
44,1200,node1200
6,1201,node1201
10,1202,node1202
9,1203,node1203
77,1204,node1204
63,1205,node1205
4,1206,node1206
9,1207,node1207
0,1208,node1208
12,1209,node1209
27,1210,node1210
12,1211,node1211
0,1212,node1212
0,1213,node1213
8,1214,node1214
41,1215,node1215
0,1216,node1216
5,1217,node1217
7,1218,node1218
9,1219,node1219
34,1220,node1220
0,1221,node1221
11,1222,node1222
81,1223,node1223
0,1224,node1224
0,1225,node1225
0,1226,node1226
33,1227,node1227
0,1228,node1228
7,1229,node1229
12,1230,node1230
8,1231,node1231
0,1232,node1232
9,1233,node1233
6,1234,node1234
0,1235,node1235
3,1236,node1236
10,1237,node1237
10,1238,node1238
88,1239,node1239
2,1240,node1240
32,1241,node1241
41,1242,node1242
0,1243,node1243
0,1244,node1244
63,1245,node1245
7,1246,node1246
8,1247,node1247
83,1248,node1248
13,1249,node1249
0,1250,node1250
0,1251,node1251
10,1252,node1252
5,1253,node1253
10,1254,node1254
10,1255,node1255
0,1256,node1256
78,1257,node1257
6,1258,node1258
14,1259,node1259
7,1260,node1260
0,1261,node1261
6,1262,node1262
7,1263,node1263
9,1264,node1264
8,1265,node1265
6,1266,node1266
6,1267,node1267
0,1268,node1268
0,1269,node1269
73,1270,node1270
16,1271,node1271
0,1272,node1272
6,1273,node1273
0,1274,node1274
10,1275,node1275
67,1276,node1276
4,1277,node1277
10,1278,node1278
0,1279,node1279
0,1280,node1280
10,1281,node1281
8,1282,node1282
11,1283,node1283
11,1284,node1284
9,1285,node1285
7,1286,node1286
0,1287,node1287
0,1288,node1288
7,1289,node1289
0,1290,node1290
12,1291,node1291
15,1292,node1292
16,1293,node1293
0,1294,node1294
29,1295,node1295
0,1296,node1296
0,1297,node1297
18,1298,node1298
0,1299,node1299
0,1300,node1300
0,1301,node1301
2,1302,node1302
11,1303,node1303
8,1304,node1304
11,1305,node1305
76,1306,node1306
30,1307,node1307
0,1308,node1308
25,1309,node1309
6,1310,node1310
10,1311,node1311
3,1312,node1312
8,1313,node1313
16,1314,node1314
0,1315,node1315
0,1316,node1316
5,1317,node1317
6,1318,node1318
13,1319,node1319
0,1320,node1320
0,1321,node1321
12,1322,node1322
4,1323,node1323
9,1324,node1324
7,1325,node1325
0,1326,node1326
7,1327,node1327
0,1328,node1328
4,1329,node1329
5,1330,node1330
7,1331,node1331
7,1332,node1332
3,1333,node1333
16,1334,node1334
8,1335,node1335
0,1336,node1336
0,1337,node1337
9,1338,node1338
8,1339,node1339
25,1340,node1340
0,1341,node1341
9,1342,node1342
26,1343,node1343
0,1344,node1344
6,1345,node1345
0,1346,node1346
5,1347,node1347
5,1348,node1348
0,1349,node1349
0,1350,node1350
44,1351,node1351
9,1352,node1352
8,1353,node1353
9,1354,node1354
87,1355,node1355
0,1356,node1356
5,1357,node1357
8,1358,node1358
6,1359,node1359
8,1360,node1360
9,1361,node1361
8,1362,node1362
10,1363,node1363
7,1364,node1364
4,1365,node1365
18,1366,node1366
0,1367,node1367
0,1368,node1368
9,1369,node1369
-2,1370,node1370
7,1371,node1371
8,1372,node1372
0,1373,node1373
3,1374,node1374
4,1375,node1375
8,1376,node1376
3,1377,node1377
5,1378,node1378
4,1379,node1379
25,1380,node1380
14,1381,node1381
27,1382,node1382
16,1383,node1383
2,1384,node1384
3,1385,node1385
3,1386,node1386
2,1387,node1387
3,1388,node1388
3,1389,node1389
2,1390,node1390
3,1391,node1391
39,1392,node1392
39,1393,node1393
39,1394,node1394
39,1395,node1395
39,1396,node1396
39,1397,node1397
39,1398,node1398
39,1399,node1399
9,1400,node1400
5,1401,node1401
8,1402,node1402
6,1403,node1403
5,1404,node1404
8,1405,node1405
6,1406,node1406
10,1407,node1407
7,1408,node1408
7,1409,node1409
7,1410,node1410
3,1411,node1411
7,1412,node1412
7,1413,node1413
7,1414,node1414
7,1415,node1415
2,1416,node1416
7,1417,node1417
10,1418,node1418
17,1419,node1419
9,1420,node1420
9,1421,node1421
8,1422,node1422
9,1423,node1423
9,1424,node1424
8,1425,node1425
8,1426,node1426
5,1427,node1427
9,1428,node1428
7,1429,node1429
4,1430,node1430
3,1431,node1431
11,1432,node1432
10,1433,node1433
12,1434,node1434
2,1435,node1435
7,1436,node1436
13,1437,node1437
18,1438,node1438
11,1439,node1439
3,1440,node1440
9,1441,node1441
10,1442,node1442
10,1443,node1443
17,1444,node1444
13,1445,node1445
13,1446,node1446
10,1447,node1447
12,1448,node1448
9,1449,node1449
15,1450,node1450
6,1451,node1451
13,1452,node1452
14,1453,node1453
13,1454,node1454
12,1455,node1455
0,1456,node1456
0,1457,node1457
0,1458,node1458
0,1459,node1459
0,1460,node1460
10,1461,node1461
0,1462,node1462
8,1463,node1463
6,1464,node1464
3,1465,node1465
6,1466,node1466
2,1467,node1467
3,1468,node1468
6,1469,node1469
6,1470,node1470
3,1471,node1471
9,1472,node1472
1,1473,node1473
10,1474,node1474
0,1475,node1475
8,1476,node1476
1,1477,node1477
5,1478,node1478
7,1479,node1479
13,1480,node1480
9,1481,node1481
7,1482,node1482
7,1483,node1483
8,1484,node1484
12,1485,node1485
8,1486,node1486
13,1487,node1487
84,1488,node1488
51,1489,node1489
43,1490,node1490
51,1491,node1491
71,1492,node1492
35,1493,node1493
92,1494,node1494
43,1495,node1495
50,1496,node1496
197,1497,node1497
95,1498,node1498
114,1499,node1499
65,1500,node1500
68,1501,node1501
54,1502,node1502
45,1503,node1503
68,1504,node1504
251,1505,node1505
97,1506,node1506
252,1507,node1507
243,1508,node1508
76,1509,node1509
353,1510,node1510
410,1511,node1511
44,1512,node1512
57,1513,node1513
509,1514,node1514
73,1515,node1515
709,1516,node1516
342,1517,node1517
255,1518,node1518
347,1519,node1519
121,1520,node1520
109,1521,node1521
114,1522,node1522
102,1523,node1523
111,1524,node1524
114,1525,node1525
102,1526,node1526
120,1527,node1527
163,1528,node1528
89,1529,node1529
65,1530,node1530
46,1531,node1531
86,1532,node1532
50,1533,node1533
130,1534,node1534
49,1535,node1535
87,1536,node1536
46,1537,node1537
64,1538,node1538
16,1539,node1539
41,1540,node1540
282,1541,node1541
96,1542,node1542
49,1543,node1543
51,1544,node1544
51,1545,node1545
51,1546,node1546
51,1547,node1547
51,1548,node1548
51,1549,node1549
51,1550,node1550
51,1551,node1551
63,1552,node1552
54,1553,node1553
74,1554,node1554
50,1555,node1555
53,1556,node1556
65,1557,node1557
67,1558,node1558
69,1559,node1559
387,1560,node1560
501,1561,node1561
236,1562,node1562
32,1563,node1563
32,1564,node1564
271,1565,node1565
223,1566,node1566
633,1567,node1567
58,1568,node1568
47,1569,node1569
59,1570,node1570
46,1571,node1571
48,1572,node1572
63,1573,node1573
61,1574,node1574
60,1575,node1575
69,1576,node1576
47,1577,node1577
57,1578,node1578
59,1579,node1579
61,1580,node1580
60,1581,node1581
61,1582,node1582
63,1583,node1583
43,1584,node1584
55,1585,node1585
61,1586,node1586
53,1587,node1587
42,1588,node1588
64,1589,node1589
49,1590,node1590
32,1591,node1591
17,1592,node1592
13,1593,node1593
15,1594,node1594
11,1595,node1595
15,1596,node1596
14,1597,node1597
11,1598,node1598
17,1599,node1599
12,1600,node1600
34,1601,node1601
21,1602,node1602
17,1603,node1603
10,1604,node1604
21,1605,node1605
16,1606,node1606
16,1607,node1607
10,1608,node1608
14,1609,node1609
14,1610,node1610
9,1611,node1611
19,1612,node1612
14,1613,node1613
12,1614,node1614
17,1615,node1615
13,1616,node1616
7,1617,node1617
6,1618,node1618
10,1619,node1619
12,1620,node1620
7,1621,node1621
11,1622,node1622
14,1623,node1623
60,1624,node1624
57,1625,node1625
55,1626,node1626
58,1627,node1627
57,1628,node1628
63,1629,node1629
56,1630,node1630
62,1631,node1631
63,1632,node1632
58,1633,node1633
66,1634,node1634
59,1635,node1635
58,1636,node1636
61,1637,node1637
59,1638,node1638
53,1639,node1639
66,1640,node1640
60,1641,node1641
56,1642,node1642
63,1643,node1643
64,1644,node1644
58,1645,node1645
52,1646,node1646
57,1647,node1647
81,1648,node1648
95,1649,node1649
73,1650,node1650
194,1651,node1651
82,1652,node1652
83,1653,node1653
74,1654,node1654
96,1655,node1655
64,1656,node1656
51,1657,node1657
52,1658,node1658
63,1659,node1659
78,1660,node1660
103,1661,node1661
54,1662,node1662
58,1663,node1663
47,1664,node1664
41,1665,node1665
84,1666,node1666
41,1667,node1667
43,1668,node1668
76,1669,node1669
64,1670,node1670
36,1671,node1671
68,1672,node1672
68,1673,node1673
67,1674,node1674
65,1675,node1675
69,1676,node1676
97,1677,node1677
90,1678,node1678
85,1679,node1679
0,1680,node1680
0,1681,node1681
10,1682,node1682
5,1683,node1683
0,1684,node1684
2,1685,node1685
11,1686,node1686
0,1687,node1687
4,1688,node1688
4,1689,node1689
6,1690,node1690
6,1691,node1691
4,1692,node1692
6,1693,node1693
6,1694,node1694
4,1695,node1695
3,1696,node1696
3,1697,node1697
3,1698,node1698
3,1699,node1699
4,1700,node1700
3,1701,node1701
3,1702,node1702
2,1703,node1703
4,1704,node1704
4,1705,node1705
5,1706,node1706
9,1707,node1707
3,1708,node1708
4,1709,node1709
4,1710,node1710
6,1711,node1711
6,1712,node1712
4,1713,node1713
6,1714,node1714
5,1715,node1715
7,1716,node1716
7,1717,node1717
4,1718,node1718
7,1719,node1719
5,1720,node1720
7,1721,node1721
9,1722,node1722
10,1723,node1723
5,1724,node1724
7,1725,node1725
4,1726,node1726
10,1727,node1727
8,1728,node1728
2,1729,node1729
1,1730,node1730
6,1731,node1731
1,1732,node1732
2,1733,node1733
6,1734,node1734
1,1735,node1735
6,1736,node1736
0,1737,node1737
5,1738,node1738
5,1739,node1739
0,1740,node1740
0,1741,node1741
7,1742,node1742
8,1743,node1743
13,1744,node1744
9,1745,node1745
10,1746,node1746
9,1747,node1747
10,1748,node1748
9,1749,node1749
10,1750,node1750
9,1751,node1751
9,1752,node1752
9,1753,node1753
9,1754,node1754
16,1755,node1755
8,1756,node1756
16,1757,node1757
30,1758,node1758
9,1759,node1759
14,1760,node1760
10,1761,node1761
15,1762,node1762
7,1763,node1763
49,1764,node1764
5,1765,node1765
12,1766,node1766
13,1767,node1767
