elevation,system:index,name
0,161,node161
10,162,node162
0,163,node163
0,164,node164
0,165,node165
0,166,node166
0,167,node167
13,168,node168
0,169,node169
0,170,node170
0,171,node171
0,172,node172
0,173,node173
0,174,node174
0,175,node175
0,176,node176
0,177,node177
0,178,node178
0,179,node179
0,180,node180
0,181,node181
0,182,node182
0,183,node183
0,184,node184
0,185,node185
0,186,node186
6,187,node187
0,188,node188
0,189,node189
0,190,node190
0,191,node191
30,192,node192
7,193,node193
0,194,node194
0,195,node195
0,196,node196
0,197,node197
0,198,node198
0,199,node199
0,200,node200
0,201,node201
0,202,node202
0,203,node203
0,204,node204
6,205,node205
0,206,node206
0,207,node207
0,208,node208
0,209,node209
0,210,node210
0,211,node211
14,212,node212
0,213,node213
0,214,node214
0,215,node215
22,216,node216
22,217,node217
20,218,node218
22,219,node219
22,220,node220
22,221,node221
22,222,node222
22,223,node223
11,224,node224
13,225,node225
12,226,node226
11,227,node227
11,228,node228
13,229,node229
13,230,node230
12,231,node231
11,232,node232
14,233,node233
14,234,node234
15,235,node235
11,236,node236
9,237,node237
11,238,node238
12,239,node239
13,240,node240
14,241,node241
11,242,node242
10,243,node243
11,244,node244
14,245,node245
13,246,node246
10,247,node247
45,248,node248
12,249,node249
9,250,node250
69,251,node251
27,252,node252
30,253,node253
8,254,node254
135,255,node255
23,256,node256
9,257,node257
0,258,node258
0,259,node259
8,260,node260
6,261,node261
14,262,node262
55,263,node263
76,264,node264
7,265,node265
54,266,node266
73,267,node267
22,268,node268
2,269,node269
18,270,node270
0,271,node271
0,272,node272
33,273,node273
0,274,node274
0,275,node275
8,276,node276
397,277,node277
355,278,node278
51,279,node279
0,280,node280
432,281,node281
0,282,node282
0,283,node283
0,284,node284
139,285,node285
13,286,node286
0,287,node287
0,288,node288
0,289,node289
8,290,node290
0,291,node291
0,292,node292
112,293,node293
9,294,node294
37,295,node295
86,296,node296
0,297,node297
132,298,node298
33,299,node299
0,300,node300
0,301,node301
0,302,node302
33,303,node303
0,304,node304
94,305,node305
0,306,node306
0,307,node307
0,308,node308
0,309,node309
609,310,node310
276,311,node311
13,312,node312
31,313,node313
10,314,node314
0,315,node315
17,316,node316
165,317,node317
104,318,node318
12,319,node319
0,320,node320
14,321,node321
0,322,node322
248,323,node323
494,324,node324
0,325,node325
0,326,node326
8,327,node327
0,328,node328
35,329,node329
0,330,node330
82,331,node331
0,332,node332
130,333,node333
53,334,node334
477,335,node335
149,336,node336
158,337,node337
18,338,node338
16,339,node339
7,340,node340
10,341,node341
22,342,node342
161,343,node343
0,344,node344
443,345,node345
0,346,node346
0,347,node347
92,348,node348
139,349,node349
10,350,node350
248,351,node351
0,352,node352
0,353,node353
0,354,node354
0,355,node355
0,356,node356
120,357,node357
38,358,node358
0,359,node359
14,360,node360
98,361,node361
10,362,node362
7,363,node363
9,364,node364
179,365,node365
0,366,node366
35,367,node367
0,368,node368
6,369,node369
544,370,node370
0,371,node371
2,372,node372
73,373,node373
0,374,node374
478,375,node375
0,376,node376
22,377,node377
0,378,node378
0,379,node379
0,380,node380
358,381,node381
65,382,node382
75,383,node383
74,384,node384
10,385,node385
18,386,node386
19,387,node387
76,388,node388
59,389,node389
10,390,node390
0,391,node391
0,392,node392
44,393,node393
38,394,node394
0,395,node395
0,396,node396
10,397,node397
296,398,node398
0,399,node399
10,400,node400
19,401,node401
52,402,node402
147,403,node403
137,404,node404
16,405,node405
80,406,node406
18,407,node407
0,408,node408
0,409,node409
0,410,node410
8,411,node411
10,412,node412
483,413,node413
10,414,node414
0,415,node415
7,416,node416
28,417,node417
113,418,node418
0,419,node419
0,420,node420
27,421,node421
20,422,node422
0,423,node423
70,424,node424
153,425,node425
9,426,node426
9,427,node427
71,428,node428
4,429,node429
58,430,node430
10,431,node431
0,432,node432
143,433,node433
0,434,node434
83,435,node435
0,436,node436
0,437,node437
0,438,node438
0,439,node439
0,440,node440
0,441,node441
0,442,node442
0,443,node443
0,444,node444
21,445,node445
527,446,node446
46,447,node447
75,448,node448
0,449,node449
169,450,node450
0,451,node451
15,452,node452
0,453,node453
0,454,node454
211,455,node455
11,456,node456
373,457,node457
11,458,node458
0,459,node459
0,460,node460
234,461,node461
457,462,node462
0,463,node463
369,464,node464
0,465,node465
0,466,node466
0,467,node467
735,468,node468
17,469,node469
0,470,node470
105,471,node471
10,472,node472
12,473,node473
8,474,node474
12,475,node475
11,476,node476
11,477,node477
13,478,node478
14,479,node479
32,480,node480
9,481,node481
15,482,node482
103,483,node483
10,484,node484
115,485,node485
70,486,node486
118,487,node487
0,488,node488
420,489,node489
26,490,node490
41,491,node491
0,492,node492
0,493,node493
0,494,node494
0,495,node495
0,496,node496
377,497,node497
0,498,node498
0,499,node499
434,500,node500
0,501,node501
41,502,node502
0,503,node503
11,504,node504
0,505,node505
0,506,node506
47,507,node507
0,508,node508
0,509,node509
0,510,node510
0,511,node511
11,512,node512
11,513,node513
14,514,node514
13,515,node515
12,516,node516
11,517,node517
15,518,node518
11,519,node519
12,520,node520
15,521,node521
12,522,node522
10,523,node523
13,524,node524
13,525,node525
14,526,node526
8,527,node527
221,528,node528
8,529,node529
0,530,node530
88,531,node531
153,532,node532
33,533,node533
0,534,node534
6,535,node535
0,536,node536
0,537,node537
0,538,node538
404,539,node539
690,540,node540
336,541,node541
86,542,node542
0,543,node543
0,544,node544
398,545,node545
82,546,node546
37,547,node547
0,548,node548
142,549,node549
0,550,node550
7,551,node551
0,552,node552
51,553,node553
0,554,node554
0,555,node555
21,556,node556
14,557,node557
0,558,node558
314,559,node559
548,560,node560
0,561,node561
126,562,node562
164,563,node563
0,564,node564
0,565,node565
251,566,node566
350,567,node567
110,568,node568
151,569,node569
0,570,node570
0,571,node571
53,572,node572
241,573,node573
14,574,node574
0,575,node575
6,576,node576
16,577,node577
8,578,node578
41,579,node579
9,580,node580
0,581,node581
27,582,node582
10,583,node583
577,584,node584
0,585,node585
0,586,node586
0,587,node587
3,588,node588
0,589,node589
526,590,node590
82,591,node591
52,592,node592
7,593,node593
113,594,node594
19,595,node595
19,596,node596
149,597,node597
108,598,node598
12,599,node599
50,600,node600
0,601,node601
97,602,node602
253,603,node603
515,604,node604
100,605,node605
315,606,node606
202,607,node607
115,608,node608
15,609,node609
12,610,node610
24,611,node611
15,612,node612
4,613,node613
95,614,node614
20,615,node615
65,616,node616
8,617,node617
87,618,node618
5,619,node619
119,620,node620
13,621,node621
0,622,node622
174,623,node623
11,624,node624
0,625,node625
0,626,node626
822,627,node627
0,628,node628
7,629,node629
22,630,node630
0,631,node631
41,632,node632
0,633,node633
120,634,node634
0,635,node635
330,636,node636
788,637,node637
48,638,node638
0,639,node639
8,640,node640
0,641,node641
9,642,node642
0,643,node643
0,644,node644
450,645,node645
17,646,node646
18,647,node647
0,648,node648
0,649,node649
0,650,node650
129,651,node651
0,652,node652
0,653,node653
0,654,node654
0,655,node655
11,656,node656
0,657,node657
209,658,node658
30,659,node659
17,660,node660
12,661,node661
21,662,node662
0,663,node663
82,664,node664
0,665,node665
52,666,node666
0,667,node667
0,668,node668
88,669,node669
0,670,node670
119,671,node671
12,672,node672
11,673,node673
12,674,node674
13,675,node675
12,676,node676
13,677,node677
13,678,node678
13,679,node679
22,680,node680
20,681,node681
22,682,node682
22,683,node683
22,684,node684
20,685,node685
22,686,node686
22,687,node687
664,688,node688
0,689,node689
359,690,node690
345,691,node691
19,692,node692
0,693,node693
13,694,node694
0,695,node695
10,696,node696
0,697,node697
108,698,node698
0,699,node699
15,700,node700
0,701,node701
0,702,node702
0,703,node703
16,704,node704
15,705,node705
14,706,node706
15,707,node707
15,708,node708
17,709,node709
14,710,node710
11,711,node711
140,712,node712
0,713,node713
0,714,node714
10,715,node715
37,716,node716
0,717,node717
10,718,node718
0,719,node719
0,720,node720
7,721,node721
13,722,node722
0,723,node723
46,724,node724
8,725,node725
12,726,node726
0,727,node727
0,728,node728
16,729,node729
0,730,node730
9,731,node731
0,732,node732
0,733,node733
9,734,node734
0,735,node735
0,736,node736
25,737,node737
228,738,node738
0,739,node739
42,740,node740
0,741,node741
397,742,node742
504,743,node743
0,744,node744
652,745,node745
0,746,node746
0,747,node747
298,748,node748
112,749,node749
0,750,node750
0,751,node751
419,752,node752
86,753,node753
0,754,node754
0,755,node755
11,756,node756
0,757,node757
61,758,node758
87,759,node759
4,760,node760
109,761,node761
14,762,node762
8,763,node763
10,764,node764
115,765,node765
84,766,node766
5,767,node767
108,768,node768
27,769,node769
0,770,node770
0,771,node771
0,772,node772
37,773,node773
0,774,node774
0,775,node775
915,776,node776
0,777,node777
7,778,node778
0,779,node779
0,780,node780
876,781,node781
0,782,node782
0,783,node783
0,784,node784
0,785,node785
0,786,node786
0,787,node787
0,788,node788
0,789,node789
0,790,node790
9,791,node791
10,792,node792
11,793,node793
11,794,node794
439,795,node795
0,796,node796
496,797,node797
0,798,node798
25,799,node799
0,800,node800
0,801,node801
0,802,node802
0,803,node803
18,804,node804
1061,805,node805
688,806,node806
15,807,node807
0,808,node808
0,809,node809
419,810,node810
574,811,node811
0,812,node812
0,813,node813
0,814,node814
549,815,node815
0,816,node816
0,817,node817
74,818,node818
938,819,node819
0,820,node820
145,821,node821
45,822,node822
772,823,node823
26,824,node824
0,825,node825
160,826,node826
639,827,node827
0,828,node828
266,829,node829
5,830,node830
91,831,node831
0,832,node832
0,833,node833
5,834,node834
0,835,node835
0,836,node836
0,837,node837
0,838,node838
0,839,node839
0,840,node840
135,841,node841
0,842,node842
0,843,node843
0,844,node844
95,845,node845
0,846,node846
0,847,node847
245,848,node848
0,849,node849
0,850,node850
110,851,node851
0,852,node852
0,853,node853
19,854,node854
0,855,node855
817,856,node856
327,857,node857
0,858,node858
94,859,node859
0,860,node860
11,861,node861
12,862,node862
42,863,node863
0,864,node864
0,865,node865
108,866,node866
0,867,node867
0,868,node868
0,869,node869
0,870,node870
0,871,node871
7,872,node872
0,873,node873
9,874,node874
0,875,node875
693,876,node876
0,877,node877
20,878,node878
0,879,node879
0,880,node880
527,881,node881
321,882,node882
320,883,node883
0,884,node884
82,885,node885
455,886,node886
0,887,node887
11,888,node888
11,889,node889
12,890,node890
11,891,node891
8,892,node892
12,893,node893
8,894,node894
11,895,node895
108,896,node896
5,897,node897
10,898,node898
14,899,node899
0,900,node900
53,901,node901
300,902,node902
379,903,node903
128,904,node904
0,905,node905
0,906,node906
141,907,node907
0,908,node908
0,909,node909
113,910,node910
0,911,node911
666,912,node912
0,913,node913
18,914,node914
0,915,node915
531,916,node916
0,917,node917
0,918,node918
0,919,node919
0,920,node920
0,921,node921
0,922,node922
5,923,node923
0,924,node924
0,925,node925
0,926,node926
486,927,node927
595,928,node928
0,929,node929
0,930,node930
0,931,node931
128,932,node932
10,933,node933
10,934,node934
0,935,node935
7,936,node936
8,937,node937
10,938,node938
5,939,node939
6,940,node940
7,941,node941
8,942,node942
6,943,node943
373,944,node944
0,945,node945
0,946,node946
7,947,node947
0,948,node948
5,949,node949
205,950,node950
9,951,node951
11,952,node952
10,953,node953
12,954,node954
11,955,node955
13,956,node956
13,957,node957
13,958,node958
11,959,node959
20,960,node960
22,961,node961
20,962,node962
22,963,node963
22,964,node964
22,965,node965
22,966,node966
20,967,node967
9,968,node968
16,969,node969
15,970,node970
18,971,node971
18,972,node972
16,973,node973
17,974,node974
116,975,node975
20,976,node976
9,977,node977
0,978,node978
8,979,node979
0,980,node980
526,981,node981
255,982,node982
0,983,node983
8,984,node984
10,985,node985
11,986,node986
11,987,node987
11,988,node988
8,989,node989
14,990,node990
11,991,node991
0,992,node992
22,993,node993
0,994,node994
6,995,node995
0,996,node996
359,997,node997
6,998,node998
0,999,node999
0,1000,node1000
10,1001,node1001
10,1002,node1002
0,1003,node1003
528,1004,node1004
0,1005,node1005
0,1006,node1006
0,1007,node1007
67,1008,node1008
26,1009,node1009
33,1010,node1010
14,1011,node1011
8,1012,node1012
37,1013,node1013
22,1014,node1014
45,1015,node1015
25,1016,node1016
18,1017,node1017
183,1018,node1018
7,1019,node1019
10,1020,node1020
6,1021,node1021
30,1022,node1022
0,1023,node1023
30,1024,node1024
6,1025,node1025
135,1026,node1026
189,1027,node1027
96,1028,node1028
53,1029,node1029
12,1030,node1030
6,1031,node1031
8,1032,node1032
13,1033,node1033
13,1034,node1034
13,1035,node1035
8,1036,node1036
14,1037,node1037
13,1038,node1038
11,1039,node1039
10,1040,node1040
13,1041,node1041
15,1042,node1042
11,1043,node1043
13,1044,node1044
13,1045,node1045
12,1046,node1046
15,1047,node1047
0,1048,node1048
0,1049,node1049
0,1050,node1050
485,1051,node1051
20,1052,node1052
15,1053,node1053
7,1054,node1054
0,1055,node1055
442,1056,node1056
0,1057,node1057
0,1058,node1058
0,1059,node1059
8,1060,node1060
475,1061,node1061
23,1062,node1062
3,1063,node1063
8,1064,node1064
9,1065,node1065
8,1066,node1066
5,1067,node1067
9,1068,node1068
7,1069,node1069
9,1070,node1070
6,1071,node1071
11,1072,node1072
13,1073,node1073
13,1074,node1074
14,1075,node1075
11,1076,node1076
13,1077,node1077
13,1078,node1078
11,1079,node1079
61,1080,node1080
336,1081,node1081
138,1082,node1082
33,1083,node1083
142,1084,node1084
477,1085,node1085
0,1086,node1086
8,1087,node1087
0,1088,node1088
26,1089,node1089
0,1090,node1090
0,1091,node1091
196,1092,node1092
8,1093,node1093
14,1094,node1094
37,1095,node1095
14,1096,node1096
0,1097,node1097
112,1098,node1098
6,1099,node1099
363,1100,node1100
0,1101,node1101
0,1102,node1102
532,1103,node1103
68,1104,node1104
15,1105,node1105
9,1106,node1106
16,1107,node1107
5,1108,node1108
9,1109,node1109
35,1110,node1110
14,1111,node1111
44,1112,node1112
0,1113,node1113
0,1114,node1114
0,1115,node1115
0,1116,node1116
0,1117,node1117
0,1118,node1118
0,1119,node1119
54,1120,node1120
0,1121,node1121
0,1122,node1122
0,1123,node1123
6,1124,node1124
607,1125,node1125
0,1126,node1126
0,1127,node1127
0,1128,node1128
9,1129,node1129
11,1130,node1130
0,1131,node1131
53,1132,node1132
14,1133,node1133
53,1134,node1134
67,1135,node1135
0,1136,node1136
0,1137,node1137
0,1138,node1138
0,1139,node1139
380,1140,node1140
0,1141,node1141
0,1142,node1142
8,1143,node1143
13,1144,node1144
0,1145,node1145
129,1146,node1146
16,1147,node1147
3,1148,node1148
107,1149,node1149
34,1150,node1150
13,1151,node1151
20,1152,node1152
9,1153,node1153
6,1154,node1154
6,1155,node1155
9,1156,node1156
88,1157,node1157
39,1158,node1158
0,1159,node1159
14,1160,node1160
14,1161,node1161
11,1162,node1162
14,1163,node1163
11,1164,node1164
8,1165,node1165
13,1166,node1166
14,1167,node1167
109,1168,node1168
38,1169,node1169
11,1170,node1170
6,1171,node1171
18,1172,node1172
38,1173,node1173
37,1174,node1174
102,1175,node1175
38,1176,node1176
42,1177,node1177
26,1178,node1178
151,1179,node1179
0,1180,node1180
12,1181,node1181
12,1182,node1182
193,1183,node1183
23,1184,node1184
51,1185,node1185
19,1186,node1186
11,1187,node1187
51,1188,node1188
0,1189,node1189
83,1190,node1190
128,1191,node1191
8,1192,node1192
141,1193,node1193
12,1194,node1194
9,1195,node1195
16,1196,node1196
150,1197,node1197
11,1198,node1198
55,1199,node1199
8,1200,node1200
43,1201,node1201
7,1202,node1202
158,1203,node1203
9,1204,node1204
27,1205,node1205
35,1206,node1206
29,1207,node1207
12,1208,node1208
596,1209,node1209
717,1210,node1210
0,1211,node1211
0,1212,node1212
0,1213,node1213
733,1214,node1214
0,1215,node1215
0,1216,node1216
0,1217,node1217
0,1218,node1218
0,1219,node1219
449,1220,node1220
0,1221,node1221
92,1222,node1222
0,1223,node1223
0,1224,node1224
37,1225,node1225
0,1226,node1226
6,1227,node1227
21,1228,node1228
538,1229,node1229
0,1230,node1230
0,1231,node1231
7,1232,node1232
7,1233,node1233
6,1234,node1234
25,1235,node1235
10,1236,node1236
0,1237,node1237
2,1238,node1238
96,1239,node1239
12,1240,node1240
10,1241,node1241
13,1242,node1242
11,1243,node1243
13,1244,node1244
11,1245,node1245
11,1246,node1246
13,1247,node1247
10,1248,node1248
13,1249,node1249
8,1250,node1250
12,1251,node1251
12,1252,node1252
11,1253,node1253
11,1254,node1254
9,1255,node1255
0,1256,node1256
403,1257,node1257
9,1258,node1258
112,1259,node1259
0,1260,node1260
169,1261,node1261
0,1262,node1262
0,1263,node1263
83,1264,node1264
0,1265,node1265
192,1266,node1266
150,1267,node1267
0,1268,node1268
0,1269,node1269
0,1270,node1270
0,1271,node1271
0,1272,node1272
105,1273,node1273
0,1274,node1274
0,1275,node1275
278,1276,node1276
122,1277,node1277
0,1278,node1278
0,1279,node1279
232,1280,node1280
391,1281,node1281
11,1282,node1282
298,1283,node1283
27,1284,node1284
0,1285,node1285
0,1286,node1286
0,1287,node1287
696,1288,node1288
600,1289,node1289
224,1290,node1290
0,1291,node1291
855,1292,node1292
72,1293,node1293
0,1294,node1294
0,1295,node1295
13,1296,node1296
13,1297,node1297
11,1298,node1298
12,1299,node1299
12,1300,node1300
10,1301,node1301
12,1302,node1302
11,1303,node1303
11,1304,node1304
13,1305,node1305
11,1306,node1306
11,1307,node1307
11,1308,node1308
10,1309,node1309
14,1310,node1310
9,1311,node1311
43,1312,node1312
0,1313,node1313
249,1314,node1314
5,1315,node1315
0,1316,node1316
0,1317,node1317
16,1318,node1318
24,1319,node1319
7,1320,node1320
17,1321,node1321
10,1322,node1322
48,1323,node1323
10,1324,node1324
10,1325,node1325
8,1326,node1326
19,1327,node1327
290,1328,node1328
290,1329,node1329
291,1330,node1330
291,1331,node1331
291,1332,node1332
291,1333,node1333
292,1334,node1334
292,1335,node1335
293,1336,node1336
295,1337,node1337
291,1338,node1338
292,1339,node1339
290,1340,node1340
290,1341,node1341
290,1342,node1342
290,1343,node1343
298,1344,node1344
296,1345,node1345
303,1346,node1346
298,1347,node1347
302,1348,node1348
303,1349,node1349
302,1350,node1350
303,1351,node1351
813,1352,node1352
430,1353,node1353
303,1354,node1354
534,1355,node1355
282,1356,node1356
1041,1357,node1357
334,1358,node1358
449,1359,node1359
40,1360,node1360
40,1361,node1361
48,1362,node1362
40,1363,node1363
40,1364,node1364
40,1365,node1365
40,1366,node1366
48,1367,node1367
15,1368,node1368
15,1369,node1369
15,1370,node1370
15,1371,node1371
14,1372,node1372
14,1373,node1373
14,1374,node1374
14,1375,node1375
11,1376,node1376
11,1377,node1377
10,1378,node1378
64,1379,node1379
13,1380,node1380
13,1381,node1381
7,1382,node1382
16,1383,node1383
10,1384,node1384
19,1385,node1385
16,1386,node1386
15,1387,node1387
23,1388,node1388
10,1389,node1389
141,1390,node1390
12,1391,node1391
1270,1392,node1392
687,1393,node1393
346,1394,node1394
9,1395,node1395
622,1396,node1396
78,1397,node1397
74,1398,node1398
0,1399,node1399
23,1400,node1400
25,1401,node1401
22,1402,node1402
27,1403,node1403
25,1404,node1404
25,1405,node1405
27,1406,node1406
23,1407,node1407
15,1408,node1408
7,1409,node1409
509,1410,node1410
35,1411,node1411
0,1412,node1412
19,1413,node1413
48,1414,node1414
280,1415,node1415
27,1416,node1416
25,1417,node1417
26,1418,node1418
26,1419,node1419
25,1420,node1420
22,1421,node1421
22,1422,node1422
25,1423,node1423
7,1424,node1424
18,1425,node1425
8,1426,node1426
10,1427,node1427
14,1428,node1428
40,1429,node1429
11,1430,node1430
11,1431,node1431
12,1432,node1432
15,1433,node1433
15,1434,node1434
12,1435,node1435
14,1436,node1436
13,1437,node1437
13,1438,node1438
12,1439,node1439
10,1440,node1440
10,1441,node1441
10,1442,node1442
10,1443,node1443
10,1444,node1444
10,1445,node1445
10,1446,node1446
10,1447,node1447
18,1448,node1448
17,1449,node1449
16,1450,node1450
60,1451,node1451
172,1452,node1452
49,1453,node1453
40,1454,node1454
148,1455,node1455
17,1456,node1456
277,1457,node1457
175,1458,node1458
80,1459,node1459
101,1460,node1460
264,1461,node1461
35,1462,node1462
120,1463,node1463
85,1464,node1464
380,1465,node1465
90,1466,node1466
19,1467,node1467
12,1468,node1468
295,1469,node1469
40,1470,node1470
41,1471,node1471
336,1472,node1472
409,1473,node1473
408,1474,node1474
413,1475,node1475
395,1476,node1476
477,1477,node1477
366,1478,node1478
419,1479,node1479
459,1480,node1480
488,1481,node1481
452,1482,node1482
486,1483,node1483
366,1484,node1484
355,1485,node1485
434,1486,node1486
363,1487,node1487
337,1488,node1488
415,1489,node1489
344,1490,node1490
344,1491,node1491
433,1492,node1492
489,1493,node1493
381,1494,node1494
364,1495,node1495
358,1496,node1496
472,1497,node1497
419,1498,node1498
674,1499,node1499
330,1500,node1500
452,1501,node1501
420,1502,node1502
354,1503,node1503
390,1504,node1504
375,1505,node1505
382,1506,node1506
356,1507,node1507
471,1508,node1508
336,1509,node1509
352,1510,node1510
343,1511,node1511
383,1512,node1512
362,1513,node1513
348,1514,node1514
320,1515,node1515
363,1516,node1516
375,1517,node1517
357,1518,node1518
426,1519,node1519
376,1520,node1520
350,1521,node1521
443,1522,node1522
451,1523,node1523
385,1524,node1524
362,1525,node1525
382,1526,node1526
475,1527,node1527
664,1528,node1528
559,1529,node1529
708,1530,node1530
796,1531,node1531
494,1532,node1532
648,1533,node1533
941,1534,node1534
904,1535,node1535
368,1536,node1536
411,1537,node1537
513,1538,node1538
383,1539,node1539
369,1540,node1540
448,1541,node1541
431,1542,node1542
460,1543,node1543
494,1544,node1544
669,1545,node1545
733,1546,node1546
474,1547,node1547
529,1548,node1548
543,1549,node1549
705,1550,node1550
627,1551,node1551
682,1552,node1552
953,1553,node1553
756,1554,node1554
625,1555,node1555
950,1556,node1556
828,1557,node1557
481,1558,node1558
653,1559,node1559
17,1560,node1560
21,1561,node1561
17,1562,node1562
21,1563,node1563
20,1564,node1564
17,1565,node1565
23,1566,node1566
17,1567,node1567
11,1568,node1568
11,1569,node1569
11,1570,node1570
11,1571,node1571
11,1572,node1572
13,1573,node1573
13,1574,node1574
11,1575,node1575
11,1576,node1576
11,1577,node1577
11,1578,node1578
13,1579,node1579
11,1580,node1580
11,1581,node1581
13,1582,node1582
11,1583,node1583
11,1584,node1584
11,1585,node1585
11,1586,node1586
11,1587,node1587
11,1588,node1588
11,1589,node1589
11,1590,node1590
11,1591,node1591
9,1592,node1592
7,1593,node1593
2,1594,node1594
8,1595,node1595
8,1596,node1596
6,1597,node1597
9,1598,node1598
0,1599,node1599
570,1600,node1600
570,1601,node1601
570,1602,node1602
570,1603,node1603
570,1604,node1604
570,1605,node1605
570,1606,node1606
570,1607,node1607
570,1608,node1608
570,1609,node1609
570,1610,node1610
570,1611,node1611
570,1612,node1612
570,1613,node1613
570,1614,node1614
570,1615,node1615
570,1616,node1616
570,1617,node1617
570,1618,node1618
570,1619,node1619
570,1620,node1620
570,1621,node1621
570,1622,node1622
570,1623,node1623
566,1624,node1624
566,1625,node1625
566,1626,node1626
566,1627,node1627
566,1628,node1628
566,1629,node1629
566,1630,node1630
566,1631,node1631
570,1632,node1632
570,1633,node1633
570,1634,node1634
570,1635,node1635
570,1636,node1636
570,1637,node1637
570,1638,node1638
570,1639,node1639
570,1640,node1640
570,1641,node1641
570,1642,node1642
570,1643,node1643
570,1644,node1644
570,1645,node1645
570,1646,node1646
570,1647,node1647
5,1648,node1648
19,1649,node1649
0,1650,node1650
27,1651,node1651
8,1652,node1652
6,1653,node1653
17,1654,node1654
10,1655,node1655
0,1656,node1656
0,1657,node1657
47,1658,node1658
0,1659,node1659
0,1660,node1660
15,1661,node1661
16,1662,node1662
19,1663,node1663
8,1664,node1664
16,1665,node1665
17,1666,node1666
0,1667,node1667
25,1668,node1668
0,1669,node1669
0,1670,node1670
0,1671,node1671
0,1672,node1672
27,1673,node1673
7,1674,node1674
0,1675,node1675
0,1676,node1676
0,1677,node1677
22,1678,node1678
12,1679,node1679
2,1680,node1680
0,1681,node1681
0,1682,node1682
0,1683,node1683
0,1684,node1684
20,1685,node1685
0,1686,node1686
0,1687,node1687
13,1688,node1688
24,1689,node1689
11,1690,node1690
0,1691,node1691
11,1692,node1692
21,1693,node1693
11,1694,node1694
7,1695,node1695
11,1696,node1696
68,1697,node1697
14,1698,node1698
13,1699,node1699
142,1700,node1700
16,1701,node1701
13,1702,node1702
37,1703,node1703
20,1704,node1704
98,1705,node1705
15,1706,node1706
25,1707,node1707
62,1708,node1708
12,1709,node1709
205,1710,node1710
18,1711,node1711
50,1712,node1712
50,1713,node1713
50,1714,node1714
50,1715,node1715
50,1716,node1716
50,1717,node1717
50,1718,node1718
50,1719,node1719
50,1720,node1720
50,1721,node1721
50,1722,node1722
50,1723,node1723
50,1724,node1724
50,1725,node1725
50,1726,node1726
50,1727,node1727
50,1728,node1728
50,1729,node1729
50,1730,node1730
50,1731,node1731
50,1732,node1732
50,1733,node1733
50,1734,node1734
50,1735,node1735
181,1736,node1736
706,1737,node1737
185,1738,node1738
196,1739,node1739
184,1740,node1740
202,1741,node1741
225,1742,node1742
180,1743,node1743
182,1744,node1744
245,1745,node1745
181,1746,node1746
364,1747,node1747
378,1748,node1748
206,1749,node1749
379,1750,node1750
870,1751,node1751
456,1752,node1752
473,1753,node1753
469,1754,node1754
479,1755,node1755
470,1756,node1756
452,1757,node1757
477,1758,node1758
498,1759,node1759
486,1760,node1760
461,1761,node1761
675,1762,node1762
461,1763,node1763
455,1764,node1764
623,1765,node1765
487,1766,node1766
471,1767,node1767
11,1768,node1768
11,1769,node1769
11,1770,node1770
11,1771,node1771
11,1772,node1772
11,1773,node1773
11,1774,node1774
