nilai_hujan_max,tempoh_hujan,tempoh_ulang,latitude,longitude
101,1,45,3.1016,101.7417
117,2,39,3.1012,101.7421
117,2,39,3.1799,101.6835
117,2,39,3.1024,101.7407
117,2,39,3.1118,101.7303
117,2,39,3.0935,101.7396
117,2,39,3.114,101.7283
117,2,39,3.1072,101.7045
117,2,39,3.1486,101.6993
117,2,39,3.1367,101.707
117,2,39,3.1387,101.6992
117,2,39,3.1489,101.6972
117,2,39,3.0988,101.7119
117,2,39,3.2234,101.6717
117,2,39,3.1023,101.7234
117,2,39,3.1006,101.7053
117,2,39,3.0889,101.7445
117,2,39,3.1719,101.6942
35.5,1,NORMAL,3.1705,101.6929
35.5,1,NORMAL,3.1925,101.7011
329.5,12,2574,3.1627,101.6999
128,1,62,3.1606,101.7037
128,1,62,3.1499,101.6971
128,1,62,3.1721,101.6949
128,1,62,3.1698,101.6938
128,1,62,3.2051,101.6691
128,1,62,3.1486,101.6994
128,1,62,3.085,101.6643
128,1,62,3.1789,101.6808
128,1,62,3.1732,101.6865
128,1,62,3.1543,101.6986
128,1,62,3.1563,101.6992
128,1,62,3.1566,101.6947
128,1,62,3.1496,101.6944
128,1,62,3.1566,101.7046
128,1,62,3.1633,101.6925
128,1,62,3.165,101.695
128,1,62,5.2657,115.2337
181,4,28,5.3638,115.2162
181,4,28,5.3638,115.2162
80,3,NORMAL,5.3574,115.2334
99,1,11,5.2998,115.2417
181,4,28,5.3559,115.233
158,2,44,5.3738,115.2448
158,2,44,5.3505,115.2337
181,4,28,5.3638,115.2162
181,4,28,5.3843,115.2355
181,4,28,5.3559,115.233
158,2,44,5.3738,115.2448
158,2,44,5.3505,115.2337
158,2,44,5.3427,115.2263
158,2,44,5.3199,115.2153
158,2,44,5.322,115.2436
158,2,44,5.3069,115.1813
158,2,44,5.2652,115.2334
279.5,3,815,5.2988,115.2042
25.5,3,NORMAL,5.2889,115.1977
25.5,3,NORMAL,5.3132,115.2527
113.5,1.25,15,5.3557,115.2263
25.5,3,NORMAL,5.2926,115.1758
25.5,3,NORMAL,5.3132,115.2527
25.5,3,NORMAL,5.3847,115.2341
190.5,1,805,5.3453,115.2358
190.5,1,805,5.3575,115.2336
190.5,1,805,5.2997,115.242
190.5,1,805,5.2652,115.2333
279.5,3,815,5.2988,115.2042
113.5,1.25,15,5.3755,115.2336
113.5,1.25,15,5.2704,115.2278
113.5,1.25,15,5.3557,115.2263
113.5,1.25,15,5.3408,115.2403
96,2,6,5.3559,115.2332
96,2,6,5.3672,115.2339
96,2,6,5.3672,115.2339
96,2,6,5.385,115.2345
96,2,6,2.3054,102.2529
91,2,5,2.2383,102.26
91,2,5,2.27,102.2169
84,2,3,2.2599,102.1993
141,2,65,2.2562,102.226
141,2,65,2.2573,102.2252
141,2,65,2.2151,102.2416
141,2,65,2.2077,102.2485
141,2,65,2.2411,102.2347
143,7,14,2.3231,102.2912
143,7,14,2.3231,102.2912
143,7,14,2.3231,102.2912
143,7,14,2.302,102.2658
143,7,14,2.302,102.2658
143,7,14,2.3127,102.2822
143,7,14,2.3127,102.2822
141,2,65,2.2619,102.3615
141,2,65,2.2619,102.3615
141,2,65,2.2442,102.3418
96,6,NORMAL,2.2524,102.2714
96,6,NORMAL,2.2524,102.2714
96,6,NORMAL,2.2524,102.2714
96,6,NORMAL,2.2524,102.2714
96,6,NORMAL,2.2524,102.2714
96,6,NORMAL,2.2524,102.2714
96,6,NORMAL,2.2524,102.2714
96,6,NORMAL,2.2524,102.2714
96,6,NORMAL,2.2524,102.2714
96,6,NORMAL,2.2046,102.3253
96,6,NORMAL,2.2046,102.3253
96,6,NORMAL,2.2046,102.3253
96,6,NORMAL,2.2046,102.3253
96,6,NORMAL,2.2046,102.3253
96,6,NORMAL,2.2046,102.3253
96,6,NORMAL,2.2046,102.3253
96,6,NORMAL,2.2046,102.3253
96,6,NORMAL,2.2361,102.2634
96,6,NORMAL,2.2361,102.2634
96,6,NORMAL,2.2361,102.2634
96,6,NORMAL,2.2581,102.1564
96,6,NORMAL,2.2581,102.1564
96,6,NORMAL,2.2581,102.1564
96,6,NORMAL,2.2581,102.1564
96,6,NORMAL,2.2039,102.3262
96,6,NORMAL,2.2039,102.3262
96,6,NORMAL,2.2039,102.3262
96,6,NORMAL,2.2039,102.3262
96,6,NORMAL,2.194,102.3699
96,6,NORMAL,2.257,102.2725
84,3,NORMAL,2.2542,102.2688
84,3,NORMAL,2.2528,102.2681
84,3,NORMAL,2.2349,102.289
84,3,NORMAL,2.3003,102.289
84,3,NORMAL,2.2627,102.1634
84,3,NORMAL,2.1291,102.4177
81,6,NORMAL,2.1454,102.3681
33,2,NORMA,2.1383,102.3829
33,2,NORMA,2.2613,102.3612
33,2,NORMA,2.2699,102.2169
141,5,15,2.2645,102.2004
141,5,15,2.2601,102.193
124,4,13,2.3394,102.2544
124,4,13,2.3394,102.2544
124,4,13,2.3394,102.2544
124,4,13,2.3394,102.2544
124,4,13,2.3394,102.2544
124,4,13,2.3394,102.2544
124,4,13,2.3394,102.2544
124,4,13,2.3394,102.2544
124,4,13,2.3394,102.2544
124,4,13,2.3394,102.2544
124,4,13,2.3394,102.2544
124,4,13,2.3394,102.2544
124,4,13,2.3394,102.2544
124,4,13,2.3394,102.2544
124,4,13,2.3394,102.2544
124,4,13,2.3394,102.2544
124,4,13,2.3394,102.2544
124,4,13,2.3394,102.2544
124,4,13,2.3394,102.2544
124,4,13,2.3394,102.2544
124,4,13,2.3394,102.2544
50,2,NORMA,2.2569,102.2722
50,2,NORMA,2.2569,102.2722
50,2,NORMA,2.2569,102.2722
50,2,NORMA,2.2569,102.2722
50,2,NORMA,2.2569,102.2722
50,2,NORMA,2.2569,102.2722
50,2,NORMA,2.2569,102.2722
50,2,NORMA,2.2569,102.2722
50,2,NORMA,2.2569,102.2722
50,2,NORMA,2.2569,102.2722
124,4,13,2.2205,102.337
124,4,13,2.2205,102.337
124,4,13,2.2277,102.3138
124,4,13,2.2277,102.3138
124,4,13,2.2277,102.3138
124,4,13,2.2277,102.3138
124,4,13,2.2277,102.3138
124,4,13,2.2277,102.3138
124,4,13,2.2277,102.3138
124,4,13,2.2277,102.3138
124,4,13,2.2602,102.1845
124,4,13,2.2602,102.1845
124,4,13,2.2602,102.1845
124,4,13,2.3967,102.235
97,3,5,2.301,102.2661
85,3,2,2.3141,102.29
50,2,NORMA,2.3128,102.2812
50,2,NORMA,2.3232,102.2907
50,2,NORMA,2.3274,102.2996
97,3,5,2.2459,102.3433
97,3,5,2.2459,102.3433
97,3,5,2.2459,102.3433
97,3,5,2.2648,102.3767
97,3,5,2.2648,102.3767
97,3,5,2.2648,102.3767
97,3,5,2.2199,102.4552
97,3,5,2.2199,102.4552
97,3,5,2.301,102.2661
85,3,2,2.3141,102.29
50,2,NORMA,2.3128,102.2812
50,2,NORMA,2.3232,102.2907
50,2,NORMA,2.3274,102.2996
50,2,NORMA,2.3274,102.2996
50,2,NORMA,2.2569,102.2722
16,2,NORMAL,2.2364,102.2613
16,2,NORMAL,2.1655,102.507
212,5,154,2.1673,102.3072
212,5,154,2.1727,102.295
212,5,154,2.184,102.2658
212,5,154,2.2057,102.2205
212,5,154,2.1573,102.3371
212,5,154,2.9886,102.2986
212,5,154,2.1309,102.4156
212,5,154,2.137,102.3903
212,5,154,2.2526,102.2352
212,5,154,2.2275,102.2606
212,5,154,2.2529,102.235
212,5,154,2.2176,102.2031
212,5,154,2.2568,102.2719
212,5,154,2.2351,102.2578
212,5,154,2.2285,102.3137
212,5,154,2.1752,102.2884
212,5,154,2.3266,102.2557
57,9,NORMA,2.2956,102.2539
57,9,NORMA,2.32,102.2525
57,9,NORMA,2.2503,102.2379
57,9,NORMA,2.2771,102.2465
57,9,NORMA,2.2427,102.2311
30,4,"NORM
AL",2.3231,102.2907
30,4,"NORM
AL",2.3231,102.2907
30,4,"NORM
AL",2.3231,102.2907
30,4,"NORM
AL",2.4076,102.2543
30,4,"NORM
AL",2.3808,102.2149
30,4,"NORM
AL",2.3743,102.2215
30,4,"NORM
AL",2.3891,102.0907
30,4,"NORM
AL",2.3891,102.0907
30,4,"NORM
AL",2.4549,102.0716
62,8,"NORM
AL",3.5909,102.7786
389.5,12,216,3.2801,103.1737
0,2,4,3.2691,102.6145
40,4,"NORM
AL",3.6593,101.8896
39,4,"NORM
AL",3.2934,101.5612
39,4,"NORM
AL",3.4334,102.0525
39,4,"NORM
AL",3.4969,102.0321
39,4,"NORM
AL",3.4763,102.0924
99.5,3,6,3.9489,102.2139
164.5,12,21,3.9444,102.4006
156,6,3,2.6457,103.5197
156,6,3,2.6615,103.579
62,8,"NORM
AL",3.5909,102.7786
62,8,"NORM
AL",3.5909,102.7786
232,18,380,3.5859,102.7932
232,18,380,3.5729,102.7579
232,18,380,3.651,102.8197
111,5,6,3.6714,102.8727
232,18,380,3.8264,101.9086
113,2,3,3.8227,101.9158
113,2,3,3.8216,101.9291
157.5,9,45,3.9439,102.0196
48,10,NORMAL,3.9318,102.0062
113,2,3,3.9412,102.0169
113,2,3,3.8302,101.8356
113,2,3,3.8227,101.9158
48,10,NORMAL,3.9358,101.89
157.5,9,45,3.9086,101.8965
55.5,10,"NORM
AL",3.9105,101.9712
48,10,NORMAL,3.9008,101.9554
48,10,NORMAL,3.8465,101.8964
48,10,NORMAL,3.8662,101.8916
48,10,NORMAL,3.9318,102.0062
48,10,NORMAL,3.8875,101.8946
113,2,3,3.9106,101.8316
113,2,3,3.8953,101.8727
113,2,3,3.9109,101.8911
157.5,9,45,4.0042,101.9007
113,2,3,3.9611,101.7919
113,2,3,3.9849,101.7637
113,2,3,3.8221,103.3319
65,2,"NORM
AL",3.7486,103.2199
65,2,"NORM
AL",3.7486,103.2199
65,2,"NORM
AL",3.7486,103.2199
65,2,"NORM
AL",3.7503,103.2109
65,2,"NORM
AL",3.7486,103.2199
352,48,2,3.9188,103.0361
65,2,"NORM
AL",3.9012,103.263
65,2,"NORM
AL",3.7883,103.2261
65,2,"NORM
AL",3.7873,103.278
65,2,"NORM
AL",3.855,103.3665
65,2,"NORM
AL",2.75,103.5147
156,6,3,3.2336,102.917
156,6,3,2.6394,103.577
226,8,114,2.6779,103.5726
226,8,114,3.7006,102.6537
63.5,8,"NORM
AL",3.6538,102.6943
93,9,"NORM
AL",3.7794,102.6434
63.5,8,"NORM
AL",3.7607,102.5438
352,48,2,3.9188,103.0361
363.5,96,"NORM
AL",3.6116,103.3327
274,24,3,3.6314,103.3145
274,24,3,3.4217,103.4246
154,12,9,3.3749,102.9367
363,72,7,3.3698,102.962
363,72,7,3.5381,103.2053
363,72,7,3.5221,103.1657
363,72,7,3.5051,103.0922
363,72,7,3.5327,103.0973
154.5,8,5,3.5418,103.2084
29,5,"NORM
AL",3.5445,103.2191
29,5,"NORM
AL",3.5445,103.236
29,5,"NORM
AL",3.5442,103.2656
29,5,"NORM
AL",3.5402,103.2751
29,5,"NORM
AL",3.4965,103.1372
5.5,5,"NORM
AL",3.511,103.1667
5.5,5,"NORM
AL",3.4851,103.0816
5.5,5,"NORM
AL",3.4867,103.1011
5.5,5,"NORM
AL",3.4369,102.9667
5.5,5,"NORM
AL",3.4756,102.9667
5.5,5,"NORM
AL",3.4312,102.9448
5.5,5,"NORM
AL",3.4384,102.9666
5.5,5,"NORM
AL",3.5012,103.0967
5.5,5,"NORM
AL",3.5544,103.3235
5.5,5,"NORM
AL",3.5238,103.165
5.5,5,"NORM
AL",3.5525,103.2789
5.5,5,"NORM
AL",3.5659,103.3289
5.5,5,"NORM
AL",3.5232,103.36
5.5,5,"NORM
AL",3.5183,103.3773
5.5,5,"NORM
AL",3.5619,103.3556
4,4,"NORM
AL",3.5879,103.3524
4,4,"NORM
AL",3.5919,103.3528
4,4,"NORM
AL",3.6105,103.3287
4,4,"NORM
AL",3.6147,103.3843
64,24,"NORM
AL",4.1702,102.0292
38,24,"NORM
AL",4.1717,102.1054
38,24,"NORM
AL",4.1895,102.1392
38,24,"NORM
AL",4.1871,102.0933
38,24,"NORM
AL",4.1747,102.0457
64.5,4,"NORM
AL",4.1779,102.0421
64.5,4,"NORM
AL",4.186,102.0398
64.5,4,"NORM
AL",4.1684,102.0326
64.5,4,"NORM
AL",4.1704,102.0294
64.5,4,"NORM
AL",4.1782,102.0465
64.5,4,"NORM
AL",4.1842,102.0451
91.5,24,"NORM
AL",4.043,102.0243
29.5,24,"NORM
AL",3.9704,101.9793
29.5,24,"NORM
AL",4.0003,102.1157
29.5,24,"NORM
AL",4.0188,101.9649
64.5,4,"NORM
AL",4.0188,101.9652
64.5,4,"NORM
AL",4.0191,101.9695
64.5,4,"NORM
AL",4.0172,101.9719
64.5,4,"NORM
AL",4.0166,101.9586
64.5,4,"NORM
AL",4.0165,101.9686
64.5,4,"NORM
AL",4.1062,102.161
184,18,40,4.1158,102.2036
91.5,24,"NORM
AL",4.0578,102.2376
91.5,24,"NORM
AL",4.0868,102.2757
91.5,24,"NORM
AL",4.0841,102.2547
91.5,24,"NORM
AL",4.0945,102.2471
91.5,24,"NORM
AL",4.073,102.275
91.5,24,"NORM
AL",4.0675,102.229
91.5,24,"NORM
AL",4.15,102.1796
91.5,24,"NORM
AL",4.1752,102.1646
91.5,24,"NORM
AL",4.1741,102.1628
64.5,4,"NORM
AL",4.2606,101.8591
64.5,4,"NORM
AL",4.2945,101.8075
38,24,"NORM
AL",4.2451,101.8693
64.5,4,"NORM
AL",4.3206,101.8092
64.5,4,"NORM
AL",4.0944,102.0093
64,24,"NORM
AL",4.0877,101.9875
95.5,24,NORMAL,4.1224,102.0163
42,24,"NORM
AL",4.1912,101.9235
288,168,"NORM
AL",4.1574,101.9104
288,168,"NORM
AL",4.2484,101.9548
288,168,"NORM
AL",4.2374,101.9465
288,168,"NORM
AL",4.2649,101.9146
288,168,"NORM
AL",4.2577,101.9252
64.5,4,"NORM
AL",3.9,102.3869
57,0.75,6,3.9436,102.3502
83,2,4,3.9475,102.4128
169,16,33,3.7471,101.97943
169,16,33,3.7557,102.0083
169,16,33,3.4979,102.1911
100.5,72,"NORM
AL",3.4795,102.3784
100.5,72,"NORM
AL",3.4568,102.4424
100.5,72,"NORM
AL",3.4659,102.4361
100.5,72,"NORM
AL",3.6313,102.3907
100.5,72,"NORM
AL",3.3987,102.4209
100.5,72,"NORM
AL",3.4288,102.4251
100.5,72,"NORM
AL",3.4939,102.3298
100.5,72,"NORM
AL",3.6509,102.4408
100.5,72,"NORM
AL",3.4887,102.4309
100.5,72,"NORM
AL",3.4939,102.4339
100.5,72,"NORM
AL",3.4898,102.2332
100.5,72,"NORM
AL",3.6082,102.3886
100.5,72,"NORM
AL",3.4286,102.4364
100.5,72,"NORM
AL",3.4709,102.3534
100.5,72,"NORM
AL",3.5661,102.4138
100.5,72,"NORM
AL",3.4813,102.3725
100.5,72,"NORM
AL",3.793,102.3709
100.5,72,"NORM
AL",3.5876,102.3811
100.5,72,"NORM
AL",3.6624,102.401
100.5,72,"NORM
AL",3.4779,102.14
100.5,72,"NORM
AL",3.767,102.3649
100.5,72,"NORM
AL",3.5179,102.4272
100.5,72,"NORM
AL",3.546,102.4333
100.5,72,"NORM
AL",3.4875,102.4214
100.5,72,"NORM
AL",3.7612,102.2451
100.5,72,"NORM
AL",3.5788,102.4018
100.5,72,"NORM
AL",3.4763,102.3871
100.5,72,"NORM
AL",3.5195,102.1766
100.5,72,"NORM
AL",3.4669,102.4814
100.5,72,"NORM
AL",3.4537,102.438
100.5,72,"NORM
AL",3.6667,102.424
100.5,72,"NORM
AL",3.4183,102.4177
100.5,72,"NORM
AL",3.8192,102.2278
100.5,72,"NORM
AL",3.4067,102.3854
100.5,72,"NORM
AL",3.4997,102.4288
100.5,72,"NORM
AL",3.4585,102.4004
100.5,72,"NORM
AL",3.4355,102.452
100.5,72,"NORM
AL",3.4656,102.3964
100.5,72,"NORM
AL",3.5097,102.3933
100.5,72,"NORM
AL",3.4431,102.4081
100.5,72,"NORM
AL",3.4491,102.458
100.5,72,"NORM
AL",3.7232,102.3315
100.5,72,"NORM
AL",3.7269,102.3387
100.5,72,"NORM
AL",3.5878,102.4187
100.5,72,"NORM
AL",3.8029,102.3603
100.5,72,"NORM
AL",3.4664,102.3724
100.5,72,"NORM
AL",3.7315,102.2818
100.5,72,"NORM
AL",3.4395,102.4281
100.5,72,"NORM
AL",3.5489,102.4065
100.5,72,"NORM
AL",3.7784,102.2407
100.5,72,"NORM
AL",3.6016,102.4113
100.5,72,"NORM
AL",3.7367,102.3863
100.5,72,"NORM
AL",3.4854,102.4012
100.5,72,"NORM
AL",3.4945,102.2053
100.5,72,"NORM
AL",3.5268,102.4275
100.5,72,"NORM
AL",3.5198,102.4369
100.5,72,"NORM
AL",3.4908,102.1995
100.5,72,"NORM
AL",3.4715,102.1226
100.5,72,"NORM
AL",3.4955,102.2473
100.5,72,"NORM
AL",3.4764,102.3704
100.5,72,"NORM
AL",3.3855,102.4353
100.5,72,"NORM
AL",3.5716,102.3829
100.5,72,"NORM
AL",3.3901,102.4277
100.5,72,"NORM
AL",3.623,102.4018
100.5,72,"NORM
AL",3.4699,102.4422
100.5,72,"NORM
AL",3.5535,102.4351
100.5,72,"NORM
AL",3.435,102.4296
100.5,72,"NORM
AL",3.7294,102.3474
100.5,72,"NORM
AL",3.3854,102.4358
100.5,72,"NORM
AL",3.3996,102.4296
100.5,72,"NORM
AL",3.704,102.3655
100.5,72,"NORM
AL",3.4951,102.1566
100.5,72,"NORM
AL",3.489,102.3093
100.5,72,"NORM
AL",3.4891,102.3118
100.5,72,"NORM
AL",3.4969,102.2935
100.5,72,"NORM
AL",3.4787,102.14
100.5,72,"NORM
AL",3.4631,102.3935
100.5,72,"NORM
AL",3.5685,102.3891
100.5,72,"NORM
AL",3.5697,102.3781
100.5,72,"NORM
AL",3.567,102.4142
100.5,72,"NORM
AL",3.4814,102.3972
352,48,2,3.9188,103.0361
72,4,"NORM
AL",3.8121,103.2855
22.5,6,"NORM
AL",3.4611,102.4619
18.5,3,"NORM
AL",3.4458,102.0167
66,1,7,3.1309,102.3623
109.5,10,6,3.4982,102.1915
142.5,4,68,3.4825,102.1437
142.5,4,68,3.5006,102.2968
0,2,4,3.2691,102.6145
0,2,4,3.2691,102.6145
0,2,4,3.2186,102.4126
0,2,4,3.4978,102.3284
83,2,4,3.5038,102.3306
83,2,4,3.494,102.3528
83,2,4,3.9475,102.4128
15,1,"NORM
AL",3.4612,102.4623
27,2,"NORM
AL",3.2044,102.1622
99.5,3,6,3.9489,102.2139
81.5,2,5,4.6931,102.0028
81,2,3,4.6934,102.0029
81,2,3,4.6512,102
81,2,7,3.7267,101.8118
56,3,"NORM
AL",3.9802,101.7548
48,2,"NORM
AL",3.9262,101.8425
48,2,"NORM
AL",3.9382,101.8425
48,2,"NORM
AL",3.9129,101.8911
48,2,"NORM
AL",3.9994,102.3611
59,1.5,3,4.5163,101.4288
26.5,1,"NORM
AL",3.2323,102.3277
81,2,7,3.7267,101.8118
30,1,"NORM
AL",3.3772,102.9449
65.5,3,"NORM
AL",3.4856,102.3115
111,5,6,3.6714,102.8727
93,9,"NORM
AL",3.7794,102.6434
62,8,"NORM
AL",3.5909,102.7786
128,12,5,3.7813,102.2397
152.5,48,"NORM
AL",3.7508,102.2677
55.5,10,"NORM
AL",3.9105,101.9712
48,10,NORMAL,3.9008,101.9554
48,10,NORMAL,3.8465,101.8964
48,10,NORMAL,3.8662,101.8916
48,10,NORMAL,3.9318,102.0062
48,10,NORMAL,3.8875,101.8946
48,10,NORMAL,3.9358,101.89
157.5,9,45,3.9086,101.8965
157.5,9,45,3.9265,101.8935
157.5,9,45,4.0042,101.9007
157.5,9,45,3.941,102.0159
157.5,9,45,3.9439,102.0196
190,48,27,3.8264,102.4097
190,48,27,3.8264,102.4069
190,48,27,3.8781,102.4056
128,12,5,3.8444,102.3783
128,12,5,3.7813,102.2397
152.5,48,"NORM
AL",3.7508,102.2677
152.5,48,"NORM
AL",3.7626,102.2409
152.5,48,"NORM
AL",3.519,102.1739
152.5,48,"NORM
AL",3.4718,102.3626
152.5,48,"NORM
AL",3.5799,102.3814
152.5,48,"NORM
AL",3.7236,102.3563
152.5,48,"NORM
AL",3.5538,102.6524
55.5,10,"NORM
AL",3.5537,102.6524
55.5,10,"NORM
AL",3.9105,101.9712
48,10,NORMAL,3.9008,101.9554
48,10,NORMAL,3.8465,101.8964
48,10,NORMAL,3.8662,101.8916
48,10,NORMAL,3.9318,102.0062
48,10,NORMAL,3.8875,101.8946
48,10,NORMAL,3.9358,101.89
157.5,9,45,3.9086,101.8965
157.5,9,45,3.9265,101.8935
157.5,9,45,4.0042,101.9007
157.5,9,45,3.941,102.0159
157.5,9,45,3.9439,102.0196
157.5,9,45,3.911,101.9712
157.5,9,45,3.3393,101.8354
126,12,13,3.1779,102.1922
180.5,21,55,3.1744,102.1932
176.5,15,66,3.5226,101.9085
259,9,556,3.5058,101.9141
259,9,556,3.5109,101.9166
259,9,556,3.5242,101.903
259,9,556,3.5218,101.9058
259,9,556,3.5371,101.9004
389.5,12,216,3.5354,101.9008
259,9,556,3.4195,102.028
126,12,13,3.4222,102.0268
126,12,13,3.4249,102.0235
126,12,13,3.4164,102.0365
126,12,13,3.421,102.0466
126,12,13,3.4172,102.0491
126,12,13,3.4333,102.0527
126,12,13,3.4225,102.051
126,12,13,3.4796,102.0895
126,12,13,3.4644,102.0967
126,12,13,3.4851,102.0916
126,12,13,3.1779,102.1922
180.5,21,55,3.1744,102.1932
180.5,21,55,3.1749,102.2036
180.5,21,55,3.2535,102.2162
180.5,21,55,3.2062,102.2552
180.5,21,55,3.1929,102.246
180.5,21,55,3.1621,102.2346
180.5,21,55,3.4933,101.9343
389.5,12,216,3.4908,101.9386
389.5,12,216,3.5021,101.9278
389.5,12,216,3.5039,101.9224
389.5,12,216,3.4982,101.9261
389.5,12,216,3.5007,101.9282
389.5,12,216,3.4872,101.9367
389.5,12,216,3.4944,101.9929
389.5,12,216,3.5354,101.9008
389.5,12,216,3.4944,101.9292
389.5,12,216,3.41,101.8914
389.5,12,216,3.2801,103.1737
95.5,24,NORMAL,3.57564,103.3943
95.5,24,NORMAL,3.57739,103.379
95.5,24,NORMAL,3.5725,103.3499
95.5,24,NORMAL,3.5736,103.3965
95.5,24,NORMAL,3.5174,103.3985
95.5,24,NORMAL,4.1224,102.0163
64,24,"NORM
AL",4.0877,101.9875
64,24,"NORM
AL",4.1664,102.0346
64,24,"NORM
AL",4.1702,102.0292
38,24,"NORM
AL",4.1717,102.1054
38,24,"NORM
AL",4.1895,102.1392
38,24,"NORM
AL",4.1871,102.0933
38,24,"NORM
AL",4.1747,102.0457
38,24,"NORM
AL",4.2451,101.8693
184,18,40,4.1158,102.2036
91.5,24,"NORM
AL",4.0578,102.2376
91.5,24,"NORM
AL",4.0868,102.2757
91.5,24,"NORM
AL",4.0841,102.2547
91.5,24,"NORM
AL",4.0945,102.2471
91.5,24,"NORM
AL",4.073,102.275
91.5,24,"NORM
AL",4.0675,102.229
91.5,24,"NORM
AL",4.15,102.1796
91.5,24,"NORM
AL",4.1752,102.1646
91.5,24,"NORM
AL",4.1741,102.1628
91.5,24,"NORM
AL",4.1188,102.2104
91.5,24,"NORM
AL",4.0629,102.2529
91.5,24,"NORM
AL",4.043,102.0243
29.5,24,"NORM
AL",3.9704,101.9793
29.5,24,"NORM
AL",4.0003,102.1157
29.5,24,"NORM
AL",4.0188,101.9649
29.5,24,"NORM
AL",4.4205,101.9282
42,24,"NORM
AL",4.1912,101.9235
288,168,"NORM
AL",4.1574,101.9104
288,168,"NORM
AL",4.2484,101.9548
288,168,"NORM
AL",4.2576,101.9639
288,168,"NORM
AL",4.2374,101.9465
288,168,"NORM
AL",4.2649,101.9146
288,168,"NORM
AL",4.2577,101.9252
288,168,"NORM
AL",3.457,103.0707
389.5,12,82,3.5041,103.0873
389.5,12,82,3.5163,103.1419
389.5,12,82,3.5345,103.2394
389.5,12,82,3.5299,103.2011
389.5,12,82,3.507,103.1582
389.5,12,82,3.5419,103.2243
389.5,12,82,3.4874,103.3756
531.5,48,29,3.4961,103.3799
531.5,48,29,3.4888,103.3859
531.5,48,29,3.4956,103.3734
531.5,48,29,3.5009,103.3817
531.5,48,29,3.4216,103.4212
45.5,1.5,"NORM
AL",3.40331,103.4168
45.5,1.5,"NORM
AL",3.4898,103.4187
45.5,1.5,"NORM
AL",3.4889,103.4125
45.5,1.5,"NORM
AL",3.4733,103.3968
45.5,1.5,"NORM
AL",4.0453,101.9292
352,48,2,3.9188,103.0361
500,96,6,3.7569,103.2488
500,96,6,3.7718,103.2723
500,96,6,3.7504,103.2226
500,96,6,3.7479,103.2083
500,96,6,3.805,103.2607
99.5,12,"NORM
AL",3.5327,103.0977
451.5,16,95,3.5328,103.4547
393,96,393,3.5728,103.4157
393,96,393,3.502,103.4075
393,96,393,3.4891,103.0738
393,96,393,3.4945,103.1036
393,96,393,3.4758,103.0644
393,96,393,3.5447,103.3328
393,96,393,3.5342,103.2802
393,96,393,3.5515,103.2809
393,96,393,3.4674,103.0031
393,96,393,3.4809,102.9622
393,96,393,3.4859,103.1038
393,96,393,3.593,103.3712
393,96,393,3.5916,103.3491
393,96,393,3.5929,103.3541
393,96,393,3.6044,103.332
52,1,"NORMA
L",5.2065,100.5003
17,24,"NORMA
L",5.2875,100.2229
51,1,"NORMA
L",5.3378,100.5119
73.5,1,9,5.3361,100.4886
73.5,1,9,5.3144,100.4817
73.5,1,9,5.3114,100.5075
73.5,1,9,5.3322,100.4867
73.5,1,9,5.2767,100.5078
104,1,37,5.3997,100.3086
48,11,"NORMA
L",5.2843,100.2797
57.5,1,"NORMA
L",5.2805,100.2695
57.5,1,"NORMA
L",5.3935,100.2004
46.5,2,"NORMA
L",5.3761,100.215
46.5,2,"NORMA
L",5.3658,100.2167
46.5,2,"NORMA
L",5.319,100.2753
46.5,2,"NORMA
L",5.3196,100.2708
46.5,2,"NORMA
L",5.3289,100.2732
46.5,2,"NORMA
L",5.3272,100.2814
71.5,1,8,5.3192,100.2852
46.5,2,"NORMA
L",5.3238,100.2833
46.5,2,"NORMA
L",5.2988,100.283
46.5,2,"NORMA
L",5.285,100.2816
46.5,2,"NORMA
L",5.3272,100.2814
71.5,1,8,5.3192,100.2852
71.5,1,8,5.3902,100.318
104,1,37,5.3997,100.3086
104,1,37,5.3941,100.3188
104,1,37,5.4063,100.3138
104,1,37,5.4792,100.2562
139,1,98,5.4737,100.2481
139,1,98,5.4716,100.2531
139,1,98,5.4574,100.2878
55.5,3,"NORMA
L",5.454,100.21076
55.5,3,"NORMA
L",5.2793,100.278
48,11,"NORMA
L",5.2988,100.2833
48,11,"NORMA
L",5.2843,100.2797
48,11,"NORMA
L",5.2988,100.2833
102,1,21,5.454,100.2108
192.5,9,39,5.1711,100.5455
280,12,69,5.3429,100.2127
192.5,9,39,5.3598,100.2236
192.5,9,39,5.3513,100.2229
192.5,9,39,5.3425,100.2277
192.5,9,39,5.3065,100.2033
192.5,9,39,5.3254,100.2129
192.5,9,39,5.367,100.2169
192.5,9,39,5.3536,100.1982
192.5,9,39,5.2888,100.2261
192.5,9,39,5.2876,100.2247
192.5,9,39,5.2892,100.2302
192.5,9,39,5.2888,100.2261
192.5,9,39,5.2944,100.23
192.5,9,39,5.2937,100.2289
192.5,9,39,5.1482,100.4881
49,4,"NORMA
L",5.1622,100.5142
49,4,"NORMA
L",5.1663,100.5451
49,4,"NORMA
L",5.2067,100.5004
14.5,10,"NORMA
L",5.3269,100.2887
53.5,1,"NORMA
L",5.3202,100.2842
53.5,1,"NORMA
L",5.3231,100.2867
45.5,0.5,2,5.3274,100.2781
12,1,"NORMA
L",5.1453,100.4079
