nilai_hujan_max,tempoh_hujan,tempoh_ulang,latitude,longitude
53.5,72,NORMAL,2.1512,112.2345
121,72,NORMAL,2.3123,112.0415
23.5,72,NORMAL,2.2695,111.8622
23.5,72,NORMAL,2.27,111.8619
107.5,72,NORMAL,2.2733,111.8645
23.5,72,NORMAL,2.2699,111.8637
81.5,72,NORMAL,2.294,111.9016
54.5,72,NORMAL,2.1543,112.1943
72,24,NORMAL,2.1237,112.2233
72,24,NORMAL,2.1127,112.2889
72,24,NORMAL,2.414,112.0958
146,48,NORMAL,2.2256,111.8326
134.5,24,2,1.1021,110.5076
116.5,72,NORMAL,1.1048,110.5131
116.5,72,NORMAL,2.33,111.96
53,72,NORMAL,5.5368,115.8534
81,72,NORMAL,3.7035,114.5243
116,72,NORMAL,2.8127,112.6612
116.5,72,NORMAL,2.33,111.96
90,72,NORMAL,1.2972,110.6664
84.5,72,2,1.2776,110.4217
60.5,72,NORMAL,1.3442,110.3993
60.5,72,NORMAL,1.2088,110.4402
137,72,NORMAL,1.2562,110.4336
258,144,45,1.2458,110.4311
258,144,45,1.1556,110.2446
258,144,45,1.3837,110.1152
117,48,8,1.3544,110.1336
237.5,96,55,1.3535,110.1335
13.5,3,NORMAL,1.4156,110.2124
4.5,3,NORMAL,1.4051,110.2039
231,72,NORMAL,1.6809,110.326
231,72,NORMAL,1.4027,110.2136
231,72,NORMAL,1.6999,110.3133
231,72,NORMAL,1.4211,110.2204
69.5,3,NORMAL,1.363,110.3208
69.5,3,NORMAL,1.3636,110.3216
188.5,72,NORMAL,1.3808,110.4453
132.5,72,NORMAL,1.287,110.4873
64,3,NORMAL,1.2372,111.4511
93.5,72,NORMAL,2.5589,112.5047
72,72,NORMAL,2.5819,112.4256
93.5,72,NORMAL,2.6153,112.5472
77,48,NORMAL,2.6141,112.547
103,72,NORMAL,2.6123,112.5469
85,48,NORMAL,2.615,112.5474
85,48,NORMAL,2.5258,112.2662
93.5,72,NORMAL,2.5875,112.5553
103,72,NORMAL,2.6123,112.5469
103,72,NORMAL,2.5857,112.5484
103,72,NORMAL,2.6188,112.549
142,72,NORMAL,1.3701,110.7867
64,3,NORMAL,1.2372,111.4511
116,72,NORMAL,1.2367,111.4531
54.5,72,NORMAL,1.2356,111.4717
68,3,NORMAL,1.2269,111.4764
51.5,48,NORMAL,2.3959,112.1942
73.5,1,6,4.3093,113.9924
118,96,16,4.4836,114.0052
118,96,16,4.334,113.9742
118,96,16,4.3744,113.9946
118,96,16,4.3744,113.9734
118,96,16,4.2028,114.416
219,72,14,4.1993,114.4174
219,72,14,1.0794,111.0611
67,72,NORMAL,3.4512,114.1184
86.5,3,NORMAL,3.8566,114.5923
86.5,3,NORMAL,3.8566,114.5923
253.5,72,18,3.7627,114.4086
60,72,NORMAL,3.7619,114.4079
25.5,72,NORMAL,1.5173,110.9437
60,72,NORMAL,1.5202,110.935
25.5,72,NORMAL,1.5173,110.9437
188,72,3,1.3306,111.3036
81.5,72,NORMAL,2.294,111.9016
101.5,72,NORMAL,2.5092,112.0739
53.5,72,NORMAL,4.7585,115.0094
31,24,NORMAL,4.7665,115.0254
31,24,NORMAL,1.5203,110.935
25.5,72,NORMAL,1.5173,110.9437
31,24,NORMAL,1.3538,111.1681
64,3,NORMAL,1.2372,111.4511
116,72,NORMAL,1.2367,111.4531
84.5,48,7,1.2251,111.4632
61.5,72,NORMAL,2.3126,111.8241
52.5,72,NORMAL,2.11278,112.2889
52.5,72,NORMAL,1.9631,112.3679
52.5,72,NORMAL,2.2711,111.784
52.5,72,NORMAL,2.2689,111.7919
52.5,72,NORMAL,1.8834,112.3123
52.5,72,NORMAL,2.0292,112.3963
53.5,72,NORMAL,2.1208,112.1203
53.5,72,NORMAL,2.0331,112.261
48.5,3,NORMAL,2.1639,111.4859
146,48,NORMAL,2.2256,111.8326
83.5,72,NORMAL,2.0036,112.9657
145.5,72,NORMAL,2.2978,111.8178
145.5,72,NORMAL,2.3172,111.8253
145.5,72,NORMAL,2.2731,111.8426
145.5,72,NORMAL,3.8624,114.6787
96,72,NORMAL,3.8309,114.6958
171.5,72,NORMAL,3.7053,114.1949
130,72,NORMAL,3.9551,114.5429
89,72,NORMAL,4.0319,114.3446
82.5,72,NORMAL,4.0339,114.3457
82.5,72,NORMAL,4.0052,113.8947
86.5,3,NORMAL,3.8566,114.5923
86.5,3,NORMAL,3.8566,114.5923
31,72,NORMAL,3.8879,113.7772
31,72,NORMAL,3.8879,113.7772
31,72,NORMAL,3.8901,113.7658
343.5,48,6,1.4641,110.4166
263,3,124,1.4671,110.4179
88,72,NORMAL,2.3054,111.9007
81.5,72,NORMAL,2.294,111.9016
81.5,72,NORMAL,2.3549,111.8544
60,72,NORMAL,2.3601,111.8547
60,72,NORMAL,2.3571,111.8551
60,72,NORMAL,2.3551,111.8582
60,72,NORMAL,2.3595,111.8545
60,72,NORMAL,2.3526,111.8358
60,72,NORMAL,2.3565,111.8519
60,72,NORMAL,2.3388,111.9646
98.5,96,NORMAL,2.3449,111.9645
98.5,96,NORMAL,2.2964,111.9395
98.5,96,NORMAL,1.4197,111.5247
124,24,NORMAL,1.5694,111.4318
124,24,NORMAL,1.5694,111.4318
124,24,NORMAL,1.5694,111.4318
98.5,96,NORMAL,1.5169,111.5182
98.5,96,NORMAL,2.2779,111.8591
74.5,72,NORMAL,2.2765,113.0921
71.5,24,5,1.1335,110.6148
70.5,72,NORMAL,2.7594,113.8894
68,3,NORMAL,1.2269,111.4764
84.5,48,7,1.2033,111.4708
84.5,48,7,1.2251,111.4632
84.5,48,7,1.2278,111.4641
84.5,48,7,1.0039,110.357
62,72,NORMAL,1.1811,110.5684
62,72,NORMAL,1.1129,110.3337
41,72,NORMAL,2.27,111.8624
64,48,NORMAL,2.4397,112.3183
155.5,72,NORMAL,2.5291,112.3666
155.5,72,NORMAL,2.5291,112.3666
155.5,72,NORMAL,2.5291,112.3666
101.5,72,NORMAL,2.5092,112.0739
29,72,NORMAL,3.6517,113.7772
58,3,NORMAL,4.8583,115.4068
122,2,27,4.8466,115.4071
122,2,27,4.8779,115.4089
122,2,27,1.4736,111.4469
122,2,27,1.4461,111.567
124,24,NORMAL,1.5694,111.4318
124,24,NORMAL,1.5694,111.4318
124,24,NORMAL,1.5694,111.4318
118,72,NORMAL,1.2245,111.4511
143.5,72,NORMAL,1.2222,111.43
143.5,72,NORMAL,1.2604,111.4892
48.5,3,NORMAL,1.2504,111.4493
53,72,NORMAL,1.3283,111.3028
118,72,NORMAL,1.1436,111.4379
101.5,72,NORMAL,2.5092,112.0739
106.5,2,10,2.2928,111.83
88,72,NORMAL,2.2936,111.8336
88,72,NORMAL,2.295,111.8361
88,72,NORMAL,2.2917,111.8319
88,72,NORMAL,2.2939,111.8275
32,3,NORMAL,2.2683,111.8611
146,72,NORMAL,2.2689,111.8628
40.5,72,NORMAL,2.2752,111.8661
40.5,72,NORMAL,2.2736,111.8664
23.5,72,NORMAL,2.27,111.8619
88,72,NORMAL,2.3054,111.9007
187,72,2,2.3048,111.8997
86.5,3,NORMAL,3.8566,114.5923
86.5,3,NORMAL,3.8566,114.5923
130,72,NORMAL,3.9551,114.5429
60,3,NORMAL,2.2738,111.8643
51,4,NORMAL,2.2961,111.8365
51,4,NORMAL,2.2979,111.8369
51,4,NORMAL,2.328,111.9573
73.5,1,6,4.3093,113.9924
80.5,2,2,4.3595,113.9791
80.5,2,2,4.3956,113.9905
80.5,2,2,4.3993,113.9913
80.5,2,2,4.3965,113.992
80.5,2,2,4.3918,113.9899
80.5,2,2,4.0472,113.9935
80.5,2,2,1.1332,110.6148
75.5,72,NORMAL,2.1054,111.9973
155.5,72,NORMAL,2.5291,112.3666
155.5,72,NORMAL,2.5291,112.3666
155.5,72,NORMAL,2.5291,112.3666
101.5,72,NORMAL,2.5092,112.0739
41,72,NORMAL,2.417,112.1181
72,72,NORMAL,2.5819,112.4256
155.5,72,NORMAL,3.9232,114.1156
58,3,NORMAL,4.8583,115.4068
32,3,NORMAL,2.2683,111.8611
146,72,NORMAL,2.2689,111.8628
40.5,72,NORMAL,2.2752,111.8661
40.5,72,NORMAL,2.163,111.5206
40.5,72,NORMAL,2.2736,111.8664
23.5,72,NORMAL,2.27,111.8619
40.5,72,NORMAL,2.1626,111.5154
8,72,NORMAL,2.1415,111.5306
68.5,2,2,1.0315,110.3627
62.5,3,NORMAL,2.5244,112.3249
146,72,NORMAL,2.5101,112.0736
64,3,NORMAL,1.2372,111.4511
116,72,NORMAL,1.2367,111.4531
54.5,72,NORMAL,1.2356,111.4717
68,3,NORMAL,1.2269,111.4764
116,72,NORMAL,2.8127,112.6612
116,72,NORMAL,2.3865,112.1308
101.5,72,NORMAL,2.5092,112.0739
76.5,72,NORMAL,2.4331,112.1029
101.5,72,NORMAL,2.5092,112.0739
45.5,3,NORMAL,4.4207,114.0076
61,3,NORMAL,4.4298,114.0032
61,3,NORMAL,4.4167,114.0165
61,3,NORMAL,2.3526,111.8531
66.5,72,NORMAL,2.3533,111.8536
10.5,72,NORMAL,2.0111,112.5507
154.5,72,NORMAL,2.0171,112.9294
29.5,72,NORMAL,2.0644,112.1537
28.5,72,NORMAL,2.315,111.8268
137.5,72,NORMAL,2.105,112.1521
137.5,72,NORMAL,2.1023,112.1532
27,72,NORMAL,2.2863,111.8286
101.5,72,NORMAL,2.5092,112.0739
319.5,96,89,2.0158,112.9294
27,72,NORMAL,2.3194,111.8501
27,72,NORMAL,2.2466,111.8416
58.5,3,NORMAL,2.2354,111.8878
197.5,72,9,2.1327,112.1549
53.5,72,NORMAL,2.1208,112.1203
53.5,72,NORMAL,2.026,112.3991
53.5,72,NORMAL,2.1331,112.1299
53.5,72,NORMAL,2.1349,112.0794
53.5,72,NORMAL,2.0331,112.261
53.5,72,NORMAL,2.0674,112.1487
53.5,72,NORMAL,2.1512,112.2345
53.5,72,NORMAL,2.1418,112.0777
53.5,72,NORMAL,2.0521,112.318
53.5,72,NORMAL,2.0312,112.08
53.5,72,NORMAL,2.227,111.8771
27.5,72,NORMAL,2.227,111.8756
27.5,72,NORMAL,2.2265,111.8765
27.5,72,NORMAL,2.2274,111.8756
27.5,72,NORMAL,2.2269,111.8749
27.5,72,NORMAL,2.2503,111.8199
48.5,3,NORMAL,2.2777,111.8162
48.5,3,NORMAL,2.1639,111.4859
48.5,3,NORMAL,2.3984,112.1368
64,3,NORMAL,1.2372,111.4511
48.5,3,NORMAL,1.2504,111.4493
48.5,3,NORMAL,2.5231,112.3252
86.5,3,NORMAL,3.8566,114.5923
86.5,3,NORMAL,3.8566,114.5923
10.5,72,NORMAL,2.0111,112.5507
94.5,72,NORMAL,2.0181,112.9415
27,72,NORMAL,2.2863,111.8286
30.5,72,NORMAL,2.2937,111.8279
30.5,72,NORMAL,2.3195,111.8503
30.5,72,NORMAL,2.3025,111.8231
30.5,72,NORMAL,2.3018,111.8201
30.5,72,NORMAL,2.2935,111.8247
30.5,72,NORMAL,2.1348,112.0793
118,72,NORMAL,2.1335,112.0974
118,72,NORMAL,2.0674,112.1465
131.5,72,NORMAL,1.8948,113.4314
74,72,NORMAL,1.8219,113.6917
31,1,NORMAL,3.0265,113.9113
142.5,2,74,2.3058,112.1945
142.5,2,74,2.3118,112.1932
58.5,3,NORMAL,3.2045,113.134
139,72,NORMAL,3.1518,113.3734
110.5,72,NORMAL,3.1213,113.2596
110.5,72,NORMAL,2.6084,112.9811
49.5,72,NORMAL,2.2279,111.8444
133,72,NORMAL,2.2329,111.8387
133,72,NORMAL,2.2249,111.8418
133,72,NORMAL,2.2234,111.8413
133,72,NORMAL,2.2228,111.8418
146,48,NORMAL,2.2311,111.8373
133,72,NORMAL,2.235,111.8366
133,72,NORMAL,2.1853,111.9518
8,72,NORMAL,2.1415,111.5306
101.5,72,NORMAL,2.5092,112.0739
42.5,96,NORMAL,2.0986,112.1553
130,72,NORMAL,2.0904,112.1529
130,72,NORMAL,2.077,112.1235
130,72,NORMAL,3.9551,114.5429
152,72,NORMAL,4.4521,114.2714
152,72,NORMAL,4.0623,114.4933
152,72,NORMAL,4.1778,114.3125
152,72,NORMAL,4.5531,114.1054
152,72,NORMAL,4.1547,114.3167
152,72,NORMAL,3.7667,114.3995
37.5,72,NORMAL,3.4499,114.1106
37.5,72,NORMAL,3.8647,114.6795
37.5,72,NORMAL,3.84,114.4483
37.5,72,NORMAL,3.816,114.4356
37.5,72,NORMAL,3.7326,114.4286
37.5,3,NORMAL,3.5831,114.1155
66,72,NORMAL,3.5839,114.1156
67,72,NORMAL,3.5862,114.1163
67,72,NORMAL,3.3405,114.1142
67,72,NORMAL,3.779,114.1636
53,72,NORMAL,5.5368,115.8534
67,72,NORMAL,3.4512,114.1184
67,72,NORMAL,3.6135,114.1478
67,72,NORMAL,3.8661,114.2445
67,72,NORMAL,3.8655,114.2442
67,72,NORMAL,3.3271,114.2744
67,72,NORMAL,3.9166,114.2764
101.5,72,NORMAL,2.5092,112.0739
41,72,NORMAL,2.417,112.1181
146,72,NORMAL,2.5101,112.0736
146,72,NORMAL,2.5096,112.0744
37.5,3,NORMAL,2.3032,112.0429
37.5,3,NORMAL,2.4387,112.1023
37.5,3,NORMAL,3.5831,114.1155
67,72,NORMAL,3.5839,114.1146
67,72,NORMAL,3.5862,114.1163
67,72,NORMAL,3.3405,114.1142
67,72,NORMAL,3.779,114.1636
67,72,NORMAL,5.5368,115.8533
67,72,NORMAL,3.4512,114.1184
67,72,NORMAL,3.6135,114.1478
67,72,NORMAL,3.8661,114.2445
67,72,NORMAL,3.8655,114.2442
67,72,NORMAL,3.3271,114.2744
67,72,NORMAL,3.9166,114.2764
67,72,NORMAL,2.278,111.8385
27,72,NORMAL,2.2863,111.8286
27,72,NORMAL,2.2989,111.8195
27,72,NORMAL,2.3046,111.8179
27,72,NORMAL,2.3067,111.8182
27,72,NORMAL,2.3148,111.8263
27,72,NORMAL,2.315,111.8266
27,72,NORMAL,2.2408,111.848
27,72,NORMAL,2.3194,111.8501
27,72,NORMAL,2.2466,111.8416
72,72,NORMAL,2.5819,112.4256
146,72,NORMAL,2.5096,112.0744
146,72,NORMAL,2.2689,111.8628
146,72,NORMAL,2.5079,112.0722
146,72,NORMAL,2.5101,112.0736
67,3,NORMAL,2.3013,111.8361
146,72,NORMAL,2.2689,111.8628
68.5,3,NORMAL,4.859,115.4051
47,72,NORMAL,3.9493,114.5424
39.5,3,NORMAL,1.5202,110.9345
188,72,3,1.2371,111.4608
188,72,3,1.3545,111.1694
6.5,1,NORMAL,1.3251,110.311
1,3,NORMAL,1.3944,110.2536
188,72,3,1.4141,110.2215
27,3,NORMAL,1.3949,110.2056
60.5,3,NORMAL,2.1319,111.5255
60.5,3,NORMAL,2.1329,111.5207
60.5,3,NORMAL,2.1357,111.5115
60.5,3,NORMAL,2.1364,111.5075
60.5,3,NORMAL,2.1364,111.5061
60.5,3,NORMAL,2.132,111.5231
60.5,3,NORMAL,2.1309,111.5229
60.5,3,NORMAL,2.1217,111.5333
60.5,3,NORMAL,4.1908,113.8829
205.5,72,NORMAL,1.5439,110.3376
81.5,3,NORMAL,1.5579,110.342
81.5,3,NORMAL,1.5504,110.3729
81.5,3,NORMAL,1.5565,110.3478
81.5,3,NORMAL,1.5433,110.3609
81.5,3,NORMAL,2.3526,111.8549
11.5,3,NORMAL,2.3533,111.8539
11.5,3,NORMAL,2.3705,111.8562
188,72,3,1.3535,111.1676
188,72,3,1.3563,111.1721
188,72,3,1.3257,111.3083
188,72,3,1.3535,111.1676
188,72,3,1.3563,111.1721
188,72,3,1.3545,111.1694
188,72,3,1.2371,111.4608
188,72,3,1.4027,109.5135
31,1,NORMAL,2.132,111.5254
31,1,NORMAL,2.1328,111.5206
20.5,3,NORMAL,2.1361,111.5091
18,3,NORMAL,2.122,111.534
188,72,3,2.1714,111.6361
188,72,3,2.1638,111.6283
188,72,3,1.4141,110.2215
188,72,3,1.3885,111.2729
188,72,3,1.2461,111.4573
188,72,3,1.3257,111.3083
188,72,3,1.2383,111.4622
188,72,3,1.3882,111.2285
188,72,3,1.388,111.2298
188,72,3,1.3306,111.3036
188,72,3,1.3293,111.3034
58.5,72,NORMAL,4.0624,114.4933
183,24,7,3.8284,114.709
183,24,7,3.8301,114.7082
183,24,7,4.6544,114.9982
116,3,4,4.4824,114.916
116,3,4,4.5495,114.8592
116,3,4,4.6058,114.865
116,3,4,4.6335,114.8474
116,3,4,4.6532,114.8308
116,3,4,4.6082,114.9196
116,3,4,1.1587,110.5582
58.5,3,NORMAL,3.2045,113.134
119.5,3,4,3.1726,113.0583
82.5,3,NORMAL,3.252,113.0831
89.5,3,NORMAL,3.2639,113.1017
118,3,NORMAL,3.2803,113.1291
55,72,NORMAL,3.1886,113.062
55,72,NORMAL,3.1945,113.0684
55,72,NORMAL,3.1973,113.06
55,72,NORMAL,3.1792,113.0877
42,3,NORMAL,3.1912,113.1126
55,72,NORMAL,3.1569,113.1129
135,3,21,3.7802,114.162
107,2,16,2.035,112.8098
51,3,NORMAL,1.3018,110.4135
28.5,72,NORMAL,2.5384,111.4399
28.5,72,NORMAL,2.6307,111.4267
28.5,72,NORMAL,2.5817,111.4063
28.5,72,NORMAL,2.5154,111.4332
28.5,72,NORMAL,2.5151,111.432
28.5,72,NORMAL,2.5197,111.432
28.5,72,NORMAL,2.5817,111.4062
28.5,72,NORMAL,2.4824,111.5175
28.5,72,NORMAL,1.2222,111.5217
80.5,72,NORMAL,1.2194,111.5268
80.5,72,NORMAL,1.2236,111.5225
101.5,72,NORMAL,2.5092,112.0739
166,72,NORMAL,4.0291,114.8029
51,72,NORMAL,4.0538,114.819
51,72,NORMAL,4.0534,114.8163
51,72,NORMAL,4.0327,114.7969
80.5,72,NORMAL,4.0523,114.8153
19.5,3,NORMAL,2.2746,111.8651
70.5,3,NORMAL,2.272,111.8628
23.5,72,NORMAL,2.2695,111.8622
23.5,72,NORMAL,2.27,111.8619
23.5,72,NORMAL,2.2699,111.8637
23.5,72,NORMAL,3.7323,114.3043
89,72,NORMAL,4.0319,114.3446
89,72,NORMAL,4.0319,114.3446
185,72,NORMAL,3.9497,114.5423
4.5,3,NORMAL,1.4051,110.2039
13.5,3,NORMAL,1.4156,110.2124
228,72,NORMAL,1.4036,110.1949
44.5,1,NORMAL,2.9157,101.7082
66,3,NORMAL,2.7887,101.7303
162,8,65,3.0311,101.5311
144,8,NORMAL,3.0043,101.5074
134,8,NORMAL,3.0012,101.5194
42,1,NORMAL,3.0031,101.4696
42,1,NORMAL,2.9906,101.5101
42,1,NORMAL,3.3217,101.5253
93,3,5,3.7485,101.4381
70.5,1,4,3.2503,101.6685
89,2,7,3.2494,101.6699
93,2,8,3.2542,101.6624
93,2,8,3.3322,101.5249
101,4,7,2.9648,101.7909
40.5,1,NORMAL,2.7557,101.7498
70,1,5,2.8994,101.8106
57.5,1,6,3.0062,101.7811
92,2,9,3.0126,101.5219
25,3,NORMAL,3.0018,101.5193
56.5,1,2,2.9669,101.6377
71,1,5,3.0685,101.7689
53,1,NORMAL,2.7999,101.7027
89,2,7,3.2494,101.6699
70.5,1,4,3.2503,101.6685
21.5,1,NORMAL,2.9619,101.4238
92.5,1,27,2.9427,101.4731
92.5,1,27,2.8752,101.5023
92.5,1,27,3.1154,101.5984
64,1,3,3.0962,101.6304
82.5,2,4,3.0788,101.5578
74.5,2,2,3.0798,101.508
74.5,2,2,3.0718,101.5264
74.5,2,2,3.0915,101.5414
74.5,2,2,3.1545,101.4728
74.5,2,2,3.1545,101.47278
70.5,1,4,3.212,101.5076
70.5,1,4,3.2503,101.6685
89,2,7,3.2494,101.6699
37.5,1,NORMAL,3.2642,101.5263
89,2,7,3.2553,101.6704
53,1,NORMAL,3.2495,101.6815
53,1,NORMAL,3.2402,101.6797
53,1,NORMAL,3.2508,101.6841
53,1,NORMAL,2.7999,101.7027
50,1,NORMAL,3.1504,101.7506
101,3,8,3.0599,101.7762
107.5,2,21,3.0897,101.7914
93,2,8,3.0152,101.7705
93,2,8,2.9982,101.7826
57.5,1,NORMAL,3.1195,101.8164
92,2,9,3.0126,101.5219
25,3,NORMAL,3.0018,101.5193
0,1,2,3.1844,101.3102
74.5,2,2,3.0671,101.4489
31,1,NORMAL,3.2233,101.4978
121,2,49,3.1359,101.3824
101,3,8,3.1421,101.3773
71.5,1,6,3.0228,101.4664
101,3,8,3.1329,101.3786
62,1.25,2,3.1361,101.4482
71.5,1,6,3.0328,101.5481
92,2,9,3.0126,101.5219
62,1.25,2,3.1361,101.4482
25,3,NORMAL,2.9778,101.5076
11.5,1,NORMAL,2.9799,101.5053
11.5,1,NORMAL,3.3036,101.3785
81,1,21,2.9684,101.63
93,2,8,3.1281,101.7771
24.5,1,NORMAL,3.1981,101.4021
121,2,49,3.1359,101.3824
101,3,8,3.1421,101.3773
101,3,8,3.0222,101.4636
101,3,8,3.1329,101.3786
101,3,8,3.1418,101.3623
101,3,8,3.0982,101.372
101,3,8,3.0895,101.3768
101,3,8,3.0599,101.7762
93,2,8,3.1393,101.8135
93,2,8,3.0004,101.8721
93,2,8,3.1281,101.7771
93,2,8,3.0152,101.7705
93,2,8,3.019,101.7776
93,2,8,3.0264,101.7769
93,2,8,2.9783,101.7864
93,2,8,2.9982,101.7826
93,2,8,3.094,101.7934
93,2,8,3.2563,101.6841
89,2,7,3.2494,101.6699
89,2,7,3.2553,101.6704
89,2,7,3.2609,101.6727
89,2,7,3.2368,101.6714
89,2,7,3.7254,101.4503
5.5,1,NORMAL,3.7396,101.4446
92,2,9,3.0126,101.5219
25,3,NORMAL,3.0018,101.5193
25,3,NORMAL,2.9778,101.5076
62,1.25,2,3.1361,101.4482
25,3,NORMAL,3.197,101.4331
85.5,3,6,3.1825,101.4006
85.5,3,6,2.909,101.7255
80,3,4,2.8538,101.6989
80,3,4,2.9141,101.7082
80,3,4,2.9308,101.7478
80,3,4,2.8579,101.6985
62,1.25,2,3.1361,101.4482
46.5,1,NORMAL,3.1293,101.4462
82.5,2,4,3.0788,101.5578
101,2,16,3.0874,101.5465
82.5,2,4,3.241,101.6716
62,1.25,2,3.1361,101.4482
46.5,1,NORMAL,3.1293,101.4462
46.5,1,NORMAL,3.6669,100.9862
37,1,NORMAL,3.7284,101.4492
56,3,NORMAL,3.4247,101.1806
57.5,3,NORMAL,3.3196,101.2681
35,2,NORMAL,2.7952,101.7369
35,2,NORMAL,2.7952,101.7369
54,3,NORMAL,3.2292,101.3716
101,2,16,3.0874,101.5465
62,1.25,2,3.1361,101.4482
86.5,0.75,30,3.1459,101.4462
61.5,3,NORMAL,3.4715,101.6424
0.5,1,NORMAL,3.2623,101.4587
0.5,1,NORMAL,3.2623,101.4587
94,3,10,2.6844,101.7448
142,2,144,3.0447,101.8713
66.5,1,"NORMA
L",3.0603,101.7767
71,2,3,3.0181,101.7783
71,2,3,3.0062,101.781
71,2,3,3.0006,101.7842
49,4,NORMAL,3.0017,101.779
71,2,3,2.994,101.7823
71,2,3,4.3836,102.4008
71,2,3,2.9404,101.7452
36.5,3,NORMAL,2.9143,101.7087
36.5,3,NORMAL,2.8947,101.7293
36.5,3,NORMAL,2.8634,101.6787
36.5,3,NORMAL,2.8687,101.6879
88,2,10,2.8554,101.6889
122.5,2,47,3.2581,101.5303
46,4,NORMAL,3.6057,101.6115
0,3,NORMAL,2.8203,101.6559
77,2,3,3.0343,101.5316
75.5,2,3,3.0469,101.6204
61.5,3,NORMAL,3.4715,101.6424
72.5,2.5,NORMAL,3.2393,101.6724
16,3,NORMAL,3.2632,101.7266
16,3,NORMAL,3.3009,101.5833
45,1,NORMAL,3.3124,101.537
16,3,NORMAL,3.3026,101.3786
90.5,2,12,2.8906,101.7371
88,2,10,2.8975,101.7659
88,2,10,2.8843,101.7115
88,2,10,2.8917,101.7005
88,2,10,2.8711,101.6814
88,2,10,2.8554,101.6889
88,2,10,2.8709,101.6808
88,2,10,2.8545,101.6779
88,2,10,2.8949,101.7797
85,3,3,2.9454,101.8306
85,3,3,2.9173,101.8522
85,3,3,2.9461,101.8481
65,3,NORMAL,3.2637,101.5262
122.5,2,47,3.2499,101.6815
72.5,2.5,NORMAL,3.2393,101.6724
122.5,2,47,3.254,101.6707
122.5,2,47,3.2581,101.5303
122.5,2,47,3.2401,101.6795
122.5,2,47,3.7558,100.9475
89,1,23,3.7653,100.9803
61.5,3,NORMAL,3.763,100.981
61.5,3,NORMAL,3.7672,100.9803
61.5,3,NORMAL,3.4715,101.6424
65,3,NORMAL,3.2637,101.5262
136,5,28,3.2607,101.6731
66.5,1,"NORMA
L",3.0603,101.7767
49,4,NORMAL,3.0017,101.779
83,2,5,2.9757,101.5844
95,2,9,3.3215,101.5601
95,2,9,3.3215,101.5601
93.5,2,9,3.5595,101.656
66.5,1,"NORMA
L",3.0603,101.7767
49,4,NORMAL,3.0017,101.779
65,3,NORMAL,3.2637,101.5262
136,5,28,3.2607,101.6731
83,2,5,2.9757,101.5844
73,72,NORMAL,3.4033,101.4388
37.5,3,NORMAL,3.2626,101.4584
136,5,28,3.2607,101.6731
72.5,2.5,NORMAL,3.2495,101.67
72.5,2.5,NORMAL,3.2393,101.6724
72.5,2.5,NORMAL,3.3223,101.5233
34,3,NORMAL,3.7468,101.4423
69,3,NORMAL,3.0243,101.7155
59.5,3,NORMAL,2.9292,101.7535
3,10,NORMAL,2.9108,101.7287
3,10,NORMAL,2.8823,101.7042
3,3,NORMAL,2.9861,101.4027
0,0,NORMAL,2.9959,101.4101
0,1,NORMAL,2.9782,101.4339
0,1,NORMAL,3.0028,101.42
0,1,NORMAL,3.1918,101.3074
26.5,3,NORMAL,3.3471,101.2555
26.5,3,NORMAL,3.4014,101.1721
26.5,3,NORMAL,3.2604,101.3048
26.5,3,NORMAL,2.7604,101.4965
94,1,38,2.977,101.8601
26.5,3,NORMAL,2.9757,101.8604
26.5,3,NORMAL,2.845,101.68
2.5,3,NORMAL,2.8545,101.6729
24,3,NORMAL,2.7998,101.7371
3,3,NORMAL,2.9861,101.4027
0,0,NORMAL,2.9959,101.4101
132.5,5,28,3.1546,101.8436
5,3,NORMAL,3.1763,101.8559
5,3,NORMAL,3.0951,101.7955
66.5,1,"NORMA
L",3.0603,101.7767
5,3,NORMAL,2.8959,101.779
5,3,NORMAL,2.8894,101.7031
2.5,3,NORMAL,2.8545,101.6729
2.5,3,NORMAL,3.7468,101.4425
45,1,NORMAL,2.9293,101.7533
45,1,NORMAL,3.3124,101.537
45,1,NORMAL,2.9293,101.7533
66,3,NORMAL,3.2625,101.4603
55.5,1,NORMAL,3.194,101.569
0,1,NORMAL,3.2213,101.5252
0,1,NORMAL,3.312,101.4211
79,1,11,3.0019,101.5193
51,3,NORMAL,3.0049,101.5063
51,3,NORMAL,3.1319,101.3625
43,3,"NORMA
L",3.1356,101.4451
42,24,NORMAL,3.3026,101.376
58.5,2,NORMAL,2.7971,101.7379
89,1,23,3.7653,100.9803
58,3,NORMAL,3.7702,101.0374
58,3,NORMAL,2.799,101.7083
61,3,NORMAL,3.6775,101.0399
3,10.5,NORMAL,3.7078,101.0569
3,10.5,NORMAL,3.7895,101.0084
3,10.5,NORMAL,2.9352,101.576
12,3,NORMAL,2.9108,101.5083
12,3,NORMAL,2.8276,101.648
12,3,NORMAL,2.9107,101.5078
65,3,NORMAL,2.9092,101.5041
65,3,NORMAL,3.2637,101.5262
79,3,3,2.6629,101.6817
93.5,1,18,3.5211,101.0866
0.5,1,NORMAL,3.5158,101.096
0,0,NORMAL,3.264,101.3831
57,3,NORMAL,3.0191,101.4284
0,0,NORMAL,3.0113,101.4652
0,0,NORMAL,2.9888,101.4941
0,0,NORMAL,2.9959,101.4101
0,0,NORMAL,3.264,101.3831
22.5,3,NORMAL,3.0249,101.4641
