date,negeri,code,daerah,kawasan_banjir,latitude,longitude,kedalaman_banjir_max,day,month,year
"10/1/202
1",Johor ,JHR,KULAI,Kg Sengkang,1.6884,103.5742,0.3,10,1,"202
1"
"10/1/202
1",Johor ,JHR,KULAI,"Kg Murni Jaya
/ Kg Sg Besoi /
Kg Sg Siam",1.777,103.547,0.5,10,1,"202
1"
"10/1/202
1",Johor ,JHR,KOTA TINGGI,Kg Lepau,1.3968,104.1504,0.7,10,1,"202
1"
"10/1/202
1",Johor ,JHR,KOTA TINGGI,Kg Bukit Pelali,1.388,104.218,0.5,10,1,"202
1"
"10/1/202
1",Johor ,JHR,KOTA TINGGI,Kg Sri Delima,1.7056,103.825,1.2,10,1,"202
1"
"10/1/202
1",Johor ,JHR,KOTA TINGGI,Kg Sri Jaya,1.72,103.8263,1.2,10,1,"202
1"
"10/1/202
1",Johor ,JHR,KOTA TINGGI,Kg Sg Telor,1.7332,103.8457,1.0,10,1,"202
1"
"10/1/202
1",Johor ,JHR,KOTA TINGGI,"Kg Baru Sg
Telor",1.7352,103.8137,1.0,10,1,"202
1"
"10/1/202
1",Johor ,JHR,KOTA TINGGI,"Kg Rantau
Panjang",1.7812,103.7376,0.4,10,1,"202
1"
"10/1/202
1",Johor ,JHR,KOTA TINGGI,"Kg Semanggar
Luar",1.7425,103.7824,0.8,10,1,"202
1"
"10/1/202
1",Johor ,JHR,KOTA TINGGI,"Kg Semanggar
Luar",1.7425,103.7824,0.8,10,1,"202
1"
"10/1/202
1",Johor ,JHR,KOTA TINGGI,"Kampung
Muhibbah",1.5236,104.1443,0.5,10,1,"202
1"
"10/1/202
1",Johor ,JHR,KOTA TINGGI,"Kg Baru, Sg
Mas",1.593,104.1445,0.5,10,1,"202
1"
"10/1/202
1",Johor ,JHR,JOHOR BAHRU,"Kg. Batu 8 ½,
Skudai",1.5288,103.6734,0.4,10,1,"202
1"
"10/1/202
1",Johor ,JHR,JOHOR BAHRU,"Kg. Pasir,",1.4964,103.6949,0.4,10,1,"202
1"
"10/1/202
1",Johor ,JHR,JOHOR BAHRU,"Kg. Seri
Serdang,",1.4964,103.6949,0.4,10,1,"202
1"
"10/1/202
1",Johor ,JHR,JOHOR BAHRU,Kg. Seri Jaya,1.4964,103.6949,0.4,10,1,"202
1"
"10/1/202
1",Johor ,JHR,JOHOR BAHRU,"Kg. Laut Batu
10",1.5475,103.6647,1.0,10,1,"202
1"
"10/1/202
1",Johor ,JHR,JOHOR BAHRU,"Skudai
Syahbandar,",1.5492,103.6665,2.0,10,1,"202
1"
"10/1/202
1",Johor ,JHR,JOHOR BAHRU,"Kg. Paya
Kenangan,",1.5375,103.7558,2.0,10,1,"202
1"
"10/1/202
1",Johor ,JHR,JOHOR BAHRU,"Kg. Pasir
Tebrau,",1.5344,103.7581,2.0,10,1,"202
1"
"10/1/202
1",Johor ,JHR,JOHOR BAHRU,"Kg. Kangkar
Tebrau",1.5344,103.7581,2.0,10,1,"202
1"
"10/1/202
1",Johor ,JHR,JOHOR BAHRU,"Kg. Sentosa,
Masai",1.5218,103.9382,0.8,10,1,"202
1"
"10/1/202
1",Johor ,JHR,JOHOR BAHRU,"Kg. Sepakat,
Masai",1.4862,103.8982,0.4,10,1,"202
1"
"10/1/202
1",Johor ,JHR,JOHOR BAHRU,"Kg. Sg.
Penderam",1.5628,103.9811,1.0,10,1,"202
1"
"10/1/202
1",Johor ,JHR,JOHOR BAHRU,"Kg. Bukit
Dagang (Jln
Batu 20, Jln
Sg. Tiram
Perhubungan),
Kampung SC,
Jln Mat Piah",1.5891,103.9167,1.0,10,1,"202
1"
"10/1/202
1",Johor ,JHR,JOHOR BAHRU,"Kg. Paya Sg.
Redan",1.5891,103.9167,1.0,10,1,"202
1"
"11/1/202
1",Johor ,JHR,PONTIAN,Kg. Sri Gambut,1.6261,103.4498,0.4,11,1,"202
1"
"11/1/202
1",Johor ,JHR,PONTIAN,Pt. Haji Yasin,1.7172,103.3275,0.4,11,1,"202
1"
"12/1/202
1",Johor ,JHR,PONTIAN,Pt. Wak Jabir,1.6261,103.4498,0.3,12,1,"202
1"
"12/1/202
1",Johor ,JHR,BATU PAHAT,Jalan Pantai,1.8405,102.9232,0.3,12,1,"202
1"
"12/1/202
1",Johor ,JHR,BATU PAHAT,"Tmn Sri
Banang",1.8116,102.8985,0.3,12,1,"202
1"
"12/1/202
1",Johor ,JHR,BATU PAHAT,"Parit Jambul
Laut",1.8712,103.1045,0.3,12,1,"202
1"
"13/1/202
1",Johor ,JHR,BATU PAHAT,"Kampung
Talang",1.8983,103.1146,0.3,13,1,"202
1"
3/4/2021,Johor ,JHR,PONTIAN,Kg. Pt. Pasir,1.5146,103.5036,0.3,3,4,2021
5/4/2021,Johor ,JHR,JOHOR BAHRU,"Kg. Baharu
Muafakat",1.4415,103.6039,0.5,5,4,2021
5/4/2021,Johor ,JHR,JOHOR BAHRU,"Taman Syed
Idrus",1.4415,103.6039,0.5,5,4,2021
5/4/2021,Johor ,JHR,BATU PAHAT,Jalan Pegawai,1.8505,102.9362,0.6,5,4,2021
5/4/2021,Johor ,JHR,BATU PAHAT,"Jalan Bukit
Pasir",1.8741,102.9418,0.6,5,4,2021
5/4/2021,Johor ,JHR,BATU PAHAT,Jalan Rahmat,1.8495,102.919,0.6,5,4,2021
5/4/2021,Johor ,JHR,BATU PAHAT,Jalan Zabedah,1.8526,102.9349,0.6,5,4,2021
5/4/2021,Johor ,JHR,BATU PAHAT,"Stesen Bus
Jalan Rogayah",1.8533,102.9263,0.6,5,4,2021
5/4/2021,Johor ,JHR,BATU PAHAT,"Kampong
Sateh",1.8454,102.9288,0.6,5,4,2021
5/4/2021,Johor ,JHR,BATU PAHAT,Parit Dhobi,1.844,102.9384,0.6,5,4,2021
5/4/2021,Johor ,JHR,BATU PAHAT,Sungai Suloh,1.7741,102.9568,0.6,5,4,2021
5/4/2021,Johor ,JHR,BATU PAHAT,"Pokok Sena,
Taman Nira",1.8607,102.9283,0.6,5,4,2021
5/4/2021,Johor ,JHR,BATU PAHAT,Kg. Laut Batu 10 Syah Bandar,1.5435,103.6605,1.0,5,4,2021
5/4/2021,Johor ,JHR,BATU PAHAT,Kg. Paya Kenangan,1.5407,103.7506,0.5,5,4,2021
5/4/2021,Johor ,JHR,BATU PAHAT,Kg. Pasir Tebrau,1.5339,103.7594,0.5,5,4,2021
5/4/2021,Johor ,JHR,BATU PAHAT,"Kg. Kangkar
Tebrau",1.5341,103.7569,0.5,5,4,2021
"17/4/202
1",Johor ,JHR,JOHOR BAHRU,"Kg. Batu 8 ½,
Skudai",1.5288,103.6734,1.0,17,4,"202
1"
"17/4/202
1",Johor ,JHR,JOHOR BAHRU,"Kg. Pasir,Kg.
Seri Serdang,",1.4964,1.6949,1.0,17,4,"202
1"
"17/4/202
1",Johor ,JHR,JOHOR BAHRU,Kg. Tuah Jaya,1.4786,1.6771,1.5,17,4,"202
1"
"17/4/202
1",Johor ,JHR,JOHOR BAHRU,"Kg. Baharu
Muafakat",1.4415,103.6039,0.5,17,4,"202
1"
"17/4/202
1",Johor ,JHR,JOHOR BAHRU,"Taman Dato
Syed Mohd
Idrus",1.4415,103.6039,0.5,17,4,"202
1"
"17/4/202
1",Johor ,JHR,JOHOR BAHRU,Kg. Pulai,1.4795,103.5639,0.5,17,4,"202
1"
"17/4/202
1",Johor ,JHR,JOHOR BAHRU,Kg. Melayu,1.4795,103.5639,0.5,17,4,"202
1"
"17/4/202
1",Johor ,JHR,PONTIAN,Kg. Ulu Pulai,1.483,103.5659,0.5,17,4,"202
1"
"17/4/202
1",Johor ,JHR,PONTIAN,"Kg. Baru
Penerok",1.3806,103.4475,0.4,17,4,"202
1"
"27/4/202
1",Johor ,JHR,KLUANG,"Taman Indah
Jaya",2.0514,103.2978,0.8,27,4,"202
1"
"27/4/202
1",Johor ,JHR,KLUANG,"Jalan Mersing
Econsave",2.0514,103.2978,0.8,27,4,"202
1"
"27/4/202
1",Johor ,JHR,KLUANG,Kg Bentong,2.0514,103.2976,0.8,27,4,"202
1"
"18/5/202
1",Johor ,JHR,TANGKAK,"Kg Sagil Parit
2",2.2848,102.6119,0.2,18,5,"202
1"
"18/5/202
1",Johor ,JHR,TANGKAK,"Pejabat Kemas
Daerah",2.2993,102.6001,0.7,18,5,"202
1"
"18/5/202
1",Johor ,JHR,TANGKAK,SMK Sagil,2.3011,102.6053,0.7,18,5,"202
1"
"18/5/202
1",Johor ,JHR,SEGAMAT,"Kampung Bukit
Tunggal",2.4741,102.7367,0.7,18,5,"202
1"
"27/5/202
1",Johor ,JHR,TANGKAK,Kg Sri Jaya,2.2351,102.6028,0.2,27,5,"202
1"
2/6/2021,Johor ,JHR,JOHOR BAHRU,"Kg
Dato'Sulaiman
Menteri",1.5047,103.7681,0.5,2,6,2021
2/6/2021,Johor ,JHR,JOHOR BAHRU,"Kg Kangkar
Tebrau",1.5346,103.757,0.3,2,6,2021
2/6/2021,Johor ,JHR,JOHOR BAHRU,Kg Ubi Baru,1.5193,103.7574,1.0,2,6,2021
2/6/2021,Johor ,JHR,JOHOR BAHRU,"Jln
Cenderamata
2, Kg Kurnia",1.4992,103.7583,0.5,2,6,2021
4/6/2021,Johor ,JHR,KLUANG,Jalan Mersing,2.0374,103.3327,0.2,4,6,2021
4/6/2021,Johor ,JHR,KLUANG,Jalan Kg Majid,2.0357,103.3315,0.5,4,6,2021
4/6/2021,Johor ,JHR,KLUANG,Jalan Kg Paya,2.0455,103.3347,0.3,4,6,2021
4/6/2021,Johor ,JHR,KLUANG,"Taman Sri
Indah",2.0497,103.3301,0.3,4,6,2021
7/6/2021,Johor ,JHR,BATU PAHAT,"Kampung
Sungai Suloh
(Belakang
Pejabat Skim
Minyak Beku)
Batu Pahat,
Johor",1.7786,102.9545,0.3,7,6,2021
7/6/2021,Johor ,JHR,BATU PAHAT,"Parit Haji
Sidek, Batu
Pahat, Johor",1.8774,102.9738,0.2,7,6,2021
7/6/2021,Johor ,JHR,BATU PAHAT,"Jalan Minyak
Beku (Kg
Petani)",1.8301,102.9248,0.3,7,6,2021
9/6/2021,Johor ,JHR,BATU PAHAT,"Taman Sri
Mulia, Parit
Kangkung,
Batu Pahat,
Johor",1.883,102.9349,0.2,9,6,2021
"12/7/202
1",Johor ,JHR,JOHOR BAHRU,"Kampung
Sepakat",1.4886,103.8808,0.5,12,7,"202
1"
"12/7/202
1",Johor ,JHR,JOHOR BAHRU,"Kampung
Desa Bakti",1.4853,103.8817,0.6,12,7,"202
1"
"12/7/202
1",Johor ,JHR,JOHOR BAHRU,Kampung Lau,1.5435,103.6605,0.6,12,7,"202
1"
"11/7/202
1",Johor ,JHR,MUAR,"Jalan Bakri
Bt.6 (Jalan
Muar –
YongPeng",2.0423,102.6538,0.3,11,7,"202
1"
"12/7/202
1",Johor ,JHR,JOHOR BAHRU,"Jalan Besi,
Kawasan
Perindustrian
Pasir Gudang",1.4453,103.9028,0.0,12,7,"202
1"
"13/7/202
1",Johor ,JHR,JOHOR BAHRU,"Kg. Paya
Mengkuang",1.3746,103.5866,0.5,13,7,"202
1"
1/8/2021,Johor ,JHR,PONTIAN,Kg. Parit Pasir,1.5146,103.5036,0.4,1,8,2021
6/8/2021,Johor ,JHR,JOHOR BAHRU,"Jalan Tebrau-Kota Tinggi
(Taman Intan,
Ulu Tiram)",1.6034,103.821,0.5,6,8,2021
8/8/2021,Johor ,JHR,JOHOR BAHRU,"Kg. Dato
Sulaiman
Menteri",1.5047,103.7671,0.0,8,8,2021
8/8/2021,Johor ,JHR,JOHOR BAHRU,Kg. Ubi Baru,1.5192,103.7576,0.5,8,8,2021
8/8/2021,Johor ,JHR,JOHOR BAHRU,"Jalan Kolam
Ayer",1.468,103.7368,0.5,8,8,2021
"13/8/202
1",Johor ,JHR,KULAI,"Jalan
Persekutuan
FT01 Batu 21,
Mukim Kulai,
Daerah Kulai",1.6683,103.5878,0.5,13,8,"202
1"
"14/8/202
1",Johor ,JHR,BATU PAHAT,"Kampong Parit
Yusof, Mukim
4",1.9585,102.8902,0.2,14,8,"202
1"
"14/8/202
1",Johor ,JHR,BATU PAHAT,"Kampong
Kolam Air,
Jalan Kangkar
Merlimau, Parit
Sulong",1.977,102.9181,0.4,14,8,"202
1"
"14/8/202
1",Johor ,JHR,TANGKAK,"Jalan Segamat
– Tangkak @
Pejabat Kemas
Tangkak",2.3004,102.6021,0.3,14,8,"202
1"
"14/8/202
1",Johor ,JHR,TANGKAK,Kg Payamas,2.2929,102.5614,0.3,14,8,"202
1"
"22/8/202
1",Johor ,JHR,SEGAMAT,"Kg. Bukit
Tunggal",2.4741,102.7367,0.0,22,8,"202
1"
"24/8/202
1",Johor ,JHR,BATU PAHAT,"Kawasan
SungaiSuloh",1.7786,102.9545,0.3,24,8,"202
1"
"24/8/202
1",Johor ,JHR,BATU PAHAT,"Jalan Tanjong
Laboh, Tasik
Y, Stadium
Batu",1.8448,102.9405,0.6,24,8,"202
1"
"24/8/202
1",Johor ,JHR,BATU PAHAT,"Jalan Parit
Besar",1.8603,102.9619,0.7,24,8,"202
1"
"24/8/202
1",Johor ,JHR,BATU PAHAT,"Kampung
Bindu",1.8893,102.9784,0.4,24,8,"202
1"
"24/8/202
1",Johor ,JHR,BATU PAHAT,"Kampong Parit
Yusof, Mukim
4",1.9585,102.8902,0.3,24,8,"202
1"
"24/8/202
1",Johor ,JHR,BATU PAHAT,"Kampung Batu
Puteh, Parit
Haji Ali,
Kampong
Asam
Kumbang,
Jalan Simpang
Lima",1.8924,102.8771,0.2,24,8,"202
1"
"25/8/202
1",Johor ,JHR,BATU PAHAT,"Jalan
Sg.Kelambu,
Jalan
Sg.Tunggul",1.8346,102.9096,0.2,25,8,"202
1"
"30/8/202
1",Johor ,JHR,PONTIAN,Kg. Kurnia,1.5425,103.4906,0.4,30,8,"202
1"
"30/8/202
1",Johor ,JHR,PONTIAN,"Kg. Melayu
Bukit Panjang",1.5377,103.4906,0.4,30,8,"202
1"
"30/8/202
1",Johor ,JHR,PONTIAN,Kg. Parit Pasir,1.5113,103.5048,0.4,30,8,"202
1"
"30/8/202
1",Johor ,JHR,PONTIAN,Parit Keroma,1.6041,103.3173,0.4,30,8,"202
1"
4/9/2021,Johor ,JHR,KULAI,Kg. Pasir,1.6054,103.649,0.5,4,9,2021
4/9/2021,Johor ,JHR,KULAI,"Kg Jaya
Sepakat",1.5891,103.6491,0.5,4,9,2021
4/9/2021,Johor ,JHR,KULAI,Taman Aman,1.5879,103.646,0.5,4,9,2021
4/9/2021,Johor ,JHR,PONTIAN,Kg. Ulu Pulai,1.4828,103.5663,0.4,4,9,2021
4/9/2021,Johor ,JHR,JOHOR BAHRU,Kg. Laut,1.544,103.6601,0.6,4,9,2021
2/9/2021,Johor ,JHR,JOHOR BAHRU,Kg.Sepakat,1.4886,103.8808,0.0,2,9,2021
2/9/2021,Johor ,JHR,JOHOR BAHRU,Kg.Desa Bakti,1.4853,103.8817,0.0,2,9,2021
2/9/2021,Johor ,JHR,JOHOR BAHRU,Kg. Laut,1.544,103.6006,0.6,2,9,2021
2/9/2021,Johor ,JHR,KULAI,Kg Sri Paya,1.6583,103.5236,0.5,2,9,2021
2/9/2021,Johor ,JHR,KULAI,Kg Sri Rahmat,1.6736,103.5044,0.5,2,9,2021
2/9/2021,Johor ,JHR,KULAI,"Kg Melayu
Bukit Batu",1.7306,103.4342,0.5,2,9,2021
2/9/2021,Johor ,JHR,KULAI,"Kg Melayu
Sedenak",1.7145,103.5257,0.3,2,9,2021
6/9/2021,Johor ,JHR,BATU PAHAT,"Jalan Parit
Raja Dara",1.845,103.1185,0.5,6,9,2021
6/9/2021,Johor ,JHR,BATU PAHAT,"Kg.Desa Jaya
Bt 5, Yong
Peng",1.9768,103.1362,0.5,6,9,2021
6/9/2021,Johor ,JHR,BATU PAHAT,"Kg.Parit
Yusof, Mukim
4",1.9585,102.8902,0.3,6,9,2021
6/9/2021,Johor ,JHR,BATU PAHAT,"Kg.PinggirSri
Wangi",1.9457,102.9939,0.0,6,9,2021
6/9/2021,Johor ,JHR,BATU PAHAT,"FelcraSri
Wangi",1.9448,1102.9878,0.0,6,9,2021
"18/9/202
1",Johor ,JHR,KULAI,"Kg. Melayu
Sengkang",1.6862,103.5747,0.5,18,9,"202
1"
"19/9/202
1",Johor ,JHR,JOHOR BAHRU,Kg. Pasir,1.4941,103.6951,0.5,19,9,"202
1"
2/9/2021,Johor ,JHR,PONTIAN,"Kg. Paya
Embun",1.5899,103.4719,0.4,2,9,2021
2/9/2021,Johor ,JHR,PONTIAN,Kg. Sri Gambut,1.6237,103.4625,0.4,2,9,2021
2/9/2021,Johor ,JHR,PONTIAN,"Kg. Melayu
Raya",1.5889,103.4914,0.4,2,9,2021
2/9/2021,Johor ,JHR,PONTIAN,Pt. Basilam,1.5711,103.4244,0.4,2,9,2021
2/9/2021,Johor ,JHR,PONTIAN,"Lorong
Mohsen",1.5858,103.404,0.4,2,9,2021
2/9/2021,Johor ,JHR,PONTIAN,"Kg. Melayu
Bukit Panjang",1.5264,103.4502,0.3,2,9,2021
2/9/2021,Johor ,JHR,PONTIAN,"Kg. Jasa
Sepakat",1.5377,103.472,0.3,2,9,2021
2/9/2021,Johor ,JHR,PONTIAN,Pt. Selangor,1.5254,103.4622,0.3,2,9,2021
2/9/2021,Johor ,JHR,PONTIAN,"Kg. Pt.
Lancang
Keliling",1.6486,103.3485,0.3,2,9,2021
2/9/2021,Johor ,JHR,PONTIAN,Kg. Jawa Ulu,1.591,103.3617,0.3,2,9,2021
2/9/2021,Johor ,JHR,PONTIAN,"Lorong IKBN
Pulai Sebatang",1.572,103.3522,0.3,2,9,2021
"30/9/202
1",Johor ,JHR,JOHOR BAHRU,Kg. Pasir,1.4941,103.6951,0.5,30,9,"202
1"
"30/9/202
1",Johor ,JHR,JOHOR BAHRU,"Kg. Sri
Serdang",1.4784,103.6777,0.4,30,9,"202
1"
"30/9/202
1",Johor ,JHR,JOHOR BAHRU,Kg. Tuah Jaya,1.5381,103.6603,0.5,30,9,"202
1"
"30/9/202
1",Johor ,JHR,JOHOR BAHRU,"Kg. Batu 10,",1.4624,103.7383,0.4,30,9,"202
1"
"30/9/202
1",Johor ,JHR,JOHOR BAHRU,Kg. Batu 8 ½,1.4624,103.7383,0.4,30,9,"202
1"
"30/9/202
1",Johor ,JHR,JOHOR BAHRU,Kg. Mohd Amin,1.544,103.6601,0.6,30,9,"202
1"
"30/9/202
1",Johor ,JHR,JOHOR BAHRU,Kg. Laut,1.544,103.6601,0.6,30,9,"202
1"
"30/9/202
1",Johor ,JHR,JOHOR BAHRU,"Kg. Paya
Kenangan/Kg.
Tengah",1.5411,103.7494,0.6,30,9,"202
1"
"30/9/202
1",Johor ,JHR,JOHOR BAHRU,Kg. Ubi Baru,1.5192,103.7574,0.5,30,9,"202
1"
"30/9/202
1",Johor ,JHR,JOHOR BAHRU,"Kg. Bunga
Ros/ Taman
Bunga Ros",1.5335,103.7597,0.0,30,9,"202
1"
"30/9/202
1",Johor ,JHR,JOHOR BAHRU,"Kg. Dato
Sulaiman
Menteri",1.5047,103.7671,0.3,30,9,"202
1"
"30/9/202
1",Johor ,JHR,JOHOR BAHRU,"Kg. Melayu
Pandan",1.5256,103.7736,0.6,30,9,"202
1"
"30/9/202
1",Johor ,JHR,KLUANG,"Kampung
Chokro",1.833,103.3104,0.6,30,9,"202
1"
"30/9/202
1",Johor ,JHR,KULAI,"Kg.Melayu
Bukit Batu",1.7306,103.4342,0.5,30,9,"202
1"
"30/9/202
1",Johor ,JHR,KULAI,Kg. Sg.Siam,1.8024,103.4967,0.3,30,9,"202
1"
"30/9/202
1",Johor ,JHR,BATU PAHAT,"Kg Sungai
Suloh",1.7786,102.8545,1.0,30,9,"202
1"
"30/9/202
1",Johor ,JHR,BATU PAHAT,"Parit Teriman,
Parit Kasih,
Parit Simpan,
Parit Bengkok,
Senggarang.",1.7861,103.0283,0.7,30,9,"202
1"
"30/9/202
1",Johor ,JHR,BATU PAHAT,"Jalan
Kampung
Sengkuang,
Jalan Sri
Bengkal Sri
Gading.",1.86,103.0221,1.0,30,9,"202
1"
"20/10/20
21",Johor ,JHR,MUAR,Parit Jawa,1.9503,102.6408,0.3,20,10,"20
21"
"20/10/20
21",Johor ,JHR,MUAR,"Parit
Beting,Parit Md
Derus,Kg
Sabak Awor",2.0682,102.5653,0.3,20,10,"20
21"
"20/10/20
21",Johor ,JHR,BATU PAHAT,"Jalan Besar,
Seri Medan",1.9668,102.9626,0.4,20,10,"20
21"
"27/10/20
21",Johor ,JHR,PONTIAN,Pt. Mastar,1.6561,103.2673,0.3,27,10,"20
21"
"2/11/202
1",Johor ,JHR,PONTIAN,"Kg. Paya
Embun",1.5880299,103.4718,0.4,2,11,"202
1"
"5/11/202
1",Johor ,JHR,BATU PAHAT,"Jalan Peserai
Lama",1.8496,102.9232,0.4,5,11,"202
1"
"5/11/202
1",Johor ,JHR,KOTA TINGGI,"Kg. Baru Sg.
Mas",1.5868,104.1493,1.0,5,11,"202
1"
"6/11/202
1",Johor ,JHR,MUAR,"Kuala sg
balang",1.881,102.743,0.4,6,11,"202
1"
"6/11/202
1",Johor ,JHR,MUAR,Tanjung Emas,2.0479,102.5553,0.4,6,11,"202
1"
"9/11/202
1",Johor ,JHR,TANGKAK,"Jalan Segamat
– Tangkak @
Pejabat Kemas
Tangkak",2.3004,102.6021,0.3,9,11,"202
1"
"10/11/20
21",Johor ,JHR,TANGKAK,"Kampung Parit
Pulai",2.2279,102.6119,0.3,10,11,"20
21"
"10/11/20
21",Johor ,JHR,KOTA TINGGI,Kg Lukut,1.786,103.8875,0.5,10,11,"20
21"
"10/11/20
21",Johor ,JHR,KOTA TINGGI,Taman Aman,1.7384,103.9102,0.5,10,11,"20
21"
"2/12/202
1",Johor ,JHR,BATU PAHAT,Jalan Pantai,1.8397,102.9274,0.3,2,12,"202
1"
"2/12/202
1",Johor ,JHR,BATU PAHAT,Taman Nira,1.8602,102.9284,0.3,2,12,"202
1"
"4/12/202
1",Johor ,JHR,BATU PAHAT,"Jalan Pantai &
Jalan Sultanah",1.8397,102.9274,0.4,4,12,"202
1"
"4/12/202
1",Johor ,JHR,BATU PAHAT,Taman Nira,1.8602,102.9284,0.4,4,12,"202
1"
"4/12/202
1",Johor ,JHR,BATU PAHAT,"Taman Sri
Banang",1.8192,102.9019,0.4,4,12,"202
1"
"4/12/202
1",Johor ,JHR,BATU PAHAT,"Jalan Peserai
Lama",1.8496,102.9232,0.4,4,12,"202
1"
"5/12/202
1",Johor ,JHR,KOTA TINGGI,Tanjung Buai,1.4978,104.0447,0.3,5,12,"202
1"
