date,negeri,code,daerah,kawasan_banjir,latitude,longitude,kedalaman_banjir_max,day,month,year
3/1/2021,Pahang,PHG,TEMERLOH,"KG PAYA
LUAS,KUALA
KRAU",3.7232,102.3315,1.5,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,KG PAYA MENDOI,3.7269,102.3387,1.0,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,KG KERAI,3.5878,102.4187,1.0,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,KG PAYA SOK,3.8029,102.3603,1.0,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,KG PENAK,3.4664,102.3724,1.0,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,"KG
PENDERAS,KUAL
A KRAU",3.7315,102.2818,1.0,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,"KG PENGKALAN
MANGGIS",3.4395,102.4281,2.0,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,KG PERAGAP,3.5489,102.4065,1.0,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,KG PIAN,3.7784,102.2407,1.0,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,"KG PULAU PASIR
MANDI",3.6016,102.4113,1.5,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,KG PULAU RAYA,3.7367,102.3863,1.5,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,"KG
RAJA,SONGSANG",3.4854,102.4012,1.5,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,"KG RANTAU
PANJANG",3.4945,102.2053,1.5,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,KG SANGGANG,3.5268,102.4275,1.0,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,"KG SANGGANG
SEBERANG",3.5198,102.4369,1.0,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,KG SEMENTEH,3.4908,102.1995,1.5,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,KG SEMPADAN,3.4715,102.1226,1.0,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,KG SG KEPONG,3.4955,102.2473,1.5,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,"KG SUNGAI
DINGIN, KG
MAMBANG
BERULANG & KG
CHATIN",3.4764,102.3704,2.0,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,"KG TANJUNG
KERAYONG",3.3855,102.4353,2.0,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,"KG TANJUNG
PERAH & KG
PAYA TARAM",3.5716,102.3829,1.0,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,"KG TEBING
TINGGI LEBAK",3.3901,102.4277,1.0,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,"KG TEKAL & KG
BENOM",3.623,102.4018,1.0,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,"KG TELUK IRA &
KG TELUK
MENGKUANG",3.4699,102.4422,1.5,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,"KG TELUK
SENTANG",3.5535,102.4351,1.5,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,KG TENGAH,3.435,102.4296,1.5,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,"KG
TERENGGING,
KUALA KRAU",3.7294,102.3474,1.5,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,"KG TG
KERAYONG",3.3854,102.4358,1.5,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,"KG. LEBAK
SEBERANG",3.3996,102.4296,1.5,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,KUALA KRAU,3.704,102.3655,1.5,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,"PONDOK TAHFIZ
HAJI AHMAD",3.4951,102.1566,1.5,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,"RUMAH PANGSA
JLN KARAK",3.489,102.3093,1.0,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,"TAMAN DAMAI
TAHA",3.4891,102.3118,1.0,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,"TAMAN
MENTAKAB
INDAH,
KAMPUNG
SUNGAI ARA",3.4969,102.2935,3.0,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,"TAMAN MURNI &
KG KUALA
KAUNG",3.4787,102.14,1.5,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,TMN CENGAL,3.4631,102.3935,1.0,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,"TMN KERDAU
IMPIAN & KG
HUMA LUAS",3.5685,102.3891,1.0,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,"TMN PAYA
TARAM",3.5697,102.3781,1.5,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,TMN SRI DESA,3.567,102.4142,1.0,3,1,2021
3/1/2021,Pahang,PHG,TEMERLOH,"KG
LOMPAT,SONGSA
NG",3.4814,102.3972,1.5,3,1,2021
"23/3/202
1",Pahang,PHG,KUANTAN,"Bandar Baru Sg.
Lembing",3.9188,103.0361,0.75,23,3,"202
1"
"24/3/202
1",Pahang,PHG,KUANTAN,Kg. Tiram,3.8121,103.2855,2.18,24,3,"202
1"
"30/3/202
1",Pahang,PHG,TEMERLOH,Kg. Bukit Resak,3.4611,102.4619,0.6,30,3,"202
1"
"11/5/202
1",Pahang,PHG,BENTONG,Kg. Cinta Manis,3.4458,102.0167,0.5,11,5,"202
1"
"11/5/202
1",Pahang,PHG,BERA,"Taman Jaya, SJK
Tamil Kemayan,
Kg Limau, Taman
Maju Jaya, Taman
Ixora,",3.1309,102.3623,0.6,11,5,"202
1"
"11/5/202
1",Pahang,PHG,TEMERLOH,Kg. Insaf,3.4982,102.1915,0.3,11,5,"202
1"
"11/5/202
1",Pahang,PHG,TEMERLOH,Kg. Kuala Kaung,3.4825,102.1437,0.3,11,5,"202
1"
"11/5/202
1",Pahang,PHG,TEMERLOH,Kg. Kelubi,3.5006,102.2968,0.2,11,5,"202
1"
"14/5/202
1",Pahang,PHG,BERA,Felda Tementi,3.2691,102.6145,0.6,14,5,"202
1"
"14/5/202
1",Pahang,PHG,BERA,Felda Rentam,3.2691,102.6145,0.6,14,5,"202
1"
"14/5/202
1",Pahang,PHG,BERA,Kg. Paya Tateh,3.2186,102.4126,0.6,14,5,"202
1"
"13/5/202
1",Pahang,PHG,TEMERLOH,Kg. Batu Kapor,3.4978,102.3284,0.2,13,5,"202
1"
"13/5/202
1",Pahang,PHG,TEMERLOH,Kg. Sungai Buloh,3.5038,102.3306,0.2,13,5,"202
1"
"13/5/202
1",Pahang,PHG,TEMERLOH,Kg. Chatin Bawah,3.494,102.3528,0.2,13,5,"202
1"
"16/5/202
1",Pahang,PHG,JERANTUT,"Perumahan
PR1MA Paya
Gunung",3.9475,102.4128,0.5,16,5,"202
1"
"21/5/202
1",Pahang,PHG,TEMERLOH,Kg. Bukit Resak,3.4612,102.4623,0.2,21,5,"202
1"
"27/5/202
1",Pahang,PHG,BENTONG,"Stesen JKR Kg.
Manchis",3.2044,102.1622,1.0,27,5,"202
1"
"18/6/202
1",Pahang,PHG,JERANTUT,Kg Damak,3.9489,102.2139,1.2,18,6,"202
1"
"25/6/202
1",Pahang,PHG,LIPIS,Kg Barhamah,4.6931,102.0028,0.5,25,6,"202
1"
"25/6/202
1",Pahang,PHG,LIPIS,Kg Teluk Gunung,4.6934,102.0029,0.5,25,6,"202
1"
"25/6/202
1",Pahang,PHG,LIPIS,Kg Persit,4.6512,102.0,0.5,25,6,"202
1"
"11/7/202
1",Pahang,PHG,RAUB,Kg. Tranum,3.7267,101.8118,1.0,11,7,"202
1"
"12/7/202
1",Pahang,PHG,RAUB,"Kg. Ulu
Sungai",3.9802,101.7548,1.0,12,7,"202
1"
"12/7/202
1",Pahang,PHG,RAUB,"Kg. Kundang
Patah",3.9262,101.8425,1.0,12,7,"202
1"
"12/7/202
1",Pahang,PHG,RAUB,"Kg. Semantan
Ulu",3.9382,101.8425,1.0,12,7,"202
1"
"12/7/202
1",Pahang,PHG,RAUB,Kg. Sengkela,3.9129,101.8911,1.0,12,7,"202
1"
"12/7/202
1",Pahang,PHG,JERANTUT,Kg. Gajah Mati,3.9994,102.3611,0.5,12,7,"202
1"
"16/11/20
21",Pahang,PHG,"CAMERON
HIGHLANDS","Pekan Lama
Tringkap",4.5163,101.4288,0.9,16,11,"20
21"
"21/11/20
21",Pahang,PHG,BERA,"Felda Bukit
Puchong",3.2323,102.3277,0.6,21,11,"20
21"
"21/11/20
21",Pahang,PHG,RAUB,Kg. Tranum,3.7267,101.8118,0.6,21,11,"20
21"
"18/11/20
21",Pahang,PHG,PEKAN,"Perumahan TNB
Chini Dara",3.3772,102.9449,0.5,18,11,"20
21"
"20/11/20
21",Pahang,PHG,TEMERLOH,Tmn. Netas Baru,3.4856,102.3115,0.5,20,11,"20
21"
"17/12/20
21",Pahang,PHG,MARAN,Sri Jaya,3.6714,102.8727,1.0,17,12,"20
21"
"17/12/20
21",Pahang,PHG,MARAN,Sungai Jerik,3.7794,102.6434,1.0,17,12,"20
21"
"18/12/20
21",Pahang,PHG,MARAN,Paya Chedong,3.5909,102.7786,1.0,18,12,"20
21"
"17/12/20
21",Pahang,PHG,TEMERLOH,"KG. PIAN
KG. PASU",3.7813,102.2397,0.4,17,12,"20
21"
"17/12/20
21",Pahang,PHG,TEMERLOH,Unkonwn Location,3.7508,102.2677,0.4,17,12,"20
21"
"17/12/20
21",Pahang,PHG,RAUB,Kg. Kuala Keloi,3.9105,101.9712,1.0,17,12,"20
21"
"17/12/20
21",Pahang,PHG,RAUB,Bukit Pampong,3.9008,101.9554,1.0,17,12,"20
21"
"17/12/20
21",Pahang,PHG,RAUB,Kg. Gali Tengah,3.8465,101.8964,1.0,17,12,"20
21"
"17/12/20
21",Pahang,PHG,RAUB,Kg. Gali Hilir,3.8662,101.8916,1.0,17,12,"20
21"
"17/12/20
21",Pahang,PHG,RAUB,Kg. Sg. Pasu,3.9318,102.0062,1.0,17,12,"20
21"
"17/12/20
21",Pahang,PHG,RAUB,"Kg. Durian
Sebatang",3.8875,101.8946,1.0,17,12,"20
21"
"17/12/20
21",Pahang,PHG,RAUB,Kg. Ajai,3.9358,101.89,1.0,17,12,"20
21"
"17/12/20
21",Pahang,PHG,RAUB,Kg. Kuala Gali,3.9086,101.8965,1.0,17,12,"20
21"
"17/12/20
21",Pahang,PHG,RAUB,Kg. Temau,3.9265,101.8935,1.0,17,12,"20
21"
"17/12/20
21",Pahang,PHG,RAUB,Kg. Sega Lama,4.0042,101.9007,1.0,17,12,"20
21"
"17/12/20
21",Pahang,PHG,RAUB,Kg. Pamah Rawas,3.941,102.0159,1.0,17,12,"20
21"
"17/12/20
21",Pahang,PHG,RAUB,Kg. Peruas,3.9439,102.0196,1.0,17,12,"20
21"
"18/12/20
21",Pahang,PHG,JERANTUT,Kg. Gintong (5pm),3.8264,102.4097,2.2,18,12,"20
21"
"18/12/20
21",Pahang,PHG,JERANTUT,"Kg. Jeransang
(5pm)",3.8264,102.4069,1.4,18,12,"20
21"
"19/12/20
21",Pahang,PHG,JERANTUT,Kg. Pulau Tawar,3.8781,102.4056,1.0,19,12,"20
21"
"19/12/20
21",Pahang,PHG,JERANTUT,Kg. Tebing Tinggi,3.8444,102.3783,1.0,19,12,"20
21"
"18/12/20
21",Pahang,PHG,TEMERLOH,Kg. Pian,3.7813,102.2397,0.6,18,12,"20
21"
"18/12/20
21",Pahang,PHG,TEMERLOH,Kg. Pasu,3.7508,102.2677,0.6,18,12,"20
21"
"18/12/20
21",Pahang,PHG,TEMERLOH,Kg. Lubuk Wong,3.7626,102.2409,0.6,18,12,"20
21"
"18/12/20
21",Pahang,PHG,TEMERLOH,Kg. Mempateh,3.519,102.1739,0.6,18,12,"20
21"
"18/12/20
21",Pahang,PHG,TEMERLOH,Kg. Chatin,3.4718,102.3626,0.6,18,12,"20
21"
"18/12/20
21",Pahang,PHG,TEMERLOH,"Kg. Guntung
Kelibang",3.5799,102.3814,0.3,18,12,"20
21"
"18/12/20
21",Pahang,PHG,TEMERLOH,Kg. Terengging,3.7236,102.3563,0.6,18,12,"20
21"
"21/12/20
21",Pahang,PHG,MARAN,Kg. Baru Pertanian,3.5538,102.6524,1.0,21,12,"20
21"
"21/12/20
21",Pahang,PHG,MARAN,Kg. Sungai Ling,3.5537,102.6524,1.0,21,12,"20
21"
"17/12/20
21",Pahang,PHG,RAUB,Kg. Kuala Keloi,3.9105,101.9712,1.0,17,12,"20
21"
"17/12/20
21",Pahang,PHG,RAUB,Bukit Pampong,3.9008,101.9554,1.0,17,12,"20
21"
"17/12/20
21",Pahang,PHG,RAUB,Kg. Gali Tengah,3.8465,101.8964,1.0,17,12,"20
21"
"17/12/20
21",Pahang,PHG,RAUB,Kg. Gali Hilir,3.8662,101.8916,1.0,17,12,"20
21"
"17/12/20
21",Pahang,PHG,RAUB,Kg. Sg. Pasu,3.9318,102.0062,1.0,17,12,"20
21"
"17/12/20
21",Pahang,PHG,RAUB,Kg. Durian Sebatang,3.8875,101.8946,1.0,17,12,"20
21"
"17/12/20
21",Pahang,PHG,RAUB,Kg. Ajai,3.9358,101.89,1.0,17,12,"20
21"
"17/12/20
21",Pahang,PHG,RAUB,Kg. Kuala Gali,3.9086,101.8965,1.0,17,12,"20
21"
"17/12/20
21",Pahang,PHG,RAUB,Kg. Temau,3.9265,101.8935,1.0,17,12,"20
21"
"17/12/20
21",Pahang,PHG,RAUB,Kg. Sega Lama,4.0042,101.9007,1.0,17,12,"20
21"
"17/12/20
21",Pahang,PHG,RAUB,Kg. Pamah Rawas,3.941,102.0159,1.0,17,12,"20
21"
"17/12/20
21",Pahang,PHG,RAUB,Kg. Peruas,3.9439,102.0196,1.0,17,12,"20
21"
"17/12/20
21",Pahang,PHG,RAUB,Kg. Kuala Keloi,3.911,101.9712,1.0,17,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Kg Janda Baik,3.3393,101.8354,2.5,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Kg .Sungai Perdak,3.1779,102.1922,3.5,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Kg. Telemong,3.1744,102.1932,3.5,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Bandar Bentong,3.5226,101.9085,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Kg Ketari,3.5058,101.9141,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Sg Marong,3.5109,101.9166,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Kg Kemansur,3.5242,101.903,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Kg Perting,3.5218,101.9058,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Kg Repas,3.5371,101.9004,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Kg Chamang,3.5354,101.9008,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Pekan Karak,3.4195,102.028,2.5,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Taman Hijau,3.4222,102.0268,2.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Taman Karak Jaya,3.4249,102.0235,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Taman Karak Indah,3.4164,102.0365,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Taman Wijaya,3.421,102.0466,3.5,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,"Taman Bukit
Dinding",3.4172,102.0491,4.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Kg. Karak Setia,3.4333,102.0527,5.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Kg. Teroh,3.4225,102.051,5.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Kg. Lengkong,3.4796,102.0895,5.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Kg. Jambu Rias,3.4644,102.0967,5.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Kg. Paya Pelantar,3.4851,102.0916,5.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Kg Simp. Pelangai,3.1779,102.1922,2.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Kg Semerting,3.1744,102.1932,2.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Kg Hayat,3.1749,102.2036,2.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Kg Chemomoi,3.2535,102.2162,2.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Agro Chemomoi,3.2062,102.2552,2.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Kg Baris,3.1929,102.246,2.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Kg Bukit Gajah,3.1621,102.2346,2.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Kg. Benus,3.4933,101.9343,4.5,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Kg Chegar Medang,3.4908,101.9386,4.5,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Kg. Bukit Piatu,3.5021,101.9278,4.5,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Taman Muhibbah,3.5039,101.9224,4.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Taman Bukit Piatu,3.4982,101.9261,4.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Taman Harmoni,3.5007,101.9282,3.5,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Taman Seroja,3.4872,101.9367,3.5,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Taman Melati,3.4944,101.9929,3.5,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Industri Bentong,3.5354,101.9008,3.5,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Lebuhraya CSR,3.4944,101.9292,3.5,18,12,"20
21"
"18/12/20
21",Pahang,PHG,BENTONG,Resort Hotsprings,3.41,101.8914,4.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,PEKAN,RPS Unchang,3.2801,103.1737,0.5,18,12,"20
21"
"18/12/20
21",Pahang,PHG,PEKAN,"Kampung
Permatang Nangka",3.575639,103.3943,0.5,18,12,"20
21"
"18/12/20
21",Pahang,PHG,PEKAN,Kampung Pulau Serai,3.577389,103.379,0.5,18,12,"20
21"
"18/12/20
21",Pahang,PHG,PEKAN,"Kampung Pahang
Tua",3.5725,103.3499,0.5,18,12,"20
21"
"18/12/20
21",Pahang,PHG,PEKAN,Kampung Bentan,3.5736,103.3965,0.5,18,12,"20
21"
"18/12/20
21",Pahang,PHG,PEKAN,"Kampung Kelat
Rendang",3.5174,103.3985,0.1,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Kg Penjom,4.1224,102.0163,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Kg Binjai,4.0877,101.9875,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Taman KSM,4.1664,102.0346,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Kg Tempoyang,4.1702,102.0292,5.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Kg Kuala Lanar,4.1717,102.1054,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Taman Cahaya,4.1895,102.1392,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Kg Kuala Kechau,4.1871,102.0933,5.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Bandar Lipis,4.1747,102.0457,5.0,18,12,"20
21"
"19/12/20
21",Pahang,PHG,LIPIS,Kg Bertang,4.2451,101.8693,1.0,19,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Kg Kerambit,4.1158,102.2036,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Kg Samak Jani,4.0578,102.2376,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Kg Gemunchur,4.0868,102.2757,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Kg Talus Dala,4.0841,102.2547,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Kg Ganding,4.0945,102.2471,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Kg Mela,4.073,102.275,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Kg Limau Purut,4.0675,102.229,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Kg Lentang,4.15,102.1796,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Kg Kuala Kenong,4.1752,102.1646,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Kg Batu 9,4.1741,102.1628,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Kg Tg Buluh,4.1188,102.2104,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Kg Redan,4.0629,102.2529,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Kg. Budu,4.043,102.0243,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Kg Chat,3.9704,101.9793,0.3,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Kg Jeransang,4.0003,102.1157,0.3,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Kg Benta,4.0188,101.9649,0.3,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,"Kampung Chegar
Perah",4.4205,101.9282,0.3,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Kg Lubuk Kulit,4.1912,101.9235,2.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Kg Beletik,4.1574,101.9104,2.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Kg Telang,4.2484,101.9548,2.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Kg Seberang Jelai,4.2576,101.9639,2.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Kg Tg Jambu,4.2374,101.9465,2.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Kg Bukit Kota,4.2649,101.9146,2.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,LIPIS,Kg Bukit Betong,4.2577,101.9252,2.0,18,12,"20
21"
"20/12/20
21",Pahang,PHG,PEKAN,Kg. Tanjung,3.457,103.0707,0.5,20,12,"20
21"
"20/12/20
21",Pahang,PHG,PEKAN,Kg. Bunut,3.5041,103.0873,0.6,20,12,"20
21"
"20/12/20
21",Pahang,PHG,PEKAN,Kg. Pulau Manis,3.5163,103.1419,0.6,20,12,"20
21"
"20/12/20
21",Pahang,PHG,PEKAN,Kg.Temai,3.5345,103.2394,0.5,20,12,"20
21"
"20/12/20
21",Pahang,PHG,PEKAN,Kg.Padang Rumbia,3.5299,103.2011,0.6,20,12,"20
21"
"20/12/20
21",Pahang,PHG,PEKAN,Kg.Pulau Rumput,3.507,103.1582,0.6,20,12,"20
21"
"20/12/20
21",Pahang,PHG,PEKAN,Kg. Temai Tengah,3.5419,103.2243,0.6,20,12,"20
21"
"18/12/20
21",Pahang,PHG,PEKAN,"Kg. Permatang
Pauh",3.4874,103.3756,0.5,18,12,"20
21"
"18/12/20
21",Pahang,PHG,PEKAN,Kg. Padang Buluh,3.4961,103.3799,0.5,18,12,"20
21"
"18/12/20
21",Pahang,PHG,PEKAN,"Kg.Parit Engku
Dato",3.4888,103.3859,0.4,18,12,"20
21"
"18/12/20
21",Pahang,PHG,PEKAN,"Kg. Permatang
Chicar",3.4956,103.3734,0.5,18,12,"20
21"
"18/12/20
21",Pahang,PHG,PEKAN,Kg. Mengkasar,3.5009,103.3817,0.5,18,12,"20
21"
"19/12/20
21",Pahang,PHG,PEKAN,Kg. Sungai Miang,3.4216,103.4212,0.5,19,12,"20
21"
"19/12/20
21",Pahang,PHG,PEKAN,"Kg. Baru
Cenderawasih",3.403306,103.4168,0.5,19,12,"20
21"
"19/12/20
21",Pahang,PHG,PEKAN,Kg.Ketapang hilir,3.4898,103.4187,0.4,19,12,"20
21"
"19/12/20
21",Pahang,PHG,PEKAN,Taman Mualim,3.4889,103.4125,0.5,19,12,"20
21"
"19/12/20
21",Pahang,PHG,PEKAN,Kg. Alor Ara,3.4733,103.3968,0.3,19,12,"20
21"
"31/12/20
21",Pahang,PHG,RAUB,Kg. Ulu Atok,4.0453,101.9292,1.0,31,12,"20
21"
"17/12/20
21",Pahang,PHG,KUANTAN,"Bandar Sg.
Lembing",3.9188,103.0361,3.0,17,12,"20
21"
"18/12/20
21",Pahang,PHG,KUANTAN,Kg. Ayer Hitam,3.7569,103.2488,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,KUANTAN,Taman guru,3.7718,103.2723,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,KUANTAN,Telok Mahang,3.7692,103.6587,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,KUANTAN,Kg. Sri Damai,3.7504,103.2226,3.0,18,12,"20
21"
"18/12/20
21",Pahang,PHG,KUANTAN,Kg. Jaya Gading,3.7479,103.2083,3.0,18,12,"20
21"
"19/12/20
21",Pahang,PHG,KUANTAN,"Perumahan Bukit
Rangin 1, 2 & 3",3.805,103.2607,1.5,19,12,"20
21"
"18/12/20
21",Pahang,PHG,PEKAN,Kg. Menchupu,3.5327,103.0977,0.6,18,12,"20
21"
"19/12/20
21",Pahang,PHG,PEKAN,Kg. Kuala Pahang,3.5328,103.4547,0.5,19,12,"20
21"
"19/12/20
21",Pahang,PHG,PEKAN,Kg. Serandu,3.5728,103.4157,0.5,19,12,"20
21"
"19/12/20
21",Pahang,PHG,PEKAN,Kg. Pulau Jawa,3.502,103.4075,0.4,19,12,"20
21"
"21/12/20
21",Pahang,PHG,PEKAN,Kg. Tebat,3.4891,103.0738,0.5,21,12,"20
21"
"21/12/20
21",Pahang,PHG,PEKAN,Kg. Pelak,3.4945,103.1036,0.6,21,12,"20
21"
"21/12/20
21",Pahang,PHG,PEKAN,"Kg. Tanjung
Cempaka",3.4758,103.0644,0.6,21,12,"20
21"
"21/12/20
21",Pahang,PHG,PEKAN,"Kg. Tanjung
Medang",3.5447,103.3328,0.5,21,12,"20
21"
"21/12/20
21",Pahang,PHG,PEKAN,Kg. Acheh,3.5342,103.2802,0.6,21,12,"20
21"
"21/12/20
21",Pahang,PHG,PEKAN,Kg. Ganchong,3.5515,103.2809,0.5,21,12,"20
21"
21/12/2021,Pahang,PHG,PEKAN,Kg. Bukit Udang,3.4674,103.0031,0.5,21,12,2021
22/12/2021,Pahang,PHG,PEKAN,Kg. Salong,3.4809,102.9622,0.5,22,12,2021
23/12/2021,Pahang,PHG,PEKAN,Kg. Paloh Hinai,3.4859,103.1038,0.5,23,12,2021
24/12/2021,Pahang,PHG,PEKAN,Kg. Tanah Putih,3.593,103.3712,0.5,24,12,2021
24/12/2021,Pahang,PHG,PEKAN,Kg. Lamir,3.5916,103.3491,0.5,24,12,2021
25/12/2021,Pahang,PHG,PEKAN,Kg. Sawah,3.5929,103.3541,0.5,25,12,2021
22/12/2021,Pahang,PHG,PEKAN,Kg. Ubai,3.6044,103.332,0.5,22,12,2021
