slope,system:index,name
0.0,0,node0
0.0,1,node1
0.0,2,node2
0.9274099469184875,3,node3
3.8337583541870117,4,node4
0.0,5,node5
0.0,6,node6
2.9415018558502197,7,node7
0.0,8,node8
5.848020076751709,9,node9
0.0,10,node10
0.0,11,node11
0.0,12,node12
1.3142563104629517,13,node13
0.9274099469184875,14,node14
10.498868942260742,15,node15
3.3445849418640137,16,node16
0.0,17,node17
12.29442024230957,18,node18
0.0,19,node19
0.0,20,node20
0.0,21,node21
0.0,22,node22
16.681089401245117,23,node23
7.939520835876465,24,node24
0.0,25,node25
0.0,26,node26
0.0,27,node27
0.0,28,node28
2.9418601989746094,29,node29
4.719386577606201,30,node30
11.184593200683594,31,node31
2.931671380996704,32,node32
0.0,33,node33
0.0,34,node34
0.0,35,node35
22.180458068847656,36,node36
3.35087251663208,37,node37
0.0,38,node38
0.0,39,node39
0.0,40,node40
3.8333003520965576,41,node41
3.3447601795196533,42,node42
0.0,43,node43
7.63228178024292,44,node44
0.0,45,node45
0.0,46,node46
0.0,47,node47
0.0,48,node48
0.0,49,node49
4.719369411468506,50,node50
0.0,51,node51
1.8623920679092407,52,node52
2.941788673400879,53,node53
3.8194377422332764,54,node54
0.0,55,node55
0.0,56,node56
4.719384670257568,57,node57
0.0,58,node58
3.3508920669555664,59,node59
2.9415323734283447,60,node60
7.465250015258789,61,node61
0.0,62,node62
3.819399833679199,63,node63
0.0,64,node64
2.0748839378356934,65,node65
0.0,66,node66
3.3445544242858887,67,node67
0.0,68,node68
0.0,69,node69
4.155052185058594,70,node70
2.0803399085998535,71,node71
0.0,72,node72
1.8543341159820557,73,node73
6.723341941833496,74,node74
3.3506052494049072,75,node75
0.0,76,node76
0.0,77,node77
7.902392864227295,78,node78
0.0,79,node79
3.345033645629883,80,node80
0.0,81,node81
10.460440635681152,82,node82
8.26536750793457,83,node83
2.6270437240600586,84,node84
2.931716203689575,85,node85
2.9412572383880615,86,node86
0.0,87,node87
0.0,88,node88
1.8543341159820557,89,node89
0.931477963924408,90,node90
7.05222749710083,91,node91
2.6270525455474854,92,node92
2.6270477771759033,93,node93
0.0,94,node94
0.0,95,node95
5.570798397064209,96,node96
0.0,97,node97
5.6241984367370605,98,node98
0.0,99,node99
4.737614154815674,100,node100
0.0,101,node101
0.0,102,node102
0.0,103,node103
11.039640426635742,104,node104
0.0,105,node105
0.0,106,node106
13.484189987182617,107,node107
0.0,108,node108
0.0,109,node109
0.0,110,node110
3.3508501052856445,111,node111
0.0,112,node112
2.0747933387756348,113,node113
1.3142869472503662,114,node114
7.605162620544434,115,node115
12.922258377075195,116,node116
0.0,117,node117
0.0,118,node118
0.0,119,node119
2.941822052001953,120,node120
14.520768165588379,121,node121
0.0,122,node122
0.0,123,node123
0.0,124,node124
0.0,125,node125
0.0,126,node126
25.095985412597656,127,node127
2.7916767597198486,128,node128
18.854747772216797,129,node129
15.847883224487305,130,node130
0.0,131,node131
0.0,132,node132
0.0,133,node133
5.624197483062744,134,node134
0.0,135,node135
3.349902391433716,136,node136
0.0,137,node137
4.144055366516113,138,node138
2.079930305480957,139,node139
13.157358169555664,140,node140
0.9312620162963867,141,node141
0.0,142,node142
2.0798628330230713,143,node143
0.0,144,node144
1.8620364665985107,145,node145
0.0,146,node146
2.0801100730895996,147,node147
0.0,148,node148
0.0,149,node149
0.0,150,node150
0.0,151,node151
8.28909969329834,152,node152
2.9413235187530518,153,node153
4.154973983764648,154,node154
2.0748047828674316,155,node155
7.903008937835693,156,node156
2.6268653869628906,157,node157
0.0,158,node158
0.0,159,node159
0.0,160,node160
9.209808349609375,161,node161
0.0,162,node162
0.9274099469184875,163,node163
0.0,164,node164
5.2432451248168945,165,node165
0.0,166,node166
0.0,167,node167
0.0,168,node168
0.0,169,node169
0.0,170,node170
0.0,171,node171
15.096222877502441,172,node172
0.0,173,node173
0.0,174,node174
4.719387054443359,175,node175
0.0,176,node176
0.9274099469184875,177,node177
0.0,178,node178
5.4094390869140625,179,node179
2.9317188262939453,180,node180
0.9274099469184875,181,node181
4.634408950805664,182,node182
0.0,183,node183
4.1442389488220215,184,node184
9.961085319519043,185,node185
0.0,186,node186
0.0,187,node187
2.0799732208251953,188,node188
14.21391773223877,189,node189
2.7916951179504395,190,node190
0.0,191,node191
0.0,192,node192
6.218290328979492,193,node193
0.0,194,node194
1.314318299293518,195,node195
0.0,196,node196
0.0,197,node197
0.0,198,node198
0.0,199,node199
0.0,200,node200
0.0,201,node201
0.0,202,node202
2.931694507598877,203,node203
1.3142067193984985,204,node204
0.0,205,node205
0.0,206,node206
0.0,207,node207
1.3142871856689453,208,node208
2.079831838607788,209,node209
0.0,210,node210
0.9312653541564941,211,node211
0.0,212,node212
0.0,213,node213
2.0801608562469482,214,node214
0.0,215,node215
4.144387722015381,216,node216
0.0,217,node217
0.0,218,node218
3.8331403732299805,219,node219
0.0,220,node220
0.0,221,node221
0.0,222,node222
1.8625231981277466,223,node223
2.0800118446350098,224,node224
0.0,225,node225
0.0,226,node226
0.0,227,node227
0.0,228,node228
2.9317221641540527,229,node229
0.0,230,node230
0.0,231,node231
0.0,232,node232
4.73928165435791,233,node233
0.0,234,node234
0.0,235,node235
2.074929714202881,236,node236
5.927321434020996,237,node237
2.627183198928833,238,node238
21.447818756103516,239,node239
0.0,240,node240
0.0,241,node241
0.0,242,node242
0.0,243,node243
0.0,244,node244
2.7918550968170166,245,node245
8.763049125671387,246,node246
0.0,247,node247
0.0,248,node248
0.0,249,node249
7.223903179168701,250,node250
0.0,251,node251
0.0,252,node252
0.0,253,node253
0.0,254,node254
0.0,255,node255
0.0,256,node256
0.0,257,node257
5.2428765296936035,258,node258
0.0,259,node259
0.0,260,node260
11.476534843444824,261,node261
0.0,262,node262
1.3141669034957886,263,node263
0.0,264,node264
0.0,265,node265
0.0,266,node266
5.847996234893799,267,node267
0.0,268,node268
0.0,269,node269
2.931654930114746,270,node270
0.0,271,node271
2.9419238567352295,272,node272
6.557642459869385,273,node273
0.0,274,node274
4.738052845001221,275,node275
0.0,276,node276
4.7370781898498535,277,node277
0.0,278,node278
3.7206459045410156,279,node279
0.0,280,node280
2.9413247108459473,281,node281
0.0,282,node282
20.044031143188477,283,node283
0.0,284,node284
13.96586799621582,285,node285
3.34482479095459,286,node286
0.0,287,node287
0.0,288,node288
0.0,289,node289
13.051533699035645,290,node290
3.936901569366455,291,node291
0.0,292,node292
0.0,293,node293
0.0,294,node294
6.218200206756592,295,node295
9.78122329711914,296,node296
4.73710823059082,297,node297
0.0,298,node298
9.27797794342041,299,node299
0.0,300,node300
0.0,301,node301
0.0,302,node302
3.3504326343536377,303,node303
0.0,304,node304
9.410693168640137,305,node305
5.547544956207275,306,node306
0.9274099469184875,307,node307
8.339847564697266,308,node308
3.9373438358306885,309,node309
11.192381858825684,310,node310
0.0,311,node311
0.0,312,node312
0.0,313,node313
0.0,314,node314
0.0,315,node315
3.819439172744751,316,node316
0.0,317,node317
3.833566904067993,318,node318
0.0,319,node319
3.344667673110962,320,node320
2.6275017261505127,321,node321
8.734521865844727,322,node322
0.0,323,node323
0.0,324,node324
0.0,325,node325
0.0,326,node326
0.0,327,node327
4.634281158447266,328,node328
0.0,329,node329
0.0,330,node330
0.0,331,node331
0.0,332,node332
5.408718109130859,333,node333
0.0,334,node334
0.0,335,node335
0.0,336,node336
0.0,337,node337
0.0,338,node338
0.0,339,node339
0.0,340,node340
4.647613525390625,341,node341
4.154688835144043,342,node342
0.0,343,node343
7.218616962432861,344,node344
0.0,345,node345
2.0747344493865967,346,node346
0.0,347,node347
3.704791784286499,348,node348
0.0,349,node349
0.0,350,node350
0.0,351,node351
2.0749242305755615,352,node352
0.0,353,node353
3.9372167587280273,354,node354
4.738947868347168,355,node355
0.0,356,node356
0.0,357,node357
0.0,358,node358
4.634702205657959,359,node359
9.89599609375,360,node360
0.0,361,node361
2.941572666168213,362,node362
