latitude,longitude,region,state,postcode,geometry,flood_risk,distance,kawasan_banjir,latitude_kb,longitude_kb,kedalaman_banjir,month_kb,altitude,slope,min_distance_river
6.466917525,100.2124771,Kangar,Perlis,1508,POINT (11155601.921904588 721427.356325875),False,3355.4811780974424,"Kawasan Kuaters
Kerajaan di Pejabat",6.4431,100.1942,0.4,6.0,6,1.3156450986862185,2314.2694231253404
6.449250201,100.0629188,Kangar,Perlis,1508,POINT (11138953.16810468 719448.0791177086),False,9670.567901838309,Kampung Nelayan,6.404,100.1369,0.6,4.0,11,3.8413028717041016,5972.589593568923
6.540672715,100.288795,Kangar,Perlis,1508,POINT (11164097.591671 729690.9285169108),False,6055.321943135688,Kg Bukit Merah Hulu,6.5112,100.2432,1.0,10.0,29,1.3157423734664917,314.2204633411828
6.318282686,100.2954094,Kangar,Perlis,1508,POINT (11164833.903310904 704777.8756247087),False,8082.318976239903,2) Kampung Belukar,6.2523,100.266,0.3,11.0,5,0.9330766201019288,3538.9428348187544
6.339424932,100.2256934,Kangar,Perlis,1508,POINT (11157073.15369076 707145.8511635129),False,7971.909568625527,Kampung Sentua,6.4051,100.1981,0.2,10.0,6,0.933114767074585,2335.9088430193638
6.367383551,100.215031,Kangar,Perlis,1508,POINT (11155886.220752126 710277.423784946),False,4626.138057110304,Kampung Sentua,6.4051,100.1981,0.2,10.0,7,1.865835428237915,818.6999020553179
6.397053486,100.1731004,Kangar,Perlis,1508,POINT (11151218.52771147 713600.8630091791),False,2925.2705173184418,Kampung Sentua,6.4051,100.1981,0.2,10.0,4,2.075629472732544,891.782462746541
6.567554583,100.1774558,Kangar,Perlis,1508,POINT (11151703.368621672 732703.0903969348),False,6631.286592262945,Taman Beseri Jaya,6.559,100.2364,0.6,5.0,428,20.015888214111328,2528.5758613851626
6.46306977,100.2222203,Kangar,Perlis,1512,POINT (11156686.529967286 720996.2849443174),False,3838.554768469148,"Kawasan Kuaters
Kerajaan di Pejabat",6.4431,100.1942,0.4,6.0,9,1.3156404495239258,3129.8493388559746
6.382277449,100.2219538,Kangar,Perlis,1512,POINT (11156656.863322988 711945.7203581854),False,3686.0251606286006,Kampung Sentua,6.4051,100.1981,0.2,10.0,6,2.9468493461608887,1577.9916513445505
