latitude,longitude,region,state,postcode,geometry,flood_risk,distance,kawasan_banjir,latitude_kb,longitude_kb,kedalaman_banjir,month_kb,altitude,slope,min_distance_river
6.133298745,100.4835084,Alor Setar,Kedah,5512,POINT (11185772.988209628 684063.3794143518),False,3976.261470739888,Kg. Kolon,6.1661,100.4972,1.5,10.0,22,0.9274099469184875,667.4522264733342
6.241754632,100.4763677,Alor Setar,Kedah,5512,POINT (11184978.08912172 696207.3808378656),False,3169.132354581316,"Kampung
Lubuk Batu,
Mukim
Pelubang",6.2151,100.4668,0.3,10.0,14,2.082914352416992,44.16022934909728
6.051259508,100.213683,Alor Setar,Kedah,5512,POINT (11155736.162078537 674878.94116039),False,9620.635501711318,"Kg. Tengku
Laksamana
Tepi Laut
Kuala Kedah",6.0914,100.2901,0.5,10.0,0,0.0,9105.624098871012
5.986656188,100.2128258,Alor Setar,Kedah,5512,POINT (11155640.739011029 667647.4668100596),False,13691.50760315126,1) Kg. Landai,5.9961,100.0902,3.0,8.0,0,0.0,14157.706186604471
6.211692436,100.2135807,Alor Setar,Kedah,5514,POINT (11155724.774094626 692841.0125020582),False,3308.6592363879085,Kuala Jerlun,6.2159,100.243,0.5,11.0,0,0.0,2616.9221601688537
6.103745861,100.5153202,Alor Setar,Kedah,5514,POINT (11189314.261586845 680754.7197299569),False,5063.896599818752,Lorong KP Ceria 7 Kubur Panjang,6.0787,100.5532,0.3,9.0,11,3.725855827331543,253.25230582952972
6.221596656,100.4894126,Alor Setar,Kedah,5514,POINT (11186430.240747169 693950.066972166),False,2620.237821511551,"Kampung
Lubuk Batu,
Mukim
Pelubang",6.2151,100.4668,0.3,10.0,42,12.317900657653809,1777.7132677748587
6.184896057,100.4237414,Alor Setar,Kedah,5514,POINT (11179119.756203385 689840.5128241663),False,1338.9121331516003,"Taman Sireh, bukit pinang",6.1955,100.4293,0.3,7.0,9,2.945844888687134,1709.8371970340436
6.018306277,100.2190304,Alor Setar,Kedah,5514,POINT (11156331.431923604 671190.1619414319),False,11381.672704874289,"Kg. Tengku
Laksamana
Tepi Laut
Kuala Kedah",6.0914,100.2901,0.5,10.0,0,0.0,10986.627592278459
6.18696191,100.252535,Alor Setar,Kedah,5514,POINT (11160061.146934835 690071.8293787611),False,2737.870807922548,"Kg. Suka
Menanti",6.1665,100.266,0.2,11.0,0,0.0,3174.577718249586
6.116689489,100.2337727,Alor Setar,Kedah,5514,POINT (11157972.537252726 682203.8302397111),False,6071.15825171257,"Kg. Tepi Laut
Kuala kedah",6.1021,100.2863,0.3,10.0,0,0.0,5443.141273648384
6.258861442,100.3137564,Alor Setar,Kedah,5514,POINT (11166876.282008488 698123.0896700541),False,5366.758220728876,2) Kampung Belukar,6.2523,100.266,0.3,11.0,2,0.9329695105552672,2101.3622947019894
6.264224192,100.3472483,Alor Setar,Kedah,5516,POINT (11170604.583262188 698723.6509867006),False,6681.2734908898,Jalan Istana,6.231,100.3971,0.9,11.0,6,0.0,2588.830049512418
6.115761373,100.2174949,Alor Setar,Kedah,5516,POINT (11156160.500845492 682099.921370336),False,7810.561919811047,"Kg. Tepi Laut
Kuala kedah",6.1021,100.2863,0.3,10.0,0,0.0,7225.345830831579
6.233556212,100.4518171,Alor Setar,Kedah,5516,POINT (11182245.128831051 695289.3016582862),False,2655.782775089658,"Kampung
Lubuk Batu,
Mukim
Pelubang",6.2151,100.4668,0.3,10.0,11,3.940505743026733,170.15875018776563
6.230005307,100.4302968,Alor Setar,Kedah,5516,POINT (11179849.499993332 694891.6670615876),True,425.1139363874775,"Jalan Padang
Tembak Bukit
Pinang
(kawasan
Sek. Keb.
Bukit Pinang)",6.2269,100.4281,0.2,4.0,8,1.854334115982056,419.32900381781485
6.036961606,100.3833242,Alor Setar,Kedah,5516,POINT (11174620.534080096 673278.4088299223),False,5892.099490199539,"Jalan KP
Ceria7, Kg
Kubur
Panjang,
Mukim
Rambai.",6.0449,100.331,0.8,10.0,6,0.932580828666687,2349.801807199504
