nilai_hujan_max,tempoh_hujan,tempoh_ulang,kedalaman_banjir,distance
AL",3,2963.380449
63.5,8,"NORM
AL",3,3045.126041
63.5,8,"NORM
AL",3,3063.688291
63.5,8,"NORM
AL",3,3194.681994
63.5,8,"NORM
AL",3,3240.360812
63.5,8,"NORM
AL",3,2892.491696
63.5,8,"NORM
AL",3,3076.700064
63.5,8,"NORM
AL",3,3005.336054
63.5,8,"NORM
AL",3,3112.421788
63.5,8,"NORM
AL",3,3049.742039
63.5,8,"NORM
AL",3,3131.542447
63.5,8,"NORM
AL",3,2982.545755
63.5,8,"NORM
AL",3,2966.386555
63.5,8,"NORM
AL",3,3236.854951
63.5,8,"NORM
AL",3,3082.462903
63.5,8,"NORM
AL",3,3085.388673
63.5,8,"NORM
AL",3,3161.409394
63.5,8,"NORM
AL",3,3042.303364
63.5,8,"NORM
AL",3,3188.626365
63.5,8,"NORM
AL",3,3109.013271
63.5,8,"NORM
AL",3,3431.020222
63.5,8,"NORM
AL",3,3165.671057
63.5,8,"NORM
AL",3,3009.252598
63.5,8,"NORM
AL",3,3052.269736
63.5,8,"NORM
AL",3,3396.774859
63.5,8,"NORM
AL",3,3081.79206
63.5,8,"NORM
AL",3,3191.897383
63.5,8,"NORM
AL",3,3341.47749
63.5,8,"NORM
AL",3,3077.185669
63.5,8,"NORM
AL",3,3230.903349
63.5,8,"NORM
AL",3,3341.637508
63.5,8,"NORM
AL",3,3236.487781
63.5,8,"NORM
AL",3,3343.773266
63.5,8,"NORM
AL",3,2915.375679
63.5,8,"NORM
AL",3,3379.036416
63.5,8,"NORM
AL",3,3290.629952
63.5,8,"NORM
AL",3,3159.9033
63.5,8,"NORM
AL",3,2816.311545
63.5,8,"NORM
AL",3,3227.846984
63.5,8,"NORM
AL",3,3288.692098
63.5,8,"NORM
AL",3,3349.848895
63.5,8,"NORM
AL",3,3217.835594
63.5,8,"NORM
AL",3,3264.177858
63.5,8,"NORM
AL",3,3116.989464
63.5,8,"NORM
AL",3,3212.417415
63.5,8,"NORM
AL",3,2934.475041
63.5,8,"NORM
AL",3,3196.125548
63.5,8,"NORM
AL",3,3337.461233
63.5,8,"NORM
AL",3,3284.589698
63.5,8,"NORM
AL",3,3034.315353
63.5,8,"NORM
AL",3,3024.530069
63.5,8,"NORM
AL",3,3268.634246
63.5,8,"NORM
AL",3,3301.495418
63.5,8,"NORM
AL",3,3085.18207
63.5,8,"NORM
AL",3,3105.781017
63.5,8,"NORM
AL",3,3095.277985
63.5,8,"NORM
AL",3,2898.576722
63.5,8,"NORM
AL",3,2881.563244
63.5,8,"NORM
AL",3,3099.943341
100.5,72,"NORM
AL",1,8122.628551
100.5,72,"NORM
AL",1,8121.948694
100.5,72,"NORM
AL",1,8125.906289
100.5,72,"NORM
AL",1,8119.582336
100.5,72,"NORM
AL",1,8125.243902
100.5,72,"NORM
AL",1,8123.776483
100.5,72,"NORM
AL",1,8122.012096
100.5,72,"NORM
AL",1,8121.676867
451.5,16,95,0.5,2066.217817
451.5,16,95,0.5,1714.116397
451.5,16,95,0.5,2071.554532
451.5,16,95,0.5,1722.039857
451.5,16,95,0.5,929.4330517
451.5,16,95,0.5,2138.713949
451.5,16,95,0.5,1090.340158
451.5,16,95,0.5,963.0526896
389.5,12,82,0.5,1900.265566
389.5,12,82,0.5,1939.983095
45.5,1.5,"NORM
AL",0.3,2069.029763
45.5,1.5,"NORM
AL",0.3,2370.137784
45.5,1.5,"NORM
AL",0.3,1114.665469
45.5,1.5,"NORM
AL",0.4,1369.622983
531.5,48,29,0.5,847.7271308
531.5,48,29,0.4,854.2559243
5.5,5,"NORM
AL",0.8,317.7178302
45.5,1.5,"NORM
AL",0.4,3364.040689
451.5,16,95,0.5,3039.383868
389.5,12,82,0.5,216.0034389
45.5,1.5,"NORM
AL",0.5,1987.18156
389.5,12,82,0.5,1428.025804
45.5,1.5,"NORM
AL",0.3,1121.647995
45.5,1.5,"NORM
AL",0.3,1622.768117
45.5,1.5,"NORM
AL",0.5,568.3666288
45.5,1.5,"NORM
AL",0.3,3642.032402
531.5,48,29,0.5,1303.755685
45.5,1.5,"NORM
AL",0.4,632.9581998
45.5,1.5,"NORM
AL",0.3,1757.028252
389.5,12,82,0.5,4391.096877
45.5,1.5,"NORM
AL",0.4,1436.187271
95.5,24,2,0.1,2604.775916
95.5,24,2,0.1,1531.705025
45.5,1.5,"NORM
AL",0.4,1833.954015
531.5,48,29,0.5,186.4291518
389.5,12,82,0.5,505.5893381
531.5,48,29,0.5,831.557363
45.5,1.5,"NORM
AL",0.3,3571.827534
5.5,5,"NORM
AL",0.8,893.1887827
45.5,1.5,"NORM
AL",0.4,1078.840667
5.5,5,"NORM
AL",0.6,561.6678391
531.5,48,29,0.5,783.7317934
5.5,5,"NORM
AL",0.6,381.8987145
45.5,1.5,"NORM
AL",0.5,200.4932223
5.5,5,"NORM
AL",0.8,824.4307052
389.5,12,82,0.5,4416.448122
45.5,1.5,"NORM
AL",0.5,1214.801235
531.5,48,29,0.4,903.8325669
274,24,3,0.6,3625.524464
45.5,1.5,"NORM
AL",0.4,1321.819137
393,96,393,0.4,2578.852491
5.5,5,"NORM
AL",0.6,1084.930619
393,96,393,0.4,2796.876496
45.5,1.5,"NORM
AL",0.4,752.0093762
389.5,12,82,0.5,2201.926213
5.5,5,"NORM
AL",0.6,1636.402009
363,72,7,0.5,5909.590917
363,72,7,0.6,4819.420938
30,1,"NORM
AL",0.5,269.2813561
288,168,"NORM
AL",0.5,6533.827336
288,168,"NORM
AL",0.5,3346.256981
393,96,393,0.5,8880.818513
393,96,393,0.5,2671.273046
363,72,7,0.6,13781.04156
451.5,16,95,0.5,1455.762575
451.5,16,95,0.5,163.3290783
451.5,16,95,0.5,573.9080722
451.5,16,95,0.5,1495.20451
451.5,16,95,0.5,2976.813615
451.5,16,95,0.5,2450.035502
451.5,16,95,0.5,1572.079674
451.5,16,95,0.5,2386.912407
389.5,12,216,0.3,17397.75329
45.5,1.5,"NORM
AL",0.5,21145.29026
65,2,"NORM
AL",0.6,35081.19772
45.5,1.5,"NORM
AL",0.5,26959.68593
45.5,1.5,"NORM
AL",0.5,24701.88261
65,2,"NORM
AL",0.6,26446.94645
65,2,"NORM
AL",0.6,33537.24896
389.5,12,216,0.3,26782.90119
154,12,9,0.5,925.4530943
363,72,7,0.5,852.8589192
363,72,7,0.5,1004.046929
154,12,9,0.5,2204.782898
154,12,9,0.5,1970.047198
154,12,9,0.5,1292.421943
363,72,7,0.5,800.3457867
154,12,9,0.5,817.4724269
389.5,12,216,0.3,27008.48446
389.5,12,216,0.3,24536.89673
156,6,3,1,24437.33793
389.5,12,216,0.3,25383.636
389.5,12,216,0.3,25382.448
389.5,12,216,0.3,26485.15512
389.5,12,216,0.3,27224.46751
389.5,12,216,0.3,24976.1302
65,2,"NORM
AL",0.6,5967.120191
65,2,"NORM
AL",0.6,10649.09838
65,2,"NORM
AL",0.6,6789.610374
65,2,"NORM
AL",0.6,6853.202105
65,2,"NORM
AL",0.6,3572.928931
65,2,"NORM
AL",0.6,6551.941943
65,2,"NORM
AL",0.6,7549.970248
65,2,"NORM
AL",0.6,10864.98089
65,2,"NORM
AL",0.6,6813.85797
65,2,"NORM
AL",0.6,10637.43513
65,2,"NORM
AL",0.6,9131.976135
65,2,"NORM
AL",0.6,4550.68301
65,2,"NORM
AL",0.6,7810.828249
65,2,"NORM
AL",0.6,6668.512447
65,2,"NORM
AL",0.6,7675.868361
65,2,"NORM
AL",0.6,4990.905833
65,2,"NORM
AL",0.6,9417.968879
65,2,"NORM
AL",0.6,10386.08318
65,2,"NORM
AL",0.6,10309.77319
65,2,"NORM
AL",0.6,8872.119407
65,2,"NORM
AL",0.6,2782.295343
65,2,"NORM
AL",0.6,10208.67682
65,2,"NORM
AL",0.6,7727.610431
65,2,"NORM
AL",0.6,10519.48031
156,6,3,1,37109.74878
348,72,2,0.5,37941.55692
156,6,3,1,38463.46625
156,6,3,1,36655.01166
156,6,3,1,37752.96961
156,6,3,1,35183.73789
156,6,3,1,37113.30252
156,6,3,1,37947.02407
83,2,4,0.5,22787.06791
83,2,4,0.5,12864.96081
190,48,27,1,11669.37497
48,2,"NORM
AL",0.5,19103.90698
48,2,"NORM
AL",0.5,13372.14761
91.5,24,"NORM
AL",6,16509.55416
83,2,4,0.5,11559.1951
48,2,"NORM
AL",0.5,5073.457266
57,0.75,6,0.5,2140.239325
57,0.75,6,0.5,1299.558156
57,0.75,6,0.5,864.5148741
64.5,4,"NORM
AL",1,867.6492929
164.5,12,21,1.2,1627.43025
64.5,4,"NORM
AL",1,3715.459162
57,0.75,6,0.5,3484.634379
57,0.75,6,0.5,3090.939209
168,9,3,0.5,33906.89095
71,2,3,0.6,14009.82657
71,2,3,0.6,25851.54944
168,9,3,0.5,29892.3192
71,2,3,0.6,13471.86728
71,2,3,0.6,22237.07849
168,9,3,0.5,37404.73885
71,2,3,0.6,17998.03462
99.5,3,6,1.2,2366.752171
99.5,3,6,1.2,2477.310796
99.5,3,6,1.2,1619.819916
99.5,3,6,1.2,2395.149177
99.5,3,6,1.2,1428.3632
99.5,3,6,1.2,248.4181766
99.5,3,6,1.2,1467.273014
99.5,3,6,1.2,1611.795237
57,0.75,6,0.5,4783.026072
99.5,3,6,1.2,2544.237209
91.5,24,"NORM
AL",6,13306.28079
164.5,12,21,1.2,3506.637307
91.5,24,"NORM
AL",3,1806.8035
83,2,4,0.5,5083.565579
99.5,3,6,1.2,7275.97364
57,0.75,6,0.5,2767.742101
57,0.75,6,0.5,1376.828796
164.5,12,21,1.2,502.1296442
57,0.75,6,0.5,1065.45636
83,2,4,0.5,2472.780509
64.5,4,"NORM
AL",1,2565.092004
57,0.75,6,0.5,904.2696648
57,0.75,6,0.5,2718.366539
57,0.75,6,0.5,2293.779409
164.5,12,21,1.2,3091.495585
64.5,4,"NORM
AL",1,2869.66958
64.5,4,"NORM
AL",1,2221.429038
164.5,12,21,1.2,1833.564424
57,0.75,6,0.5,1883.386616
64.5,4,"NORM
AL",1,1214.524834
64.5,4,"NORM
AL",1,2309.665716
83,2,4,0.5,1494.275403
63.5,8,"NORM
AL",3,13720.82334
83,2,4,0.5,26921.64444
83,2,4,0.5,16360.10236
93,9,"NORM
AL",3,27815.41548
93,9,"NORM
AL",3,14098.74012
352,48,2,0.77,20278.93989
93,9,"NORM
AL",3,29296.01289
93,9,"NORM
AL",3,12429.26943
164.5,12,21,1.2,2835.890794
64.5,4,"NORM
AL",1,1817.082188
64.5,4,"NORM
AL",1,1131.986926
164.5,12,21,1.2,410.1873675
57,0.75,6,0.5,2210.723629
64.5,4,"NORM
AL",1,2022.598515
48,2,"NORM
AL",0.5,2811.944686
164.5,12,21,1.2,2263.093076
288,168,"NORM
AL",2,3641.034599
288,168,"NORM
AL",2,3220.225059
64.5,4,"NORM
AL",3,5597.056681
288,168,"NORM
AL",2,2955.415276
288,168,"NORM
AL",2,3569.794512
288,168,"NORM
AL",2,3145.596298
288,168,"NORM
AL",2,2579.283348
288,168,"NORM
AL",2,1753.288908
57,0.75,6,0.5,2057.602557
57,0.75,6,0.5,3279.442747
57,0.75,6,0.5,1334.056642
57,0.75,6,0.5,2459.728766
57,0.75,6,0.5,4648.398855
64.5,4,"NORM
AL",1,2345.034209
64.5,4,"NORM
AL",1,2560.164009
64.5,4,"NORM
AL",1,2344.120602
64.5,4,"NORM
AL",3,2430.746445
64.5,4,"NORM
AL",3,2672.141711
38,24,"NORM
AL",3,3638.187939
64.5,4,"NORM
AL",3,2838.197831
38,24,"NORM
AL",5,777.1145259
64,24,"NORM
AL",3,818.8328182
64,24,"NORM
AL",5,2149.895806
38,24,"NORM
AL",3,1422.11045
64.5,4,"NORM
AL",3,5081.932743
38,24,"NORM
AL",3,3581.080297
38,24,"NORM
AL",5,3056.297877
64.5,4,"NORM
AL",3,1072.51283
64.5,4,"NORM
AL",3,2034.591725
64.5,4,"NORM
AL",3,4659.310276
64.5,4,"NORM
AL",3,134.4822939
64.5,4,"NORM
AL",3,2441.796859
38,24,"NORM
AL",5,1627.377295
64.5,4,"NORM
AL",3,2660.672232
38,24,"NORM
AL",5,4506.333438
64.5,4,"NORM
AL",3,4343.895521
64.5,4,"NORM
AL",3,1313.686026
38,24,"NORM
AL",5,690.7073263
38,24,"NORM
AL",5,1243.161582
64.5,4,"NORM
AL",3,4624.956247
64.5,4,"NORM
AL",3,487.204933
38,24,"NORM
AL",5,2838.514638
64.5,4,"NORM
AL",3,1449.185802
64.5,4,"NORM
AL",3,2977.119335
64,24,"NORM
AL",3,1477.377259
38,24,"NORM
AL",5,1618.521373
64,24,"NORM
AL",3,2760.709045
64.5,4,"NORM
AL",3,861.5520401
29.5,24,"NORM
AL",4.84,215.2794589
29.5,24,"NORM
AL",4.84,222.7827419
29.5,24,"NORM
AL",4.84,218.6138305
29.5,24,"NORM
AL",4.84,218.0832532
29.5,24,"NORM
AL",4.84,218.4348165
29.5,24,"NORM
AL",4.84,215.5733713
29.5,24,"NORM
AL",4.84,215.0790351
29.5,24,"NORM
AL",4.84,219.3643606
64.5,4,"NORM
AL",6,759.8297144
64.5,4,"NORM
AL",6,2401.874699
29.5,24,"NORM
AL",4.84,1898.509939
64.5,4,"NORM
AL",6,1192.349124
64.5,4,"NORM
AL",6,1497.643424
64.5,4,"NORM
AL",6,913.7526051
64.5,4,"NORM
AL",6,991.5433564
29.5,24,"NORM
AL",4.84,1590.448853
48,10,2,1,444.8065711
48,10,2,1,656.0508678
157.5,9,45,1,1093.413338
48,10,2,1,526.133403
48,10,2,1,125.1612497
157.5,9,45,1,822.6596242
48,10,2,1,1255.663275
48,10,2,1,123.4254131
29.5,24,"NORM
AL",4.84,222.656162
29.5,24,"NORM
AL",4.84,219.9814838
29.5,24,"NORM
AL",4.84,214.1747898
29.5,24,"NORM
AL",4.84,217.0339604
29.5,24,"NORM
AL",4.84,219.4036946
29.5,24,"NORM
AL",4.84,213.4462315
29.5,24,"NORM
AL",4.84,218.513528
29.5,24,"NORM
AL",4.84,222.7989178
29.5,24,"NORM
AL",4.84,217.5880937
29.5,24,"NORM
AL",4.84,214.5986809
29.5,24,"NORM
AL",4.84,223.4355509
29.5,24,"NORM
AL",4.84,213.1739105
29.5,24,"NORM
AL",4.84,216.3567072
29.5,24,"NORM
AL",4.84,218.6697871
29.5,24,"NORM
AL",4.84,220.3656462
29.5,24,"NORM
AL",4.84,217.1971072
113,2,3,1,4037.403993
232,18,380,1,2999.491553
113,2,3,1,4670.113295
113,2,3,1,820.6604823
113,2,3,1,5647.922585
232,18,380,1,3926.861144
81,2,7,1,6451.309113
113,2,3,1,2333.467247
232,18,380,1,5106.788528
113,2,3,1,7054.300214
113,2,3,1,2545.348825
81,2,7,1,4660.998287
113,2,3,1,7628.338147
113,2,3,1,2721.968391
81,2,7,1,4500.451687
113,2,3,1,523.3167528
29.5,24,"NORM
AL",4.84,216.7073642
29.5,24,"NORM
AL",4.84,217.8598782
29.5,24,"NORM
AL",4.84,214.6557143
29.5,24,"NORM
AL",4.84,219.2482739
29.5,24,"NORM
AL",4.84,220.8680995
29.5,24,"NORM
AL",4.84,220.2851302
29.5,24,"NORM
AL",4.84,216.9210964
29.5,24,"NORM
AL",4.84,214.9736463
48,10,2,1,514.4422388
113,2,3,1,7927.159073
113,2,3,1,3927.074355
113,2,3,1,5419.66301
81,2,7,1,10958.71278
113,2,3,1,2859.051742
48,10,2,1,3311.929229
113,2,3,1,5854.431671
29.5,24,"NORM
AL",4.84,214.7140239
29.5,24,"NORM
AL",4.84,218.0574916
29.5,24,"NORM
AL",4.84,215.4201954
29.5,24,"NORM
AL",4.84,216.4074949
29.5,24,"NORM
AL",4.84,220.8065369
29.5,24,"NORM
AL",4.84,216.955395
29.5,24,"NORM
AL",4.84,224.9637469
29.5,24,"NORM
AL",4.84,220.2552816
64.5,4,"NORM
AL",2,7652.203096
38,24,"NORM
AL",2,9169.186991
64.5,4,"NORM
AL",2,6259.161715
64.5,4,"NORM
AL",2,6949.332601
64.5,4,"NORM
AL",2,9400.707128
64.5,4,"NORM
AL",2,8207.333178
64.5,4,"NORM
AL",2,7246.590332
64.5,4,"NORM
AL",2,6967.208365
157.5,9,45,1,2320.726147
157.5,9,45,1,2250.900685
157.5,9,45,1,2551.026384
157.5,9,45,1,3027.959004
48,10,2,1,5025.351766
157.5,9,45,1,4625.070085
48,10,2,1,3419.501479
157.5,9,45,1,1854.831115
29.5,24,"NORM
AL",4.84,213.8924584
29.5,24,"NORM
AL",4.84,219.1889002
29.5,24,"NORM
AL",4.84,212.6970186
29.5,24,"NORM
AL",4.84,217.5936997
29.5,24,"NORM
AL",4.84,219.7077038
29.5,24,"NORM
AL",4.84,220.2801505
29.5,24,"NORM
AL",4.84,213.8045398
29.5,24,"NORM
AL",4.84,215.3819152
152.5,48,"NORM
AL",0.6,867.3247649
152.5,48,"NORM
AL",0.6,883.4474256
152.5,48,"NORM
AL",0.6,942.0657414
152.5,48,"NORM
AL",0.6,943.8073884
152.5,48,"NORM
AL",0.6,894.0370802
152.5,48,"NORM
AL",0.6,959.217655
152.5,48,"NORM
AL",0.6,910.6045479
152.5,48,"NORM
AL",0.6,886.0596612
100.5,72,"NORM
AL",2,3119.267254
83,2,4,0.2,4406.068091
100.5,72,"NORM
AL",2,9252.049114
100.5,72,"NORM
AL",1.5,5007.960964
100.5,72,"NORM
AL",1,2627.188082
100.5,72,"NORM
AL",2,11041.39347
100.5,72,"NORM
AL",2,4508.192255
100.5,72,"NORM
AL",2,8926.304758
100.5,72,"NORM
AL",2,1957.912265
65.5,3,"NORM
AL",0.5,6500.510604
100.5,72,"NORM
AL",1,1754.296896
100.5,72,"NORM
AL",1,3524.326285
152.5,48,"NORM
AL",1,11814.61298
100.5,72,"NORM
AL",1.5,347.3238525
65.5,3,"NORM
AL",0.5,8586.755659
0,2,4,0.3,9106.415778
152.5,48,"NORM
AL",0.6,940.922562
152.5,48,"NORM
AL",0.6,1019.528161
152.5,48,"NORM
AL",0.6,949.3062236
152.5,48,"NORM
AL",0.6,991.3777828
152.5,48,"NORM
AL",0.6,906.2525322
152.5,48,"NORM
AL",0.6,977.3046424
152.5,48,"NORM
AL",0.6,934.5258081
152.5,48,"NORM
AL",0.6,972.7835083
152.5,48,"NORM
AL",0.6,885.5244566
152.5,48,"NORM
AL",0.6,992.5186774
152.5,48,"NORM
AL",0.6,1047.351442
152.5,48,"NORM
AL",0.6,935.7369963
152.5,48,"NORM
AL",0.6,997.025487
152.5,48,"NORM
AL",0.6,965.8081321
152.5,48,"NORM
AL",0.6,938.5851769
152.5,48,"NORM
AL",0.6,978.624739
0,2,4,0.3,7645.435515
100.5,72,"NORM
AL",2.5,5271.958866
100.5,72,"NORM
AL",2.5,12286.43568
100.5,72,"NORM
AL",2,13232.0512
0,2,4,0.3,9137.216217
65.5,3,"NORM
AL",0.5,5965.833236
26.5,1,"NORM
AL",0.6,7439.955507
180.5,21,55,2,12825.44975
0,2,4,0.3,9631.984382
65.5,3,"NORM
AL",0.5,10182.36437
100.5,72,"NORM
AL",2,6463.359428
83,2,4,0.2,1660.147848
100.5,72,"NORM
AL",1.5,4936.393644
100.5,72,"NORM
AL",2.5,1734.329742
100.5,72,"NORM
AL",2.5,9523.430262
100.5,72,"NORM
AL",2.5,1020.604622
100.5,72,"NORM
AL",1,1737.539817
100.5,72,"NORM
AL",1.5,1273.952706
100.5,72,"NORM
AL",1.5,1867.526266
152.5,48,"NORM
AL",0.6,1304.362403
100.5,72,"NORM
AL",1.5,2283.826223
100.5,72,"NORM
AL",1.5,1709.348434
100.5,72,"NORM
AL",1.5,2526.789456
100.5,72,"NORM
AL",1.5,1378.026874
100.5,72,"NORM
AL",2,11534.25913
55.5,10,"NORM
AL",1,10709.06593
55.5,10,"NORM
AL",1,10107.59869
55.5,10,"NORM
AL",1,10573.44556
55.5,10,"NORM
AL",1,9911.762937
55.5,10,"NORM
AL",1,10242.38255
55.5,10,"NORM
AL",1,8965.375123
55.5,10,"NORM
AL",1,10467.22031
100.5,72,"NORM
AL",1.5,9577.260614
0,2,4,0.6,7016.894341
0,2,4,0.6,8207.996952
0,2,4,0.6,6876.733523
0,2,4,0.6,4828.930359
100.5,72,"NORM
AL",1.5,9582.751019
0,2,4,0.6,6736.362074
0,2,4,0.6,7954.379074
0,2,4,0.6,2558.050693
0,2,4,0.6,2887.736391
0,2,4,0.6,4642.659735
0,2,4,0.6,2166.466932
0,2,4,0.6,2567.655422
0,2,4,0.6,3006.929765
0,2,4,0.6,2075.056825
0,2,4,0.6,4098.137933
0,2,4,0.6,4140.980503
0,2,4,0.6,4606.983561
0,2,4,0.6,3895.334575
0,2,4,0.6,2880.336896
0,2,4,0.6,4315.267526
0,2,4,0.6,4147.765648
0,2,4,0.6,3835.015588
0,2,4,0.6,1440.304483
0,2,4,0.6,3237.630216
0,2,4,0.6,3958.932293
0,2,4,0.6,2482.983014
0,2,4,0.6,3157.96191
0,2,4,0.6,3926.545208
0,2,4,0.6,3120.840487
0,2,4,0.6,3210.80604
0,2,4,0.6,3957.533321
0,2,4,0.6,4310.047621
0,2,4,0.6,4859.792577
0,2,4,0.6,1319.950962
0,2,4,0.6,3654.947723
0,2,4,0.6,3172.566889
0,2,4,0.6,1963.804217
0,2,4,0.6,2517.176941
0,2,4,0.6,3888.588863
66,1,7,0.6,1505.679734
66,1,7,0.6,1321.797913
66,1,7,0.6,1512.439924
66,1,7,0.6,790.598058
66,1,7,0.6,1682.996038
66,1,7,0.6,896.1400287
66,1,7,0.6,1239.519505
66,1,7,0.6,425.7463928
66,1,7,0.6,2001.348921
66,1,7,0.6,406.1186084
66,1,7,0.6,896.7174356
66,1,7,0.6,1774.25936
66,1,7,0.6,1347.381181
66,1,7,0.6,1039.265451
66,1,7,0.6,1775.110411
66,1,7,0.6,1214.577025
152.5,48,"NORM
AL",0.6,968.8901433
152.5,48,"NORM
AL",0.6,999.5180693
152.5,48,"NORM
AL",0.6,994.728683
152.5,48,"NORM
AL",0.6,1004.744541
152.5,48,"NORM
AL",0.6,933.7231849
152.5,48,"NORM
AL",0.6,987.7397829
152.5,48,"NORM
AL",0.6,860.867332
152.5,48,"NORM
AL",0.6,969.6871848
83,2,4,0.2,235.1540452
100.5,72,"NORM
AL",1,1421.682878
100.5,72,"NORM
AL",2,1614.32659
100.5,72,"NORM
AL",1.5,1804.049049
83,2,4,0.2,2755.00891
100.5,72,"NORM
AL",1,2014.726937
100.5,72,"NORM
AL",1,2289.704034
100.5,72,"NORM
AL",2,3365.065746
100.5,72,"NORM
AL",1.5,1571.048606
100.5,72,"NORM
AL",1,622.1543313
83,2,4,0.2,879.615647
100.5,72,"NORM
AL",1,486.9729956
83,2,4,0.2,1554.8644
100.5,72,"NORM
AL",2,1041.772491
83,2,4,0.2,1879.190887
100.5,72,"NORM
AL",2,3644.266873
100.5,72,"NORM
AL",1.5,2798.187583
152.5,48,"NORM
AL",0.6,624.9857233
152.5,48,"NORM
AL",0.6,647.5170181
100.5,72,"NORM
AL",1.5,1783.28084
100.5,72,"NORM
AL",1.5,3970.927617
100.5,72,"NORM
AL",1.5,2010.665113
100.5,72,"NORM
AL",1.5,3040.016183
169,16,33,3,988.6828103
39,4,"NORM
AL",1,2759.607945
39,4,"NORM
AL",1,1302.932979
126,12,13,5,2787.57703
39,4,"NORM
AL",1,2692.3162
126,12,13,5,2769.031271
126,12,13,5,2389.603679
126,12,13,5,2212.443023
39,4,"NORM
AL",1,2041.310532
126,12,13,5,3270.024585
39,4,"NORM
AL",1,294.9256092
126,12,13,5,2219.231948
126,12,13,5,1716.667052
39,4,"NORM
AL",1,3400.748933
126,12,13,5,1885.789238
39,4,"NORM
AL",1,922.8411801
39,4,"NORM
AL",1,3360.033166
126,12,13,3,832.2750218
259,9,556,2.5,5156.082843
259,9,556,2.5,3951.675241
126,12,13,3,2016.831475
126,12,13,4,4410.477894
259,9,556,2.5,4321.132907
126,12,13,4,1701.306605
126,12,13,4,3969.712143
126,12,13,5,10616.92054
259,9,556,3,12474.85473
259,9,556,3,1563.646154
389.5,12,216,3.5,1944.670096
126,12,13,4,4489.066369
40,4,"NORM
AL",1,7478.329794
259,9,556,3,5687.291413
40,4,"NORM
AL",1,3183.259042
259,9,556,3,11967.10008
39,4,"NORM
AL",1,4190.400383
39,4,"NORM
AL",1,6869.214083
389.5,12,216,3.5,2610.084637
259,9,556,3,3469.738791
40,4,"NORM
AL",1,3347.147983
259,9,556,3,9530.215579
40,4,"NORM
AL",1,2003.545459
18.5,3,"NORM
AL",0.5,3181.364839
389.5,12,216,3.5,3186.008098
259,9,556,3,10306.47453
169,16,33,1,13166.64898
259,9,556,3,3253.379512
389.5,12,216,3.5,1766.411587
259,9,556,3,12855.23942
157.5,9,45,2.5,8528.402182
389.5,12,216,4,9278.452081
61.5,3,2,0.6,14230.54217
259,9,556,3,5800.928748
40,4,"NORM
AL",1,6803.889696
259,9,556,3,3118.804056
40,4,"NORM
AL",1,8224.203423
259,9,556,3,12119.52119
40,4,"NORM
AL",1,7189.636478
157.5,9,45,2.5,8388.131472
157.5,9,45,2.5,5380.549547
157.5,9,45,2.5,8209.095176
40,4,"NORM
AL",1,6680.418398
18.5,3,"NORM
AL",0.5,2360.16167
259,9,556,3,2954.468797
40,4,"NORM
AL",1,9389.361035
157.5,9,45,2.5,8071.768809
157.5,9,45,2.5,1360.287065
0.5,1,2,0.5,3088.152729
259,9,556,3,5433.195646
157.5,9,45,2.5,5688.975267
157.5,9,45,2.5,3359.011271
157.5,9,45,2.5,4871.875212
157.5,9,45,2.5,9033.310276
157.5,9,45,2.5,11027.52358
259,9,556,3,5452.640678
40,4,"NORM
AL",1,3838.570298
259,9,556,3,1647.810425
39,4,"NORM
AL",1,8009.581877
176.5,15,66,3,3860.688308
389.5,12,216,3.5,5534.800831
40,4,"NORM
AL",1,9214.870693
40,4,"NORM
AL",1,4853.651577
20.5,4,2,0.9,553.5309763
20.5,4,2,0.9,458.9491326
20.5,4,2,0.9,576.3995765
20.5,4,2,0.9,553.7850278
20.5,4,2,0.9,490.9491789
20.5,4,2,0.9,431.7642528
20.5,4,2,0.9,585.4020431
20.5,4,2,0.9,552.1494971
20.5,4,2,0.9,570.321793
20.5,4,2,0.9,399.1120334
20.5,4,2,0.9,503.1791327
20.5,4,2,0.9,468.2259046
20.5,4,2,0.9,429.2833376
20.5,4,2,0.9,501.3004579
20.5,4,2,0.9,459.9857122
20.5,4,2,0.9,454.4555307
20.5,4,2,0.9,573.8835357
20.5,4,2,0.9,463.3241976
20.5,4,2,0.9,565.2769857
20.5,4,2,0.9,511.1673949
20.5,4,2,0.9,440.3142075
20.5,4,2,0.9,538.6030589
20.5,4,2,0.9,474.5632645
20.5,4,2,0.9,425.6117637
20.5,4,2,0.9,492.8225979
20.5,4,2,0.9,438.6389139
20.5,4,2,0.9,498.0405901
20.5,4,2,0.9,476.5862535
20.5,4,2,0.9,404.3748812
20.5,4,2,0.9,511.2708521
20.5,4,2,0.9,540.9977395
20.5,4,2,0.9,507.8423696
20.5,4,2,0.9,413.6738634
20.5,4,2,0.9,419.2821884
20.5,4,2,0.9,452.674707
20.5,4,2,0.9,420.4612972
20.5,4,2,0.9,451.7478986
20.5,4,2,0.9,442.3071781
20.5,4,2,0.9,503.7532005
20.5,4,2,0.9,548.4065062
20.5,4,2,0.9,544.0005892
20.5,4,2,0.9,519.3123284
20.5,4,2,0.9,481.0593946
20.5,4,2,0.9,476.7677448
20.5,4,2,0.9,462.0739543
20.5,4,2,0.9,440.4156945
20.5,4,2,0.9,523.5588703
20.5,4,2,0.9,463.7823005
21.5,3,"NORM
AL",0.3,9430.329421
2,3,2,0.3,3485.03106
38,2,"NORM
