nilai_hujan_max,tempoh_hujan,tempoh_ulang,kedalaman_banjir,distance
172.5,24,4,0.3,1445.987815
172.5,24,4,0.3,1385.156053
49,24,2,0.5,665.6155666
49,24,2,0.5,699.2329487
49,24,2,0.5,715.7579823
49,24,2,0.5,755.2090853
49,24,2,0.5,691.5586919
49,24,2,0.5,711.7613837
49,24,2,0.5,680.8259207
49,24,2,0.5,773.512931
158.2,6,7,1.2,1158.486124
173,9,5,1.5,3607.787309
172.5,24,4,1.5,1162.404366
94.6,5,2,1.5,1426.76419
77.2,1,14,1,1563.765286
158.2,6,7,1.2,4504.433444
158.2,6,7,1.2,11819.16709
173,9,5,1,1292.462289
262.2,7,70,1,5225.119102
61.4,5,2,0.6,603.3344711
86,144,16,0.3,8219.339741
262.2,7,70,1,5172.390943
172.5,24,4,1.5,1638.716342
248.3,24,16,0.6,64.52251014
28,5,2,1.5,664.4254727
155,48,2,1.2,827.4304052
52,5,2,0.6,169.741796
158.2,6,7,1.2,7687.414105
108,2,3,1,2300.921828
49,24,2,1.2,351.7770529
173,9,5,1.5,2991.780616
248.3,24,16,0.6,10271.79503
219.1,8,64,0.6,13169.12186
158.2,6,7,1.2,7522.470085
262.2,7,70,1,1440.927723
262.2,7,70,1,1490.498239
262.2,7,70,1,264.909058
262.2,7,70,1,1270.718494
262.2,7,70,1,901.0705645
262.2,7,70,1,1155.811733
262.2,7,70,1,2286.15325
262.2,7,70,1,1060.660266
250,30,12,0.1,345.4774584
158.2,6,7,1.2,16505.56407
248.3,24,16,0.6,14013.97229
262.2,7,70,1,7502.742071
158.2,6,7,1.2,14257.28523
158.2,6,7,1.2,8806.587017
86,144,16,0.3,9304.538597
65.4,6,2,0.4,1046.31226
172.5,24,4,1.5,646.2206998
262.2,7,70,1,11485.42691
248.3,24,16,0.6,3448.843355
28.5,2,2,0.6,6794.790338
173,9,5,1,892.2476798
173,9,5,1.5,8327.223576
158.2,6,7,1.2,21109.79476
158.2,6,7,1.2,17191.17674
262.2,7,70,1,2561.737374
262.2,7,70,1,801.9617963
262.2,7,70,1,556.3432076
262.2,7,70,1,2029.274374
262.2,7,70,1,530.3134591
262.2,7,70,1,1111.862939
262.2,7,70,1,1937.079966
262.2,7,70,1,1456.095531
158.2,6,7,1.2,14122.29953
158.2,6,7,1.2,11448.84383
94.6,5,2,1.5,5560.025648
248.3,24,16,0.6,6927.577425
173,9,5,1.5,6673.750224
86,144,16,0.3,10212.6139
158.2,6,7,1.2,2959.812645
155,48,2,1.2,149.2762848
262.2,7,70,1,1543.1667
262.2,7,70,1,2142.380145
262.2,7,70,1,1625.046551
262.2,7,70,1,983.5190467
262.2,7,70,1,362.3916456
262.2,7,70,1,1813.023101
262.2,7,70,1,480.8793037
250,30,12,0.6,699.7749819
250,30,12,0.6,435.9169623
262.2,7,70,1,797.3240326
262.2,7,70,1,458.1297975
262.2,7,70,1,916.4554639
262.2,7,70,1,1850.418106
262.2,7,70,1,1820.681515
262.2,7,70,1,1433.814575
262.2,7,70,1,1851.490846
49,24,2,0.5,755.9281156
49,24,2,0.5,735.7465245
49,24,2,0.5,710.433365
49,24,2,0.5,732.7668759
49,24,2,0.5,679.9717743
49,24,2,0.5,788.604187
49,24,2,0.5,729.8853399
49,24,2,0.5,721.7324385
262.2,7,70,1,1437.464237
262.2,7,70,1,651.7890934
250,30,12,0.6,202.2425127
262.2,7,70,1,422.7059792
262.2,7,70,1,1276.559514
262.2,7,70,1,440.9750976
262.2,7,70,1,1889.292253
262.2,7,70,1,1726.530839
262.2,7,70,1,922.644665
262.2,7,70,1,1877.842011
262.2,7,70,1,1433.331016
262.2,7,70,1,1616.927888
262.2,7,70,1,2396.292714
250,30,12,0.6,560.9049189
262.2,7,70,1,1112.046337
262.2,7,70,1,1806.024316
262.2,7,70,1,1741.00548
262.2,7,70,1,2017.837932
262.2,7,70,1,1179.969558
262.2,7,70,1,746.363262
262.2,7,70,1,504.2954911
262.2,7,70,1,1958.95664
262.2,7,70,1,1884.084677
262.2,7,70,1,1153.805527
262.2,7,70,1,1513.837133
262.2,7,70,1,1399.31197
250,30,12,0.6,749.4332609
262.2,7,70,1,1471.647094
262.2,7,70,1,1118.809638
262.2,7,70,1,1256.875931
250,30,12,0.6,609.5687275
262.2,7,70,1,1694.069215
262.2,7,70,1,625.9492374
262.2,7,70,1,1663.221881
262.2,7,70,1,86.42463938
262.2,7,70,1,1567.121779
262.2,7,70,1,691.9067623
262.2,7,70,1,2084.05917
262.2,7,70,1,1583.816915
262.2,7,70,1,1537.996848
172.5,24,4,1.5,569.3484811
155,48,2,0.9,4348.21213
173,9,5,1.5,8421.732696
158.2,6,7,1.2,12241.52901
248.3,24,16,0.6,3235.621533
86,144,16,0.3,10086.37781
173,9,5,1.5,8373.069548
262.2,7,70,1,17735.05403
94.6,5,2,1.5,10369.7313
158.2,6,7,1.2,11924.47676
15.5,10,2,1,3728.924128
158.2,6,7,1.2,12214.17971
173,9,5,1.5,6719.375282
158.2,6,7,1.2,20174.52002
155,48,2,1.2,2272.995519
158.2,6,7,1.2,16128.73453
86,144,16,0.3,12987.11931
250,30,12,0.6,449.600451
158.2,6,7,1.2,11435.58706
158.2,6,7,1.2,6691.172268
155,48,2,0.9,342.7233092
158.2,6,7,1.2,5030.664845
219.1,8,64,0.6,6727.328719
158.2,6,7,1.2,14346.19988
158.2,6,7,1.2,290.7047922
77.2,1,14,1,253.1918824
152,3,17,1,192.959262
65.4,6,2,1.2,856.9216645
141.2,3,8,0.6,570.6208688
158.2,6,7,1.2,1054.481163
158.2,6,7,1.2,265.7031813
158.2,6,7,1.2,445.3172875
49,24,2,0.5,649.9448033
49,24,2,0.5,712.7033144
49,24,2,0.5,678.0472641
49,24,2,0.5,757.6799721
49,24,2,0.5,682.9471424
49,24,2,0.5,791.3706629
49,24,2,0.5,666.91265
49,24,2,0.5,717.7481334
49,24,2,0.5,704.9057184
49,24,2,0.5,730.6262733
49,24,2,0.5,734.7226196
49,24,2,0.5,657.7967898
49,24,2,0.5,651.6149512
49,24,2,0.5,680.9703642
49,24,2,0.5,691.9159477
49,24,2,0.5,741.8067375
262.2,7,70,1,13799.31017
155,48,2,0.9,6328.715275
94.6,5,2,1.5,2111.323946
108,2,3,1,588.6480165
86,144,16,0.3,8742.682159
28,5,2,1.5,1182.574313
28.5,2,2,0.6,1878.140452
65.4,6,2,0.4,4130.747854
250,30,12,1.5,854.531683
262.2,7,70,1,20601.32293
158.2,6,7,1.2,4992.940637
28,5,2,1.5,1484.265517
262.2,7,70,1,15528.31539
262.2,7,70,1,6112.713882
158.2,6,7,1.2,10459.44291
94.6,5,2,1.5,14014.6261
86,144,16,0.3,3913.231635
206,4,44,0.6,1745.495373
219.1,8,64,0.6,9473.424136
158.2,6,7,1.2,5804.442033
172.5,24,4,1.5,5392.039193
172.5,24,4,1.5,3048.817812
262.2,7,70,1,11712.04064
158.2,6,7,1.2,9508.852789
250,30,12,1.5,2261.759554
155,48,2,0.9,6419.813056
236,24,11,0.6,205.3463898
173,9,5,1.5,6777.259961
141.6,6,9,0.3,1198.245729
158.2,6,7,1.2,23776.24391
158.2,6,7,1.2,21999.42661
248.3,24,16,0.6,6919.722921
158.2,6,7,1.2,4792.494436
173,9,5,1.5,7894.68777
172.5,24,4,1.5,3509.392894
94.6,5,2,1.5,9719.024774
173,9,5,1.5,6355.676012
155,48,2,0.9,505.3503291
219.1,8,64,0.6,11944.21473
86,144,16,0.3,8835.130011
49,24,2,0.5,680.7190864
49,24,2,0.5,702.3676117
49,24,2,0.5,688.5317523
49,24,2,0.5,649.5775096
49,24,2,0.5,670.2084848
49,24,2,0.5,694.2881276
49,24,2,0.5,663.190745
49,24,2,0.5,780.9343091
49,24,2,0.5,668.6765535
49,24,2,0.5,690.3543526
49,24,2,0.5,763.9755764
49,24,2,0.5,698.9056466
49,24,2,0.5,765.4446862
49,24,2,0.5,711.754888
49,24,2,0.5,736.7897033
49,24,2,0.5,753.8606179
158.2,6,7,1.2,341.364478
248.3,24,16,0.6,5265.838883
206,4,44,0.6,4553.060383
155,48,2,0.6,1531.977967
94.6,5,2,1.5,14327.36577
262.2,7,70,1,6113.951926
28,5,2,1,516.9824634
94.6,5,2,1.5,5799.400737
262.2,7,70,1,129.5027418
262.2,7,70,1,1620.837348
262.2,7,70,1,505.7771508
262.2,7,70,1,1807.314113
262.2,7,70,1,2208.105516
262.2,7,70,1,1602.136483
262.2,7,70,1,237.189261
262.2,7,70,1,1997.709753
10.5,3,2,0.3,355.4104161
10.5,3,2,0.3,306.1104472
10.5,3,2,0.3,333.819377
10.5,3,2,0.3,336.6685045
10.5,3,2,0.3,344.8315367
10.5,3,2,0.3,336.1248073
10.5,3,2,0.3,341.7856794
10.5,3,2,0.3,350.464092
10.5,3,2,0.3,298.4608375
10.5,3,2,0.3,333.9237749
10.5,3,2,0.3,323.254613
10.5,3,2,0.3,355.1912448
10.5,3,2,0.3,349.3426545
10.5,3,2,0.3,329.0824453
10.5,3,2,0.3,364.0877527
10.5,3,2,0.3,310.321597
30.5,3,2,0.5,1668.056964
30.5,3,2,0.5,1602.669248
30.5,3,2,0.5,1564.897133
30.5,3,2,0.5,1603.112983
30.5,3,2,0.5,1518.800349
30.5,3,2,0.5,1490.453406
30.5,3,2,0.5,1478.211746
30.5,3,2,0.5,1590.672668
10.5,3,2,0.5,11207.98561
10.5,3,2,0.5,2415.092496
30.5,3,2,0.5,837.0530866
10.5,3,2,0.5,2136.001249
125.7,7,2,0.3,4669.495456
30.5,3,2,0.5,8839.514109
136,2,13,0.5,2117.99838
136,2,13,0.5,6992.547041
162.2,12,90,0.3,2256.081731
162.2,12,90,0.3,2268.397263
162.2,12,90,0.3,2263.688071
162.2,12,90,0.3,2257.428644
162.2,12,90,0.3,2280.370609
162.2,12,90,0.3,2263.101293
162.2,12,90,0.3,2257.692765
162.2,12,90,0.3,2268.546626
162.2,12,90,0.3,764.1330417
162.2,12,90,0.3,766.5677127
162.2,12,90,0.3,772.5099468
162.2,12,90,0.3,761.3999372
162.2,12,90,0.3,753.6459635
162.2,12,90,0.3,743.4697651
162.2,12,90,0.3,745.684894
162.2,12,90,0.3,767.2263641
149,96,2,0.6,564.8218654
149,96,2,0.6,1863.287237
149,96,2,0.6,1164.065884
198.8,8,35,0.6,2238.623704
149,96,2,0.6,878.5943482
149,96,2,0.6,1074.912787
149,96,2,0.6,1795.611965
149,96,2,0.6,894.6737377
149,96,2,0.6,786.4988015
78.5,5,2,0.6,737.2318308
198.8,8,35,0.6,387.8719415
72.9,5,2,0.6,983.6850802
149,96,2,0.6,175.2552473
149,96,2,0.9,490.0933541
198.8,8,35,0.6,918.4850359
72.9,5,2,0.6,535.239914
125.2,6,2,1.5,16260.2563
20,1,2,0.9,14030.42744
20,1,2,0.9,8848.176703
53.2,5,2,1.2,1155.09755
125.2,6,2,1.5,7586.17119
107.8,6,2,1.5,4000.721099
53.2,5,2,1,2877.195938
53.2,5,2,1.5,8373.976632
53.2,5,2,1,286.7200787
53.2,5,2,1,410.3343328
53.2,5,2,1,446.4133258
53.2,5,2,1,380.0262041
53.2,5,2,1,331.2135763
53.2,5,2,1,404.1944462
53.2,5,2,1,398.6931308
53.2,5,2,1,315.914526
236,24,11,1.2,2919.38293
152,48,2,0.3,5891.710778
20,1,2,0.9,13043.11536
53.2,5,2,1.2,2502.190809
53.2,5,2,1.5,8919.108627
236,24,11,1.2,3925.509807
20,1,2,0.9,1616.455262
224,96,6,1,3968.156239
53.2,5,2,1,425.9218032
53.2,5,2,1,414.6074146
53.2,5,2,1,335.5722027
53.2,5,2,1,418.5106604
53.2,5,2,1,351.2821273
53.2,5,2,1,302.2977929
53.2,5,2,1,443.7550913
53.2,5,2,1,349.2083824
27.4,1,2,1.5,408.7275956
94.6,5,2,1.5,2940.926259
94.6,5,2,1.5,463.3787799
94.6,5,2,1.5,267.2805766
30,3,2,1.5,450.0845036
94.6,5,2,1.5,1365.451177
94.6,5,2,1.5,410.8007787
94.6,5,2,1.5,461.4765861
94.6,5,2,1.5,776.3452942
27.4,1,2,1.5,1000.171565
94.6,5,2,1.5,944.6742617
94.6,5,2,1.5,1043.145718
27.4,1,2,1.5,864.313061
94.6,5,2,1.5,809.0560378
94.6,5,2,1.5,803.4994049
94.6,5,2,1.5,950.3015182
94.6,5,2,1.5,1000.648618
94.6,5,2,1.5,1006.397675
94.6,5,2,1.5,1000.111822
94.6,5,2,1.5,1005.159916
94.6,5,2,1.5,1001.672702
94.6,5,2,1.5,1001.336184
94.6,5,2,1.5,1007.787909
94.6,5,2,1.5,1002.369087
224,96,6,1,1259.232028
27.4,1,2,1.5,250.0037417
30,3,2,1.5,968.8516026
94.6,5,2,1.5,1313.052945
94.6,5,2,1.5,742.3319502
94.6,5,2,1.5,1521.920227
94.6,5,2,1.5,1206.346128
114.1,4,8,0.15,2139.798782
94.6,5,2,1.5,640.9914493
94.6,5,2,1.5,1751.309399
94.6,5,2,1.5,1733.849502
160.2,6,6,1,679.8699986
160.2,6,6,1,608.6537864
30,3,2,0.8,2437.726052
94.6,5,2,1.5,1536.794195
30,3,2,0.8,543.2536704
94.6,5,2,1.5,677.2587228
94.6,5,2,1.5,2557.993767
94.6,5,2,1.5,1101.498847
94.6,5,2,1.5,1030.828645
160.2,6,6,1,1107.667931
94.6,5,2,1.5,2042.459736
94.6,5,2,1.5,645.037873
160.2,6,6,1,570.1648477
85,48,2,0.3,10447.58882
85,48,2,0.3,12963.7621
85,48,2,0.3,10411.20357
85,48,2,0.3,12080.99919
85,48,2,0.3,11291.70185
85,48,2,0.3,12434.97519
85,48,2,0.3,11793.95597
85,48,2,0.3,12268.80993
85,48,2,0.3,12658.57891
85,48,2,0.3,12818.76732
85,48,2,0.3,12530.85279
85,48,2,0.3,12008.90561
85,48,2,0.3,11490.2572
85,48,2,0.3,9663.263614
85,48,2,0.3,13602.76663
85,48,2,0.3,13520.45279
85,48,2,0.3,11305.02586
85,48,2,0.3,10062.79409
85,48,2,0.3,9804.124454
85,48,2,0.3,10632.4266
85,48,2,0.3,11671.13348
85,48,2,0.3,9779.816246
85,48,2,0.3,13128.75319
85,48,2,0.3,10671.41515
85,48,2,0.3,11015.54416
85,48,2,0.3,13731.10427
85,48,2,0.3,9667.755409
85,48,2,0.3,12432.82044
85,48,2,0.3,11215.94863
85,48,2,0.3,12530.62799
85,48,2,0.3,11641.28277
85,48,2,0.3,11385.78592
85,48,2,0.3,13022.00892
85,48,2,0.3,11707.74121
85,48,2,0.3,10940.00302
85,48,2,0.3,11937.46357
85,48,2,0.3,12474.33931
85,48,2,0.3,11236.25194
85,48,2,0.3,11327.08628
85,48,2,0.3,11109.76787
85,48,2,0.3,11537.95959
85,48,2,0.3,11977.1883
85,48,2,0.3,10937.07268
85,48,2,0.3,10211.984
85,48,2,0.3,13340.16263
85,48,2,0.3,11563.56523
85,48,2,0.3,11808.35969
85,48,2,0.3,12790.16628
85,48,2,0.3,10860.09733
85,48,2,0.3,11330.74108
85,48,2,0.3,12448.05208
85,48,2,0.3,9877.540396
85,48,2,0.3,9425.658951
85,48,2,0.3,10981.34199
85,48,2,0.3,13143.74826
85,48,2,0.3,13223.4938
85,48,2,0.3,4325.965319
85,48,2,0.3,2152.47079
85,48,2,0.3,3819.600514
85,48,2,0.3,4821.456057
85,48,2,0.3,5803.335609
85,48,2,0.3,5807.903829
85,48,2,0.3,3451.837855
85,48,2,0.3,4526.772067
85,48,2,0.3,10807.53086
85,48,2,0.3,13104.50649
85,48,2,0.3,12959.3526
85,48,2,0.3,13260.48055
85,48,2,0.3,11286.75012
85,48,2,0.3,10199.18418
85,48,2,0.3,13829.00039
85,48,2,0.3,14111.98694
85,48,2,0.3,1069.524779
85,48,2,0.3,2663.678619
85,48,2,0.3,5054.301444
85,48,2,0.3,3065.332122
85,48,2,0.3,4560.225111
85,48,2,0.3,5637.274772
85,48,2,0.3,2474.735064
85,48,2,0.3,5095.768337
85,48,2,0.3,3530.398492
85,48,2,0.3,3241.129499
85,48,2,0.3,4322.062705
85,48,2,0.3,3659.356159
85,48,2,0.3,3243.711504
85,48,2,0.3,5168.894808
85,48,2,0.3,1808.941263
85,48,2,0.3,2503.800927
173,9,5,0.6,245.9149398
173,9,5,0.6,230.8215497
173,9,5,0.6,259.7604485
173,9,5,0.6,253.5334779
173,9,5,0.6,257.2446815
34.3,3,2,1.2,282.7262202
173,9,5,0.6,206.2153285
173,9,5,0.6,280.0691479
250,30,12,0.6,837.5140192
250,30,12,0.6,841.5080591
250,30,12,0.6,837.5770513
250,30,12,0.6,840.2001723
250,30,12,0.6,843.1206584
250,30,12,0.6,848.2340413
250,30,12,0.6,845.8107406
250,30,12,0.6,844.8958434
250,30,12,0.6,839.5557432
250,30,12,0.6,843.7596561
250,30,12,0.6,838.8125982
250,30,12,0.6,847.7989874
250,30,12,0.6,839.8460998
250,30,12,0.6,843.2199251
250,30,12,0.6,846.5421827
250,30,12,0.6,842.6922191
250,30,12,0.6,839.2639096
250,30,12,0.6,840.1949454
250,30,12,0.6,841.3699054
250,30,12,0.6,841.5233979
250,30,12,0.6,841.395631
250,30,12,0.6,843.4617562
250,30,12,0.6,843.0319036
250,30,12,0.6,841.68575
87.6,15,2,3.6,2208.306308
219.1,8,64,1.1,1997.856043
87.6,15,2,1.1,2719.452961
195,30,11,1.2,2929.555996
195,30,11,1.2,693.0887173
87.6,15,2,3.6,694.5510772
87.6,15,2,1.1,5274.579822
87.6,15,2,1.1,3022.672018
136,2,13,0.4,23930.86143
136,2,13,0.4,23943.35355
136,2,13,0.4,23930.24698
136,2,13,0.4,23929.00877
136,2,13,0.4,23932.45544
136,2,13,0.4,23918.65672
136,2,13,0.4,23930.08485
136,2,13,0.4,23932.32327
136,2,13,0.4,23915.07576
136,2,13,0.4,23934.4447
136,2,13,0.4,23939.50872
136,2,13,0.4,23938.26652
136,2,13,0.4,23910.80479
136,2,13,0.4,23943.45464
136,2,13,0.4,23922.49776
136,2,13,0.4,23953.14102
136,2,13,0.4,23928.52061
136,2,13,0.4,23942.85267
136,2,13,0.4,23937.35965
136,2,13,0.4,23940.19057
136,2,13,0.4,23934.93467
136,2,13,0.4,23942.26472
136,2,13,0.4,23920.43477
136,2,13,0.4,23933.18896
136,2,13,0.4,23924.68072
136,2,13,0.4,23927.23199
136,2,13,0.4,23918.49622
136,2,13,0.4,23923.06293
136,2,13,0.4,23921.21188
136,2,13,0.4,23924.37052
136,2,13,0.4,23923.17087
136,2,13,0.4,23922.17149
136,2,13,0.4,23947.26911
136,2,13,0.4,23950.50078
136,2,13,0.4,23922.49984
136,2,13,0.4,23922.41617
136,2,13,0.4,23917.22212
136,2,13,0.4,23928.74782
136,2,13,0.4,23915.13053
136,2,13,0.4,23926.59185
136,2,13,0.4,23916.67119
136,2,13,0.4,23949.04726
136,2,13,0.4,23912.28539
136,2,13,0.4,23910.658
136,2,13,0.4,23938.98715
136,2,13,0.4,23926.46958
136,2,13,0.4,23938.67027
136,2,13,0.4,23944.14248
225.5,288,2,0.7,1686.76085
160,168,2,0.5,669.4981108
479.1,24,242,0.2,5477.865266
160,168,2,0.5,1613.685107
160,168,2,1.6,332.1812207
67,72,2,0.3,1393.830342
160,168,2,0.5,3111.901081
225.5,288,2,0.7,3027.042269
64.5,2,2,0.6,20200.29468
64.5,2,2,0.6,18275.21115
64.5,2,2,0.6,17396.8828
225.5,288,2,0.6,18467.15581
64.5,2,2,0.6,21742.35377
64.5,2,2,0.6,15139.23136
64.5,2,2,0.6,15439.08946
64.5,2,2,0.6,17745.44678
64.5,2,2,0.6,12750.18755
64.5,2,2,0.6,14844.67075
64.5,2,2,0.6,21145.5885
225.5,288,2,0.6,20179.68584
64.5,2,2,0.6,20782.68369
225.5,288,2,0.6,16818.93244
225.5,288,2,0.6,17933.37629
225.5,288,2,0.6,18222.70627
172.5,24,4,1.5,1445.078013
172.5,24,4,1.5,1224.68988
172.5,24,4,1.5,358.0449651
264.4,10,95,1.5,2389.064079
172.5,24,4,1.5,2098.322054
264.4,10,95,1.5,3513.398519
264.4,10,95,1.5,1876.463753
172.5,24,4,1.5,899.4346187
172.5,24,4,1.5,1676.954348
172.5,24,4,1.5,2197.821403
264.4,10,95,1.5,674.8430064
172.5,24,4,1.5,1222.270075
172.5,24,4,1.5,2211.103595
172.5,24,4,1.5,962.1282835
172.5,24,4,1.5,1711.918788
264.4,10,95,1.5,1771.056779
172.5,24,4,1.5,542.5508102
172.5,24,4,1.5,1351.855588
172.5,24,4,1.5,364.9921296
172.5,24,4,1.5,2375.524957
172.5,24,4,1.5,1365.329262
264.4,10,95,1.5,1296.602143
172.5,24,4,1.5,1493.817396
172.5,24,4,1.5,1047.147883
64.5,2,2,0.6,1767.250328
44.4,5,2,0.6,1532.829963
44.4,5,2,0.6,697.537659
64.5,2,2,0.7,75.71661088
98,48,2,0.6,631.8044713
44.4,5,2,0.6,788.9535584
44.4,5,2,0.3,868.2562753
98,48,2,0.6,2205.294768
98,48,2,0.6,508.9637351
64.5,2,2,0.3,3058.542367
26.6,3,2,0.6,549.521871
44.4,5,2,0.6,891.1622583
64.5,2,2,0.6,1411.097568
44.4,5,2,0.3,1091.585702
44.4,5,2,0.6,1234.34794
44.4,5,2,0.3,1237.981289
428,120,6,0.7,2776.759999
428,120,6,0.7,2768.4661
428,120,6,0.7,2775.303756
428,120,6,0.7,2771.815373
428,120,6,0.7,2768.518478
428,120,6,0.7,2771.700579
428,120,6,0.7,2769.333402
428,120,6,0.7,2770.686644
428,120,6,0.7,2773.427005
428,120,6,0.7,2769.583448
428,120,6,0.7,2768.533063
428,120,6,0.7,2770.996675
428,120,6,0.7,2775.329269
428,120,6,0.7,2768.609325
428,120,6,0.7,2778.061604
428,120,6,0.7,2779.266072
428,120,6,0.7,2774.318613
428,120,6,0.7,2779.768528
428,120,6,0.7,2776.079184
428,120,6,0.7,2767.038809
428,120,6,0.7,2770.429406
428,120,6,0.7,2770.595275
428,120,6,0.7,2778.179743
428,120,6,0.7,2775.189625
313.5,216,27,2,208.3840978
313.5,216,27,2.5,2756.288853
313.5,216,27,1.5,462.542902
313.5,216,27,0.4,1768.196297
313.5,216,27,0.4,1576.295294
313.5,216,27,0.4,2166.634612
313.5,216,27,2.5,1486.407217
27,1,2,0.5,387.9841069
27,1,2,0.5,1127.722065
313.5,216,27,3,2812.105465
313.5,216,27,0.9,2121.198582
313.5,216,27,0.4,3301.634733
313.5,216,27,2.5,1775.611469
313.5,216,27,3,1242.564087
313.5,216,27,2.5,3688.365527
313.5,216,27,2.5,4288.316383
18,1,2,1.2,5512.733283
14.7,1,2,1.2,834.5271341
14.7,1,2,1.2,2120.586632
18,1,2,1.2,3104.512674
18,1,2,1.2,5859.453888
18,1,2,1.2,5768.634581
18,1,2,1.2,5803.07368
14.7,1,2,1.2,1891.868484
14.7,1,2,1.2,1751.997354
18,1,2,1.2,1793.977296
18,1,2,1.2,5169.657387
18,1,2,1.2,5776.582911
18,1,2,1.2,2933.092891
14.7,1,2,1.2,2438.087798
18,1,2,1.2,2428.613068
14.7,1,2,1.2,3491.426814
65,5,2,0.6,3576.313087
65,5,2,0.6,3580.209176
65,5,2,0.6,3581.332283
65,5,2,0.6,3572.387869
65,5,2,0.6,3574.49619
65,5,2,0.6,3574.618901
65,5,2,0.6,3575.397974
65,5,2,0.6,3571.395951
65,5,2,0.6,3571.813178
65,5,2,0.6,3571.679293
65,5,2,0.6,3576.26653
65,5,2,0.6,3572.446391
65,5,2,0.6,3573.20636
65,5,2,0.6,3576.290456
65,5,2,0.6,3575.015106
65,5,2,0.6,3578.636263
309.6,72,5,0.9,18487.90902
309.6,72,5,0.9,18489.17125
309.6,72,5,0.9,18483.81532
309.6,72,5,0.9,18492.42493
309.6,72,5,0.9,18489.86515
309.6,72,5,0.9,18487.61473
309.6,72,5,0.9,18491.25469
309.6,72,5,0.9,18491.01998
309.6,72,5,0.9,17104.1532
309.6,72,5,0.9,18906.90827
309.6,72,5,0.9,16725.71534
309.6,72,5,0.9,17576.72415
23,5,2,0.9,18998.9135
23,5,2,0.9,16921.30395
23,5,2,0.9,16754.36669
309.6,72,5,0.9,17688.16352
309.6,72,5,0.9,17068.63396
309.6,72,5,0.9,17295.66877
23,5,2,0.9,17156.63735
309.6,72,5,0.9,17829.18517
309.6,72,5,0.9,17234.10921
23,5,2,0.9,20233.25744
309.6,72,5,0.9,17642.00316
309.6,72,5,0.9,17376.1454
65,5,2,0.6,3478.73032
65,5,2,0.6,3480.100296
65,5,2,0.6,3480.382945
65,5,2,0.6,3475.108684
65,5,2,0.6,3477.47021
65,5,2,0.6,3478.999426
65,5,2,0.6,3476.887735
65,5,2,0.6,3480.879642
65,5,2,0.6,23749.18975
180,48,2,0.6,15603.50593
65,5,2,0.6,15994.40845
65,5,2,0.6,4909.308431
65,5,2,0.6,16658.21654
65,5,2,0.6,12574.61129
180,48,2,0.6,14322.92385
180,48,2,0.6,11820.99338
65,5,2,0.6,7320.960969
65,5,2,0.6,13619.20966
65,5,2,0.6,7564.900984
65,5,2,0.6,13492.61453
65,5,2,0.6,16165.47517
65,5,2,0.6,5100.822275
180,48,2,0.6,15803.75485
65,5,2,0.6,2202.69833
65,5,2,0.6,3478.148668
65,5,2,0.6,3477.31427
65,5,2,0.6,3481.425733
65,5,2,0.6,3475.900689
65,5,2,0.6,3474.512357
65,5,2,0.6,3476.540923
65,5,2,0.6,3476.584984
65,5,2,0.6,3477.909923
65,5,2,0.6,3580.80382
65,5,2,0.6,3578.42287
65,5,2,0.6,3572.426481
65,5,2,0.6,3574.206901
65,5,2,0.6,3572.474854
65,5,2,0.6,3574.728689
65,5,2,0.6,3578.934006
65,5,2,0.6,3581.850806
65,5,2,0.6,3577.459218
65,5,2,0.6,3571.905208
65,5,2,0.6,3578.604078
65,5,2,0.6,3577.986823
65,5,2,0.6,3581.955373
65,5,2,0.6,3582.224524
65,5,2,0.6,3572.352332
65,5,2,0.6,3582.216754
30,3,2,0.6,9943.57087
65,5,2,0.6,12461.79359
65,5,2,0.6,16335.20189
65,5,2,0.6,19853.71042
180,48,2,0.6,8330.974366
180,48,2,0.6,18082.81958
180,48,2,0.6,8758.753772
65,5,2,0.6,13590.2125
65,5,2,0.6,18718.90936
65,5,2,0.6,5213.106663
65,5,2,0.6,16143.20895
180,48,2,0.6,13253.2874
70,3,2,0.9,19405.0374
180,48,2,0.6,1657.559506
65,5,2,0.6,11881.73579
65,5,2,0.6,14686.86707
65,5,2,0.6,14678.29728
180,48,2,0.6,10396.88712
65,5,2,0.6,16677.67955
65,5,2,0.6,19262.20332
180,48,2,0.6,829.5764834
180,48,2,0.6,4194.240359
65,5,2,0.6,18026.40489
65,5,2,0.6,16009.64563
65,5,2,0.6,3477.751546
65,5,2,0.6,3480.6344
65,5,2,0.6,3471.633913
65,5,2,0.6,3479.305634
65,5,2,0.6,3481.442312
65,5,2,0.6,3474.360606
65,5,2,0.6,3473.748063
65,5,2,0.6,3477.900672
65,5,2,0.6,3580.444551
65,5,2,0.6,3579.42782
65,5,2,0.6,3579.800171
65,5,2,0.6,3576.384701
65,5,2,0.6,3574.22445
65,5,2,0.6,3579.698146
65,5,2,0.6,3580.270471
65,5,2,0.6,3581.976181
65,5,2,0.6,3571.35068
65,5,2,0.6,3575.902398
65,5,2,0.6,3571.43613
65,5,2,0.6,3572.379896
65,5,2,0.6,3580.507353
65,5,2,0.6,3573.652572
65,5,2,0.6,3572.067201
65,5,2,0.6,3572.932558
180,48,2,0.6,15522.9012
65,5,2,0.6,15826.46213
180,48,2,0.6,9791.278378
65,5,2,0.6,7106.156543
65,5,2,0.6,21473.65793
70,3,2,0.9,17563.01221
65,5,2,0.6,16398.42079
